  I     	  II     	  LV     	  LV'		  RA     	  RA'		
 10.07   	 24.72   	115.16   	 218.72		 11.48   	 -55.95		
 14.34   	 32.04   	116.03   	 208.54		 11.25   	 -40.69		
 18.92   	 38.45   	116.87   	 198.37		 11.09   	 -35.61		
 23.50   	 44.25   	117.66   	 193.29		 10.95   	 -20.35		
 28.08   	 48.83   	118.43   	 183.11		 10.86   	  -5.09		
 32.35   	 53.10   	119.17   	 172.94		 10.84   	   5.09		
 37.23   	 57.98   	119.86   	 162.77		 10.86   	  15.26		
 43.03   	 64.70   	120.51   	 162.77		 10.93   	  15.26		
 49.13   	 72.02   	121.16   	 147.51		 10.99   	  20.35		
 54.93   	 79.65   	121.75   	 147.51		 11.07   	  15.26		
 60.42   	 87.28   	122.34   	 137.33		 11.13   	  15.26		
 66.22   	 95.83   	122.89   	 132.25		 11.19   	  10.17		
 71.72   	104.68   	123.42   	 127.16		 11.23   	  10.17		
 77.21   	112.30   	123.93   	 122.07		 11.27   	  10.17		
 81.48   	117.49   	124.41   	 122.07		 11.31   	  10.17		
 84.84   	120.85   	124.90   	 116.99		 11.35   	  10.17		
 86.98   	123.60   	125.37   	 111.90		 11.39   	  15.26		
 88.50   	126.95   	125.82   	 106.82		 11.45   	  10.17		
 90.03   	130.31   	126.25   	 101.73		 11.50   	  15.26		
 90.64   	132.14   	126.65   	 101.73		 11.56   	  15.26		
 90.64   	132.45   	127.06   	  91.56		 11.62   	  15.26		
 90.33   	131.53   	127.43   	  91.56		 11.68   	  20.35		
 89.42   	130.62   	127.79   	  81.38		 11.76   	  20.35		
 87.59   	129.09   	128.12   	  71.21		 11.84   	  20.35		
 83.92   	125.43   	128.40   	  71.21		 11.92   	  25.43		
 78.43   	118.10   	128.69   	  66.12		 12.02   	  20.35		
 71.41   	107.42   	128.95   	  55.95		 12.11   	  25.43		
 62.87   	 94.60   	129.18   	  45.78		 12.21   	  30.52		
 53.10   	 80.87   	129.36   	  45.78		 12.33   	  30.52		
 43.95   	 68.36   	129.54   	  35.61		 12.45   	  30.52		
 36.32   	 57.68   	129.68   	  25.43		 12.57   	  35.61		
 30.52   	 48.52   	129.79   	  20.35		 12.72   	  40.69		
 25.33   	 40.28   	129.87   	  10.17		 12.88   	  35.61		
 19.84   	 31.13   	129.91(S)	   0.00		 13.02   	  40.69		
 13.12   	 19.23   	129.91   	 -15.26		 13.18   	  35.61		
  5.19   	  4.88   	129.85   	 -30.52		 13.33   	  35.61		
 -2.75   	 -9.16   	129.72   	 -61.04		 13.47   	  30.52		
-10.38   	-20.45   	129.48   	 -86.47		 13.59   	  30.52		
-16.17   	-27.16   	129.13   	-127.16		 13.71   	  30.52		
-20.14   	-29.91   	128.63   	-172.94		 13.84   	  30.52		
-22.58   	-31.13   	127.93   	-228.89		 13.96   	  30.52		
-24.41   	-34.48   	127.02   	-289.93		 14.08   	  30.52		
-25.63   	-40.28   	125.86   	-356.05		 14.20   	  35.61		
-27.16   	-47.30   	124.43   	-427.26		 14.34   	  30.52		
-28.99   	-52.19   	122.73   	-498.47		 14.47   	  30.52		
-30.82   	-53.71   	120.73   	-600.20		 14.59   	  30.52		
-32.65   	-53.10   	118.33   	-707.02		 14.71   	  30.52		
-34.18   	-53.10   	115.50   	-834.18		 14.83   	  30.52		
-35.10   	-55.54   	112.17   	-966.43		 14.95   	  30.52		
-35.10   	-60.12   	108.30   	-1098.67		 15.08   	  35.61		
-34.48   	-63.48   	103.91   	-1210.58		 15.22   	  45.78		
-33.87   	-63.48   	 99.06   	-1302.13		 15.40   	  45.78		
-33.57   	-59.51   	 93.86   	-1378.43		 15.58   	  45.78		
-34.48   	-54.02   	 88.34   	-1419.12		 15.77   	  40.69		
-36.01   	-50.66   	 82.66   	-1414.03		 15.93   	  35.61		
-38.45   	-51.27   	 77.01   	-1383.51		 16.07   	  25.43		
-41.20   	-55.24   	 71.47   	-1327.56		 16.17   	  15.26		
-42.72   	-59.81   	 66.16   	-1261.44		 16.24   	   5.09		
-42.72   	-62.87   	 61.12   	-1190.23		 16.26(V)	   0.00		
-41.81   	-63.17   	 56.36   	-1103.76		 16.26   	  -5.09		
-40.28   	-61.04   	 51.94   	-1012.20		 16.24   	   0.00		
-38.76   	-57.68   	 47.89   	-930.82		 16.24   	   0.00		
-37.84   	-54.32   	 44.17   	-844.35		 16.24   	   0.00		
-36.93   	-51.57   	 40.79   	-762.97		 16.24   	   0.00		
-36.32   	-49.74   	 37.74   	-686.67		 16.24   	  -5.09		
-36.01   	-49.13   	 34.99   	-625.63		 16.22   	 -10.17		
-35.71   	-48.83   	 32.49   	-569.68		 16.17   	 -10.17		
-35.10   	-48.52   	 30.21   	-518.82		 16.13   	 -20.35		
-33.87   	-48.22   	 28.14   	-473.04		 16.05   	 -20.35		
-32.96   	-48.52   	 26.25   	-432.35		 15.97   	 -15.26		
-32.35   	-49.13   	 24.52   	-391.66		 15.91   	 -20.35		
-32.04   	-50.66   	 22.95   	-356.05		 15.83   	 -15.26		
-31.43   	-51.27   	 21.53   	-320.45		 15.77   	 -15.26		
-30.21   	-48.83   	 20.24   	-284.84		 15.71   	 -10.17		
-28.69   	-43.95   	 19.10   	-254.32		 15.67   	 -10.17		
-27.16   	-39.98   	 18.09   	-223.80		 15.63   	 -10.17		
-26.55   	-39.98   	 17.19   	-198.37		 15.58   	 -10.17		
-26.86   	-44.56   	 16.40   	-167.85		 15.54   	 -10.17		
-27.77   	-50.96   	 15.73   	-152.59		 15.50   	  -5.09		
-28.38   	-55.24   	 15.12   	-127.16		 15.48   	 -10.17		
-28.38   	-55.24   	 14.61   	-106.82		 15.44   	  -5.09		
-28.08   	-52.80   	 14.18   	 -91.56		 15.42   	  -5.09		
-27.47   	-50.66   	 13.81   	 -76.30		 15.40   	  -5.09		
-27.47   	-50.35   	 13.51   	 -61.04		 15.38   	  -5.09		
-28.38   	-50.96   	 13.27   	 -45.78		 15.36   	  -5.09		
-29.30   	-51.27   	 13.08   	 -30.52		 15.34   	 -10.17		
-30.21   	-50.96   	 12.96   	 -25.43		 15.30   	 -10.17		
-29.91   	-50.05   	 12.86   	 -10.17		 15.26   	 -15.26		
-28.38   	-49.13   	 12.82   	  -5.09		 15.20   	 -20.35		
-26.55   	-47.91   	 12.80(D)	   5.09		 15.12   	 -20.35		
-25.63   	-46.69   	 12.82   	  10.17		 15.04   	 -15.26		
-26.55   	-45.17   	 12.86   	  15.26		 14.97   	 -20.35		
-28.38   	-44.86   	 12.92   	  20.35		 14.89   	 -15.26		
-30.21   	-45.17   	 13.00   	  30.52		 14.83   	 -10.17		
-30.21   	-45.78   	 13.12   	  30.52		 14.79   	 -10.17		
-28.69   	-46.39   	 13.25   	  30.52		 14.75   	 -10.17		
-26.25   	-46.69   	 13.37   	  40.69		 14.71   	 -10.17		
-24.72   	-46.39   	 13.53   	  40.69		 14.67   	  -5.09		
-25.63   	-46.39   	 13.69   	  45.78		 14.65   	  -5.09		
-28.08   	-45.78   	 13.88   	  45.78		 14.63   	  -5.09		
-29.91   	-43.33   	 14.06   	  50.86		 14.61   	   0.00		
-30.21   	-39.67   	 14.26   	  50.86		 14.61   	   0.00		
-28.38   	-35.71   	 14.47   	  55.95		 14.61   	   0.00		
-26.25   	-34.18   	 14.69   	  50.86		 14.61   	   0.00		
-25.33   	-35.71   	 14.89   	  55.95		 14.61   	   5.09		
-26.55   	-39.98   	 15.12   	  50.86		 14.63   	   5.09		
-28.69   	-43.95   	 15.32   	  55.95		 14.65   	   5.09		
-29.91   	-44.86   	 15.54   	  55.95		 14.67   	   5.09		
-29.30   	-42.11   	 15.77   	  55.95		 14.69   	   5.09		
-28.08   	-37.84   	 15.99   	  50.86		 14.71   	   5.09		
-26.86   	-34.18   	 16.20   	  50.86		 14.73   	   5.09		
-26.25   	-33.26   	 16.40   	  45.78		 14.75   	   5.09		
-26.55   	-34.18   	 16.58   	  40.69		 14.77   	   5.09		
-26.86   	-36.01   	 16.74   	  35.61		 14.79   	   5.09		
-27.16   	-36.93   	 16.89   	  30.52		 14.81   	  10.17		
-27.16   	-37.23   	 17.01   	  25.43		 14.85   	  10.17		
-25.94   	-36.93   	 17.11   	  25.43		 14.89   	   5.09		
-23.80   	-36.32   	 17.21   	  20.35		 14.91   	  10.17		
-21.97   	-36.62   	 17.29   	  15.26		 14.95   	  10.17		
-21.67   	-37.84   	 17.35   	  15.26		 14.99   	  10.17		
-23.19   	-38.76   	 17.42   	  10.17		 15.04   	   5.09		
-25.63   	-38.76   	 17.46   	  10.17		 15.06   	   5.09		
-27.16   	-36.93   	 17.50   	   5.09		 15.08   	   5.09		
-26.25   	-33.57   	 17.52   	   5.09		 15.10   	   5.09		
-24.11   	-29.91   	 17.54   	   5.09		 15.12   	   5.09		
-22.28   	-28.08   	 17.56   	   0.00		 15.14   	   5.09		
-21.97   	-27.77   	 17.56   	   5.09		 15.16   	  10.17		
-22.89   	-28.38   	 17.58   	   0.00		 15.20   	   5.09		
-23.80   	-28.38   	 17.58   	   5.09		 15.22   	   5.09		
-22.58   	-25.63   	 17.60   	   0.00		 15.24   	  10.17		
-19.53   	-20.14   	 17.60   	   5.09		 15.28   	   5.09		
-15.26   	-12.51   	 17.62   	   5.09		 15.30   	   5.09		
-10.99   	 -2.75   	 17.64   	   0.00		 15.32   	   5.09		
 -7.02   	  7.93   	 17.64   	   5.09		 15.34   	   5.09		
 -3.66   	 18.31   	 17.66   	   5.09		 15.36   	   5.09		
 -1.22   	 26.55   	 17.68   	  10.17		 15.38   	  10.17		
  1.53   	 30.82   	 17.72   	   5.09		 15.42   	   5.09		
  4.58   	 30.82   	 17.74   	  10.17		 15.44   	  10.17		
  8.54   	 27.77   	 17.78   	   5.09		 15.48   	   5.09		
 13.73   	 24.72   	 17.80   	  10.17		 15.50   	  10.17		
 18.62   	 24.72   	 17.84   	  10.17		 15.54   	   5.09		
 22.89   	 28.38   	 17.88   	  10.17		 15.56   	  10.17		
 25.94   	 34.79   	 17.92   	   5.09		 15.61   	   5.09		
 27.47   	 40.28   	 17.94   	   5.09		 15.63   	  10.17		
 28.99   	 41.50   	 17.97   	   5.09		 15.67   	  10.17		
 30.82   	 36.62   	 17.99   	   0.00		 15.71   	  10.17		
 33.57   	 27.77   	 17.99   	  -5.09		 15.75   	  15.26		
 36.93   	 17.70   	 17.97   	   0.00		 15.81   	  15.26		
 39.37   	 10.07   	 17.97   	  -5.09		 15.87   	  25.43		
 39.06   	  6.71   	 17.94   	   0.00		 15.97   	  25.43		
 35.40   	  4.58   	 17.94   	   5.09		 16.07   	  25.43		
 28.08   	  0.92   	 17.97   	  10.17		 16.17   	  35.61		
 16.78   	 -6.10   	 18.01   	  15.26		 16.32   	  30.52		
  3.36   	-15.26   	 18.07   	  25.43		 16.44   	  30.52		
-10.68   	-24.72   	 18.17   	  25.43		 16.56   	  30.52		
-23.50   	-33.57   	 18.27   	  30.52		 16.68   	  25.43		
-33.26   	-41.81   	 18.39   	  35.61		 16.79   	  15.26		
-38.15   	-49.74   	 18.54   	  35.61		 16.85   	  10.17		
-38.45   	-57.37   	 18.68   	  30.52		 16.89   	  10.17		
-36.32   	-63.48   	 18.80   	  35.61		 16.93   	   0.00		
-34.18   	-67.14   	 18.94   	  30.52		 16.93   	   5.09		
-33.26   	-69.27   	 19.06   	  35.61		 16.95   	   5.09		
-33.87   	-69.89   	 19.21   	  35.61		 16.97   	   5.09		
-34.48   	-68.66   	 19.35   	  35.61		 16.99   	   5.09		
-34.79   	-66.22   	 19.49   	  30.52		 17.01   	   0.00		
-34.79   	-63.78   	 19.61   	  30.52		 17.01   	 -15.26		
-34.48   	-62.26   	 19.74   	  35.61		 16.95   	 -40.69		
-33.87   	-62.26   	 19.88   	  N/A		 16.79   	  N/A		
