  I     	  II     	  LV     	  LV'		  PA     	  PA'		
-23.80   	  0.31   	 62.32   	 488.30		 14.16   	  25.43		
-17.70   	  0.92   	 64.27   	 462.87		 14.26   	  30.52		
-10.68   	  3.05   	 66.12   	 442.52		 14.38   	  30.52		
 -3.66   	  6.41   	 67.89   	 422.18		 14.51   	  30.52		
  2.14   	  9.16   	 69.58   	 401.83		 14.63   	  25.43		
  4.58   	  9.77   	 71.19   	 381.48		 14.73   	  25.43		
  4.27   	  8.54   	 72.72   	 361.14		 14.83   	  20.35		
  2.75   	  8.24   	 74.16   	 345.88		 14.91   	  25.43		
  2.14   	 11.60   	 75.54   	 320.45		 15.02   	  20.35		
  2.75   	 18.01   	 76.83   	 300.10		 15.10   	  20.35		
  5.49   	 25.02   	 78.03   	 284.84		 15.18   	  15.26		
  8.24   	 29.91   	 79.17   	 269.58		 15.24   	  20.35		
  9.77   	 31.43   	 80.24   	 254.32		 15.32   	  15.26		
 10.68   	 32.35   	 81.26   	 233.98		 15.38   	  15.26		
 11.90   	 34.48   	 82.20   	 223.80		 15.44   	  20.35		
 14.65   	 38.45   	 83.09   	 203.46		 15.52   	  10.17		
 19.84   	 43.95   	 83.91   	 198.37		 15.56   	  15.26		
 26.86   	 49.74   	 84.70   	 183.11		 15.63   	  10.17		
 35.10   	 55.54   	 85.43   	 172.94		 15.67   	  10.17		
 44.86   	 61.65   	 86.12   	 162.77		 15.71   	  10.17		
 55.24   	 68.36   	 86.77   	 152.59		 15.75   	   5.09		
 62.87   	 74.77   	 87.39   	 142.42		 15.77   	  10.17		
 65.31   	 79.96   	 87.95   	 132.25		 15.81   	   5.09		
 63.17   	 82.70   	 88.48   	 122.07		 15.83   	   5.09		
 60.12   	 83.31   	 88.97   	 111.90		 15.85   	   5.09		
 60.73   	 83.01   	 89.42   	 106.82		 15.87   	   5.09		
 65.92   	 84.53   	 89.85   	  96.64		 15.89   	   5.09		
 72.33   	 88.20   	 90.23   	  91.56		 15.91   	   5.09		
 77.51   	 93.38   	 90.60   	  81.38		 15.93   	   5.09		
 82.70   	 97.35   	 90.93   	  71.21		 15.95   	   0.00		
 90.94   	 99.49   	 91.21   	  66.12		 15.95   	   5.09		
103.76   	 99.79   	 91.47   	  55.95		 15.97   	  -5.09		
117.49   	100.10   	 91.70   	  55.95		 15.95   	   0.00		
126.65   	100.71   	 91.92   	  45.78		 15.95   	   0.00		
130.00   	101.32   	 92.11   	  45.78		 15.95   	  -5.09		
129.39   	101.32   	 92.29   	  35.61		 15.93   	   0.00		
128.78   	 99.79   	 92.43   	  35.61		 15.93   	   0.00		
130.00   	 97.35   	 92.57   	  30.52		 15.93   	  10.17		
133.06   	 94.91   	 92.70   	  25.43		 15.97   	   5.09		
137.33   	 93.08   	 92.80   	  25.43		 15.99   	  10.17		
141.91   	 92.77   	 92.90   	  15.26		 16.03   	  15.26		
145.26   	 91.55   	 92.96   	  10.17		 16.09   	  10.17		
146.18   	 87.59   	 93.00   	  10.17		 16.13   	  10.17		
142.82   	 78.74   	 93.04(S)	   0.00		 16.17   	   5.09		
134.58   	 66.83   	 93.04   	  -5.09		 16.20(S)	   0.00		
121.77   	 54.63   	 93.02   	 -10.17		 16.20   	  -5.09		
103.76   	 44.56   	 92.98   	 -15.26		 16.17   	  -5.09		
 82.09   	 36.93   	 92.92   	 -20.35		 16.15   	 -15.26		
 60.42   	 30.21   	 92.84   	 -25.43		 16.09   	 -15.26		
 43.03   	 23.19   	 92.74   	 -35.61		 16.03   	 -15.26		
 32.96   	 15.87   	 92.59   	 -45.78		 15.97   	 -15.26		
 28.08   	  8.54   	 92.41   	 -50.86		 15.91   	 -20.35		
 23.19   	  0.61   	 92.21   	 -66.12		 15.83   	 -15.26		
 13.73   	 -8.24   	 91.94   	 -76.30		 15.77   	 -10.17		
  1.22   	-16.48   	 91.64   	 -86.47		 15.73   	 -20.35		
-10.68   	-22.28   	 91.29   	-106.82		 15.65   	 -15.26		
-17.40   	-25.33   	 90.86   	-116.99		 15.58   	 -25.43		
-16.48   	-27.77   	 90.40   	-137.33		 15.48   	 -25.43		
 -9.16   	-32.96   	 89.85   	-157.68		 15.38   	 -30.52		
 -0.92   	-41.20   	 89.22   	-178.03		 15.26   	 -30.52		
 -0.61   	-49.74   	 88.50   	-198.37		 15.14   	 -30.52		
-13.73   	-54.63   	 87.71   	-228.89		 15.02   	 -25.43		
-38.45   	-55.85   	 86.80   	-254.32		 14.91   	 -20.35		
-65.61   	-55.54   	 85.78   	-284.84		 14.83   	 -10.17		
-81.79   	-55.24   	 84.64   	-320.45		 14.79   	  -5.09		
-79.04   	-56.76   	 83.36   	-350.97		 14.77   	   0.00		
-62.87   	-58.59   	 81.95   	-381.48		 14.77   	  -5.09		
-47.00   	-59.51   	 80.43   	-417.09		 14.75   	  -5.09		
-41.20   	-59.81   	 78.76   	-447.61		 14.73   	 -15.26		
-44.86   	-60.12   	 76.97   	-473.04		 14.67   	 -20.35		
-51.27   	-61.34   	 75.08   	-493.39		 14.59   	 -35.61		
-53.41   	-62.87   	 73.10   	-523.90		 14.45   	 -40.69		
-50.35   	-63.48   	 71.01   	-534.08		 14.28   	 -35.61		
-47.00   	-62.56   	 68.87   	-554.42		 14.14   	 -35.61		
-47.00   	-61.65   	 66.65   	-564.60		 14.00   	 -30.52		
-50.66   	-62.26   	 64.39   	-574.77		 13.88   	 -25.43		
-54.32   	-64.09   	 62.10   	-579.86		 13.77   	 -20.35		
-55.24   	-65.00   	 59.78   	-579.86		 13.69   	 -15.26		
-51.27   	-63.17   	 57.46   	-584.94		 13.63   	 -20.35		
-44.25   	-58.90   	 55.12   	-574.77		 13.55   	 -15.26		
-36.93   	-54.63   	 52.82   	-574.77		 13.49   	 -20.35		
-34.79   	-52.80   	 50.52   	-559.51		 13.41   	 -20.35		
-40.59   	-54.63   	 48.28   	-559.51		 13.33   	 -20.35		
-52.49   	-57.98   	 46.04   	-539.16		 13.25   	 -20.35		
-64.09   	-59.81   	 43.89   	-534.08		 13.16   	 -15.26		
-67.14   	-58.29   	 41.75   	-513.73		 13.10   	 -15.26		
-59.51   	-54.02   	 39.69   	-503.56		 13.04   	 -10.17		
-46.69   	-50.05   	 37.68   	-483.21		 13.00   	 -10.17		
-37.84   	-47.61   	 35.75   	-473.04		 12.96   	   0.00		
-36.62   	-47.30   	 33.86   	-452.69		 12.96   	   0.00		
-41.20   	-47.00   	 32.04   	-432.35		 12.96   	   0.00		
-45.17   	-44.86   	 30.32   	-417.09		 12.96   	   5.09		
-43.64   	-41.50   	 28.65   	-401.83		 12.98   	   5.09		
-39.06   	-39.37   	 27.04   	-381.48		 13.00   	   5.09		
-36.32   	-40.59   	 25.51   	-361.14		 13.02   	  -5.09		
-37.23   	-44.86   	 24.07   	-345.88		 13.00   	   0.00		
-40.28   	-49.13   	 22.69   	-325.53		 13.00   	 -10.17		
-42.11   	-50.35   	 21.38   	-310.27		 12.96   	  -5.09		
-41.50   	-47.61   	 20.14   	-289.93		 12.94   	 -10.17		
-41.81   	-43.33   	 18.98   	-274.67		 12.90   	 -10.17		
-45.17   	-39.98   	 17.88   	-264.50		 12.86   	  -5.09		
-49.74   	-39.67   	 16.83   	-244.15		 12.84   	 -10.17		
-51.88   	-40.89   	 15.85   	-228.89		 12.80   	 -10.17		
-49.44   	-41.81   	 14.93   	-213.63		 12.76   	 -15.26		
-43.33   	-41.81   	 14.08   	-198.37		 12.70   	 -15.26		
-38.76   	-40.89   	 13.29   	-188.20		 12.63   	 -20.35		
-38.15   	-40.28   	 12.53   	-178.03		 12.55   	 -20.35		
-41.20   	-40.89   	 11.82   	-157.68		 12.47   	 -20.35		
-44.56   	-42.11   	 11.19   	-152.59		 12.39   	 -15.26		
-45.17   	-43.33   	 10.58   	-137.33		 12.33   	 -15.26		
-42.72   	-43.64   	 10.03   	-127.16		 12.27   	 -10.17		
-39.98   	-43.33   	  9.52   	-111.90		 12.23   	   0.00		
-39.67   	-42.72   	  9.07   	-106.82		 12.23   	   0.00		
-41.50   	-42.11   	  8.65   	 -96.64		 12.23   	   5.09		
-41.81   	-41.20   	  8.26   	 -86.47		 12.25   	  10.17		
-37.23   	-40.59   	  7.91   	 -76.30		 12.29   	  10.17		
-27.16   	-39.98   	  7.61   	 -71.21		 12.33   	   5.09		
-17.09   	-39.37   	  7.32   	 -66.12		 12.35   	   5.09		
-15.26   	-38.76   	  7.06   	 -55.95		 12.37   	   5.09		
-24.72   	-37.84   	  6.84   	 -50.86		 12.39   	   0.00		
-40.89   	-37.23   	  6.63   	 -45.78		 12.39   	  -5.09		
-54.93   	-37.23   	  6.45   	 -45.78		 12.37   	  -5.09		
-57.98   	-38.76   	  6.27   	 -35.61		 12.35   	 -10.17		
-49.13   	-41.20   	  6.12   	 -35.61		 12.31   	 -10.17		
-37.84   	-42.72   	  5.98   	 -30.52		 12.27   	 -10.17		
-33.87   	-41.81   	  5.86   	 -30.52		 12.23   	 -10.17		
-39.67   	-39.67   	  5.74   	 -30.52		 12.19   	 -10.17		
-51.57   	-37.23   	  5.62   	 -25.43		 12.15   	 -10.17		
-59.81   	-36.01   	  5.51   	 -25.43		 12.11   	 -10.17		
-57.68   	-36.01   	  5.41   	 -25.43		 12.07   	 -15.26		
-46.69   	-36.62   	  5.31   	 -20.35		 12.00   	 -15.26		
-33.57   	-35.71   	  5.23   	 -20.35		 11.94   	 -15.26		
-25.02   	-34.18   	  5.15   	 -20.35		 11.88   	 -10.17		
-23.50   	-32.65   	  5.07   	 -15.26		 11.84   	 -10.17		
-28.38   	-32.65   	  5.01   	 -15.26		 11.80   	 -10.17		
-36.62   	-33.87   	  4.94   	 -10.17		 11.76   	   0.00		
-44.86   	-34.79   	  4.90   	 -10.17		 11.76   	   0.00		
-49.44   	-34.48   	  4.86   	 -10.17		 11.76   	   5.09		
-47.91   	-32.96   	  4.82   	   0.00		 11.78   	  10.17		
-41.50   	-32.35   	  4.82   	  -5.09		 11.82   	  15.26		
-34.79   	-33.87   	  4.80(D)	   0.00		 11.88   	  10.17		
-32.96   	-36.62   	  4.80   	   0.00		 11.92   	  10.17		
-35.71   	-39.37   	  4.80   	   5.09		 11.96   	   5.09		
-39.67   	-39.98   	  4.82   	   5.09		 11.98   	   0.00		
-39.98   	-37.54   	  4.84   	   5.09		 11.98   	   0.00		
-35.71   	-33.26   	  4.86   	   5.09		 11.98   	   0.00		
-29.91   	-29.60   	  4.88   	  10.17		 11.98   	 -10.17		
-26.86   	-28.38   	  4.92   	   5.09		 11.94   	 -10.17		
-26.25   	-29.30   	  4.94   	  10.17		 11.90   	 -10.17		
-27.16   	-31.43   	  4.98   	   5.09		 11.86   	 -10.17		
-27.47   	-32.35   	  5.01   	  10.17		 11.82   	 -15.26		
-27.47   	-32.04   	  5.05   	   5.09		 11.76   	 -10.17		
-27.47   	-31.74   	  5.07   	  10.17		 11.72   	 -15.26		
-28.08   	-33.26   	  5.11   	   5.09		 11.66   	 -15.26		
-29.30   	-35.71   	  5.13   	   5.09		 11.60   	 -10.17		
-31.43   	-37.54   	  5.15   	   5.09		 11.56   	  -5.09		
-35.40   	-37.54   	  5.17   	  10.17		 11.54   	  -5.09		
-40.28   	-36.01   	  5.21   	   5.09		 11.52   	  -5.09		
-43.95   	-35.10   	  5.23   	   5.09		 11.50   	   5.09		
-45.78   	-35.40   	  5.25   	  10.17		 11.52   	   5.09		
-45.17   	-36.32   	  5.29   	   5.09		 11.54   	  10.17		
-43.64   	-36.32   	  5.31   	  10.17		 11.58   	   5.09		
-41.20   	-34.48   	  5.35   	  10.17		 11.60   	  10.17		
-37.54   	-32.04   	  5.39   	  10.17		 11.64   	  10.17		
-29.60   	-32.04   	  5.43   	   5.09		 11.68   	   5.09		
-18.62   	-35.71   	  5.45   	  15.26		 11.70   	   0.00		
 -8.54   	-41.50   	  5.51   	  10.17		 11.70   	  -5.09		
 -6.41   	-46.39   	  5.55   	  10.17		 11.68   	  -5.09		
-17.40   	-46.39   	  5.60   	  15.26		 11.66   	  -5.09		
-39.37   	-42.42   	  5.66   	  10.17		 11.64   	 -10.17		
-61.34   	-37.23   	  5.70   	  15.26		 11.60   	 -10.17		
-69.89   	-35.10   	  5.76   	  20.35		 11.56   	 -10.17		
-59.20   	-36.62   	  5.84   	  15.26		 11.52   	  -5.09		
-36.32   	-39.06   	  5.90   	  15.26		 11.50   	  -5.09		
-14.04   	-39.67   	  5.96   	  15.26		 11.48(D)	   0.00		
 -3.97   	-37.23   	  6.02   	  15.26		 11.48   	   0.00		
 -8.24   	-34.79   	  6.08   	  15.26		 11.48   	   0.00		
-21.06   	-34.48   	  6.14   	  15.26		 11.48   	   5.09		
-33.57   	-37.54   	  6.21   	  15.26		 11.50   	   5.09		
-40.28   	-41.50   	  6.27   	  15.26		 11.52   	   5.09		
-40.59   	-44.56   	  6.33   	  10.17		 11.54   	  10.17		
-37.54   	-45.78   	  6.37   	  10.17		 11.58   	   0.00		
-34.79   	-45.78   	  6.41   	  15.26		 11.58   	   5.09		
-34.48   	-45.47   	  6.47   	  10.17		 11.60   	   5.09		
-35.10   	-46.08   	  6.51   	  10.17		 11.62   	   0.00		
-35.10   	-47.30   	  6.55   	   5.09		 11.62   	   0.00		
-32.65   	-47.91   	  6.57   	  10.17		 11.62   	   0.00		
-28.99   	-47.61   	  6.61   	   5.09		 11.62   	  -5.09		
-26.55   	-46.39   	  6.63   	  10.17		 11.60   	  -5.09		
-27.77   	-44.56   	  6.67   	   5.09		 11.58   	 -10.17		
-32.04   	-43.03   	  6.69   	  N/A		 11.54   	  N/A		
