  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
350.34   	1345.21   	  0.12   	1398.77		 72.06   	 691.76		
375.06   	1532.59(R)	  5.72   	 569.68		 74.83   	 376.40		
308.84   	1248.78   	  8.00   	 478.13		 76.34   	-320.45		
217.29   	795.90   	  9.91   	 391.66		 75.06   	-534.08		
135.19   	335.69   	 11.48   	 330.62		 72.92   	  50.86		
 85.45   	  9.46   	 12.80   	 315.36		 73.12   	 600.20		
 65.92   	-131.84   	 14.06   	 345.88		 75.52   	 625.63		
 56.46   	-128.78   	 15.44   	 427.26		 78.03   	-157.68		
 38.15   	-61.95   	 17.15   	 554.42		 77.40   	-539.16		
  7.63   	 -3.97   	 19.37   	 701.93		 75.24   	-218.72		
-24.41   	 10.07   	 22.18   	 859.61		 74.36   	-152.59		
-44.25   	-16.48   	 25.62   	1007.12		 73.75   	-172.94		
-47.61   	-61.34   	 29.64   	1119.02		 73.06   	  45.78		
-41.20   	-101.93   	 34.12   	1205.49		 73.24   	 325.53		
-34.48   	-127.26   	 38.94   	1256.35		 74.55   	 218.72		
-33.26   	-137.33   	 43.97   	1271.61		 75.42   	-289.93		
-35.40   	-138.85   	 49.05   	1241.09		 74.26   	-396.74		
-37.54   	-139.16   	 54.02   	1169.88		 72.68   	 -40.69		
-37.23   	-143.13   	 58.70   	1047.81		 72.51   	 122.07		
-34.79   	-150.76   	 62.89   	 885.04		 73.00   	-106.82		
-32.96   	-160.83   	 66.43   	 686.67		 72.57   	-122.07		
-33.57   	-169.07   	 69.18   	 488.30		 72.09   	 218.72		
-37.23   	-170.90   	 71.13   	 305.19		 72.96   	 111.90		
-41.81   	-167.24   	 72.35   	 172.94		 73.41   	-452.69		
-44.25   	-164.18   	 73.04   	 127.16		 71.60   	-1007.12		
-42.42   	-169.37   	 73.55   	 183.11		 67.57   	-940.99		
-36.93   	-181.27   	 74.28   	 345.88		 63.80   	-340.79		
-30.52   	-187.99   	 75.67   	 605.29		 62.44   	 122.07		
-27.16   	-177.00   	 78.09   	 925.73		 62.93   	-401.83		
-30.52   	-149.84   	 81.79   	1251.27		 61.32   	-1434.38		
-39.98   	-122.07   	 86.80   	1551.37		 55.58   	-1236.01		
-49.74   	-111.69   	 93.00   	1770.08		 50.64   	 142.42		
-52.19   	-128.17   	100.08   	1866.73		 51.21   	 391.66		
-46.08   	-163.88   	107.55   	1851.47		 52.78   	  10.17		
-36.01   	-199.28   	114.95   	1703.96		 52.82   	 564.60		
-30.21   	-215.76   	121.77   	1459.81		 55.08   	 961.34		
-32.65   	-205.69   	127.61   	1134.28		 58.92   	 737.54		
-40.28   	-175.48   	132.15   	 778.23		 61.87   	 264.50		
-45.78   	-142.82   	135.26   	 401.83		 62.93   	-167.85		
-44.56   	-124.82   	136.87   	  45.78		 62.26   	 183.11		
-37.84   	-127.56   	137.05   	-269.58		 62.99   	 813.83		
-32.65   	-144.35   	135.97   	-534.08		 66.25   	 681.58		
-32.96   	-162.05   	133.83   	-742.62		 68.97   	 132.25		
-37.84   	-170.29   	130.86   	-874.87		 69.50   	 -55.95		
-43.95   	-169.07   	127.36   	-940.99		 69.28   	 111.90		
-47.61   	-162.96   	123.60   	-946.08		 69.73   	 483.21		
-46.39   	-158.69   	119.82   	-885.04		 71.66   	 793.49		
-40.89   	-159.00   	116.28   	-788.40		 74.83   	 864.70		
-33.87   	-164.49   	113.12   	-645.98		 78.29   	 656.15		
-28.69   	-171.81   	110.54   	-488.30		 80.92   	 295.01		
-28.08   	-174.87   	108.59   	-320.45		 82.10   	 391.66		
-32.96   	-167.85   	107.30   	-162.77		 83.66   	 762.97		
-41.81   	-149.23   	106.65   	 -15.26		 86.71   	 925.73		
-50.05   	-124.51   	106.59   	  96.64		 90.42   	 839.26		
-53.41   	-104.68   	106.98   	 188.20		 93.77   	 523.90		
-49.74   	-97.96   	107.73   	 249.24		 95.87   	 361.14		
-40.59   	-103.45   	108.73   	 274.67		 97.31   	 651.07		
-32.65   	-112.92   	109.83   	 274.67		 99.92   	 935.91		
-31.13   	-119.02   	110.93   	 259.41		103.66   	 707.02		
-38.45   	-118.41   	111.96   	 228.89		106.49   	 523.90		
-51.27   	-111.69   	112.88   	 193.29		108.59   	 462.87		
-61.34   	-102.84   	113.65   	 157.68		110.44   	 422.18		
-63.17   	-93.69   	114.28   	 106.82		112.13   	 523.90		
-55.85   	-83.31   	114.71   	  61.04		114.22   	 498.47		
-45.47   	-73.55   	114.95   	  -5.09		116.22   	 467.95		
-39.37   	-66.22   	114.93   	 -71.21		118.09   	 305.19		
-41.50   	-63.78   	114.65   	-152.59		119.31   	  61.04		
-49.74   	-67.44   	114.04   	-233.98		119.55   	  35.61		
-57.68   	-75.68   	113.10   	-305.19		119.69   	 279.75		
-60.42   	-84.53   	111.88   	-376.40		120.81   	 391.66		
-57.98   	-89.42   	110.38   	-432.35		122.38   	  45.78		
-55.54   	-85.14   	108.65   	-462.87		122.56   	-213.63		
-56.46   	-70.19   	106.80   	-478.13		121.71   	 -40.69		
-61.34   	-49.74   	104.88   	-462.87		121.55   	 106.82		
-65.61   	-33.26   	103.03   	-427.26		121.97   	 147.51		
-63.78   	-28.99   	101.32   	-371.31		122.56   	  45.78		
-54.93   	-37.54   	 99.84   	-295.01		122.75(S)	  -5.09		
-43.03   	-49.44   	 98.66   	-203.46		122.73   	 -91.56		
-32.35   	-52.19   	 97.84   	-122.07		122.36   	-335.71		
-26.55   	-39.67   	 97.35   	 -35.61		121.02   	-320.45		
-24.11   	-17.40   	 97.21   	  40.69		119.74   	-178.03		
-21.06   	  4.27   	 97.37   	  96.64		119.02   	 -35.61		
-15.26   	 17.09   	 97.76   	 132.25		118.88   	-111.90		
 -7.63   	 17.70   	 98.29   	 162.77		118.43   	-310.27		
 -2.75   	  8.54   	 98.94   	 162.77		117.19   	-391.66		
 -1.22   	 -3.36   	 99.59   	 152.59		115.63   	-320.45		
 -1.22   	-10.68   	100.20   	 127.16		114.34   	-167.85		
  1.22   	 -8.24   	100.71   	 106.82		113.67   	 -71.21		
  5.80   	  4.58   	101.14   	  66.12		113.39   	 -40.69		
 10.07   	 22.89   	101.40   	  35.61		113.22   	-127.16		
 10.68   	 39.37   	101.55   	   5.09		112.72   	-254.32		
  7.02   	 47.00   	101.57   	 -30.52		111.70   	-279.75		
  2.75   	 43.95   	101.44   	 -61.04		110.58   	-198.37		
  2.44   	 33.26   	101.20   	 -91.56		109.79   	-116.99		
  7.32   	 18.92   	100.83   	-122.07		109.32   	-111.90		
 13.43   	  6.41   	100.35   	-142.42		108.87   	-178.03		
 16.78   	  0.61   	 99.78   	-167.85		108.16   	-269.58		
 14.04   	  4.88   	 99.10   	-183.11		107.08   	-300.10		
  7.02   	 17.09   	 98.37   	-193.29		105.88   	-249.24		
 -0.31   	 28.99   	 97.60   	-208.54		104.88   	-208.54		
 -5.19   	 32.35   	 96.76   	-213.63		104.05   	-233.98		
 -5.19   	 25.33   	 95.91   	-213.63		103.11   	-289.93		
 -0.92   	 13.73   	 95.06   	-208.54		101.95   	-310.27		
  5.80   	  6.41   	 94.22   	-203.46		100.71   	-300.10		
 12.82   	  7.02   	 93.41   	-193.29		 99.51   	-274.67		
 18.01   	 11.29   	 92.63   	-178.03		 98.41   	-254.32		
 19.23   	 12.21   	 91.92   	-162.77		 97.40   	-274.67		
 15.26   	  7.93   	 91.27   	-147.51		 96.30   	-264.50		
  7.93   	  3.36   	 90.68   	-122.07		 95.24   	-223.80		
  0.00   	  2.44   	 90.19   	-111.90		 94.34   	-203.46		
 -5.19   	  4.58   	 89.75   	 -91.56		 93.53   	-193.29		
 -5.19   	  6.10   	 89.38   	 -76.30		 92.76   	-188.20		
 -2.14   	  4.88   	 89.07   	 -61.04		 92.00   	-233.98		
  0.61   	  2.14   	 88.83   	 -55.95		 91.07   	-305.19		
  0.92   	  1.22   	 88.61   	 -45.78		 89.85   	-254.32		
  0.31   	  2.44   	 88.42   	 -45.78		 88.83   	 -86.47		
  0.92   	  3.05   	 88.24   	 -40.69		 88.48   	 -35.61		
  3.97   	  1.83   	 88.08   	 -45.78		 88.34   	-233.98		
  7.63   	  0.31   	 87.89   	 -45.78		 87.41   	-396.74		
  8.85   	  0.31   	 87.71   	 -50.86		 85.82   	-310.27		
  6.41   	  3.97   	 87.51   	 -55.95		 84.58   	-178.03		
  2.75   	  7.63   	 87.28   	 -61.04		 83.87   	-147.51		
 -0.61   	  6.41   	 87.04   	 -66.12		 83.28   	-183.11		
 -4.58   	 -3.97   	 86.77   	 -71.21		 82.54   	-198.37		
 -9.16   	-22.28   	 86.49   	 -81.38		 81.75   	-203.46		
-13.73   	-40.89   	 86.16   	 -81.38		 80.94   	-203.46		
-15.56   	-51.57   	 85.84   	 -91.56		 80.12   	-188.20		
-11.90   	-49.13   	 85.47   	 -96.64		 79.37   	-178.03		
 -2.44   	-33.26   	 85.09   	 -96.64		 78.66   	-178.03		
  8.54   	 -8.85   	 84.70   	-101.73		 77.94   	-162.77		
 15.87   	 15.26   	 84.29   	-101.73		 77.29   	-116.99		
 18.01   	 32.96   	 83.89   	-106.82		 76.83   	 -96.64		
 15.56   	 39.67   	 83.46   	 -96.64		 76.44   	-111.90		
 10.38   	 33.87   	 83.07   	-101.73		 75.99   	-116.99		
  5.19   	 18.62   	 82.66   	 -91.56		 75.52   	-106.82		
  0.61   	  2.14   	 82.30   	 -91.56		 75.10   	 -91.56		
 -3.36   	 -8.54   	 81.93   	 -86.47		 74.73   	 -86.47		
 -5.80   	-10.99   	 81.59   	 -81.38		 74.38   	 -86.47		
 -6.10   	 -8.85   	 81.26   	 -76.30		 74.04   	 -81.38		
 -3.97   	 -7.02   	 80.96   	 -76.30		 73.71   	 -91.56		
 -0.61   	 -8.24   	 80.65   	 -71.21		 73.35   	 -81.38		
  3.66   	-10.38   	 80.37   	 -66.12		 73.02   	 -76.30		
  7.32   	-10.38   	 80.10   	 -71.21		 72.72   	 -86.47		
  7.63   	 -9.46   	 79.82   	 -66.12		 72.37   	 -86.47		
  4.88   	-11.90   	 79.55   	 -71.21		 72.02   	 -45.78		
  0.31   	-22.89   	 79.27   	 -66.12		 71.84   	 -10.17		
 -4.58   	-40.28   	 79.00   	 -71.21		 71.80   	 -30.52		
 -5.19   	-52.80   	 78.72   	 -71.21		 71.68   	-101.73		
  0.92   	-47.30   	 78.43   	 -71.21		 71.27   	-132.25		
 10.68   	-20.14   	 78.15   	 -76.30		 70.74   	 -81.38		
 17.70   	 16.17   	 77.84   	 -76.30		 70.42   	  -5.09		
 16.78   	 39.98   	 77.54   	 -76.30		 70.40   	  15.26		
  7.93   	 38.15   	 77.23   	 -76.30		 70.46   	 -10.17		
 -3.05   	 15.56   	 76.93   	 -76.30		 70.42   	 -55.95		
 -8.85   	 -8.24   	 76.62   	 -76.30		 70.19   	 -76.30		
 -6.41   	-14.34   	 76.32   	 -76.30		 69.89   	 -45.78		
  0.92   	 -0.31   	 76.01   	 -76.30		 69.70   	 -25.43		
  6.71   	 20.75   	 75.71   	 -71.21		 69.60   	 -50.86		
  7.93   	 33.26   	 75.42   	 -76.30		 69.40   	 -35.61		
  6.41   	 31.74   	 75.12   	 -71.21		 69.26   	   5.09		
  6.10   	 21.06   	 74.83   	 -71.21		 69.28   	  15.26		
  7.63   	 10.38   	 74.55   	 -76.30		 69.34   	 -15.26		
 10.07   	  3.36   	 74.24   	 -71.21		 69.28   	 -50.86		
  9.77   	 -2.14   	 73.96   	 -71.21		 69.07   	 -66.12		
  5.19   	-10.68   	 73.67   	 -66.12		 68.81   	 -55.95		
 -1.53   	-25.02   	 73.41   	 -71.21		 68.59   	 -25.43		
 -7.02   	-43.33   	 73.12   	 -71.21		 68.48   	 -15.26		
 -8.54   	-57.68   	 72.84   	 -71.21		 68.42   	 -25.43		
 -4.88   	-55.54   	 72.55   	  N/A		 68.32   	  N/A		
