  I     	  II     	  LV     	  LV'		  PW     	  PW'		
-552.67   	285.95   	 18.72   	  81.38		 19.23   	 -25.43		
-557.56   	288.70   	 19.04   	 101.73		 19.13   	 -10.17		
-557.56   	285.95   	 19.45   	 122.07		 19.08   	   0.00		
-555.42   	274.35   	 19.94   	 142.42		 19.08   	  10.17		
-550.54   	271.30   	 20.51   	 167.85		 19.13   	  10.17		
-550.84   	277.71   	 21.18   	 178.03		 19.17   	   5.09		
-557.56   	278.63   	 21.89   	 193.29		 19.19   	 -10.17		
-562.13   	278.63   	 22.67   	 203.46		 19.15   	 -25.43		
-568.24   	277.10   	 23.48   	 218.72		 19.04   	 -30.52		
-572.20   	274.66   	 24.35   	 223.80		 18.92   	 -35.61		
-566.10   	277.71   	 25.25   	 239.06		 18.78   	 -25.43		
-562.44   	277.10   	 26.21   	 244.15		 18.68   	 -15.26		
-557.56   	274.35   	 27.18   	 254.32		 18.62   	  15.26		
-554.50   	277.10   	 28.20   	 259.41		 18.68   	  45.78		
-561.22   	272.83   	 29.24   	 259.41		 18.86   	  86.47		
-568.24   	270.39   	 30.27   	 244.15		 19.21   	 127.16		
-568.24   	272.83   	 31.25   	 223.80		 19.72   	 167.85		
-566.71   	269.78   	 32.15   	 193.29		 20.39   	 188.20		
-567.63   	260.62   	 32.92   	 142.42		 21.14   	 188.20		
-561.52   	265.50   	 33.49   	  86.47		 21.89   	 157.68		
-561.52   	267.64   	 33.84   	  20.35		 22.52   	 101.73		
-573.73   	258.79   	 33.92   	 -40.69		 22.93   	  20.35		
-580.75   	251.77   	 33.75   	-101.73		 23.01   	 -55.95		
-562.44   	232.54   	 33.35   	-147.51		 22.79   	-106.82		
-484.92   	211.18   	 32.76   	-178.03		 22.36   	-142.42		
-330.20   	212.10   	 32.04   	-188.20		 21.79   	-142.42		
-162.35   	247.19   	 31.29   	-188.20		 21.22   	-116.99		
-21.36   	324.40   	 30.54   	-167.85		 20.75   	 -66.12		
 58.29   	439.45   	 29.87   	-147.51		 20.49   	   0.00		
 69.27   	588.38   	 29.28   	-122.07		 20.49   	  66.12		
 62.87   	760.80   	 28.79   	 -91.56		 20.75   	 132.25		
 25.02   	956.42   	 28.42   	 -71.21		 21.28   	 178.03		
-43.95   	1160.89   	 28.14   	 -50.86		 21.99   	 198.37		
-203.55   	1291.20   	 27.93   	 -40.69		 22.79   	 198.37		
-529.79   	1242.98   	 27.77   	 -30.52		 23.58   	 167.85		
-926.21   	1034.24   	 27.65   	 -25.43		 24.25   	 127.16		
-1212.16   	711.06   	 27.55   	 -20.35		 24.76   	  91.56		
-1355.90(R)	308.53   	 27.47   	 -15.26		 25.13   	  61.04		
-1304.02   	 14.04   	 27.41(E)	   0.00		 25.37   	  45.78		
-1018.07   	-147.40   	 27.41   	  20.35		 25.55   	  45.78		
-794.07   	-236.82   	 27.49   	  61.04		 25.74   	  45.78		
-733.34   	-191.96   	 27.73   	 101.73		 25.92   	  45.78		
-665.89   	-84.23   	 28.14   	 157.68		 26.10   	  40.69		
-674.74   	-21.97   	 28.77   	 228.89		 26.27   	  45.78		
-722.66   	 31.43   	 29.68   	 325.53		 26.45   	  76.30		
-670.47   	 56.15   	 30.99   	 437.43		 26.75   	 116.99		
-625.61   	 56.15   	 32.74   	 590.03		 27.22   	 152.59		
-611.57   	 72.94   	 35.10   	 747.71		 27.83   	 137.33		
-606.99   	 96.74   	 38.09   	 905.39		 28.38   	  35.61		
-597.23   	 99.79   	 41.71   	1032.55		 28.52(A)	-137.33		
-612.49   	 92.47   	 45.84   	1113.93		 27.98   	-330.62		
-620.42   	 90.03   	 50.29   	1144.45		 26.65   	-473.04		
-619.51   	 93.69   	 54.87   	1124.11		 24.76   	-518.82		
-607.61   	101.01   	 59.37   	1063.07		 22.69   	-452.69		
-599.67   	104.68   	 63.62   	 976.60		 20.87   	-300.10		
-602.11   	101.32   	 67.53   	 885.04		 19.67   	-101.73		
-609.13   	 98.27   	 71.07   	 778.23		 19.27   	  91.56		
-613.71   	 96.13   	 74.18   	 666.32		 19.63   	 239.06		
-614.62   	 99.18   	 76.85   	 549.34		 20.59   	 310.27		
-611.57   	 95.52   	 79.04   	 427.26		 21.83   	 325.53		
-605.47   	 89.72   	 80.75   	 320.45		 23.13   	 274.67		
-595.70   	 85.75   	 82.03   	 249.24		 24.23   	 203.46		
-592.35   	 84.84   	 83.03   	 223.80		 25.05   	 106.82		
-596.92   	 76.60   	 83.93   	 244.15		 25.47   	  10.17		
-596.62   	 73.85   	 84.90   	 305.19		 25.51   	 -81.38		
-598.75   	 70.19   	 86.12   	 396.74		 25.19   	-157.68		
-599.98   	 61.34   	 87.71   	 498.47		 24.56   	-193.29		
-589.29   	 67.14   	 89.70   	 574.77		 23.78   	-193.29		
-584.41   	 65.92   	 92.00   	 615.46		 23.01   	-167.85		
-585.33   	 54.93   	 94.47   	 625.63		 22.34   	-127.16		
-581.05   	 51.88   	 96.97   	 584.94		 21.83   	 -76.30		
-583.50   	 44.25   	 99.31   	 513.73		 21.53   	 -25.43		
-581.67   	 32.65   	101.36   	 401.83		 21.42   	   0.00		
-571.59   	 34.79   	102.97   	 244.15		 21.42   	  10.17		
-569.76   	 30.21   	103.95   	  61.04		 21.46   	 -15.26		
-566.71   	 21.06   	104.19   	-101.73		 21.40   	 -66.12		
-569.46   	 11.29   	103.78   	-208.54		 21.14   	-132.25		
-573.43   	  2.44   	102.95   	-249.24		 20.61   	-213.63		
-575.87   	 -4.58   	101.95   	-203.46		 19.76   	-269.58		
-570.68   	-10.68   	101.14   	-101.73		 18.68   	-279.75		
-567.02   	-14.65   	100.73   	  30.52		 17.56   	-239.06		
-560.30   	-22.89   	100.85   	 162.77		 16.60   	-147.51		
-563.35   	-35.40   	101.51   	 274.67		 16.01   	 -45.78		
-563.96   	-43.33   	102.60   	 335.71		 15.83   	  50.86		
-562.74   	-57.68   	103.95   	 371.31		 16.03   	 101.73		
-565.80   	-68.05   	105.43   	 376.40		 16.44   	 111.90		
-558.17   	-77.51   	106.94   	 376.40		 16.89   	  81.38		
-554.20   	-88.50   	108.44   	 376.40		 17.21   	  20.35		
-557.86   	-98.27   	109.95   	 396.74		 17.29   	 -45.78		
-556.34   	-108.64   	111.54   	 422.18		 17.11   	-106.82		
-565.49   	-121.46   	113.22   	 442.52		 16.68   	-137.33		
-572.81   	-133.97   	114.99   	 447.61		 16.13   	-147.51		
-574.34   	-151.67   	116.78   	 417.09		 15.54   	-137.33		
-575.56   	-170.59   	118.45   	 361.14		 14.99   	-116.99		
-574.95   	-183.41   	119.90   	 279.75		 14.53   	 -86.47		
-578.61   	-202.94   	121.02   	 188.20		 14.18   	 -66.12		
-581.05   	-217.29   	121.77   	  96.64		 13.92   	 -55.95		
-580.75   	-226.14   	122.16   	  15.26		 13.69   	 -40.69		
-590.21   	-243.53   	122.22   	 -45.78		 13.53   	 -30.52		
-584.72   	-250.55   	122.03   	 -86.47		 13.41   	 -10.17		
-599.06   	-261.84   	121.69   	 -91.56		 13.37   	   0.00		
-605.77   	-266.11   	121.32   	 -81.38		 13.37   	  20.35		
-610.05   	-278.63   	121.00   	 -66.12		 13.45   	  15.26		
-613.10   	-286.87   	120.73   	 -61.04		 13.51   	   0.00		
-600.59   	-288.09   	120.49   	 -91.56		 13.51   	 -10.17		
-599.67   	-293.27   	120.12   	-137.33		 13.47   	 -25.43		
-595.09   	-290.22   	119.57   	-213.63		 13.37   	 -20.35		
-589.90   	-283.81   	118.72   	-300.10		 13.29   	 -10.17		
-591.74   	-278.32   	117.52   	-412.00		 13.25   	   5.09		
-586.55   	-264.28   	115.87   	-534.08		 13.27   	  15.26		
-577.09   	-251.46   	113.73   	-651.07		 13.33   	  35.61		
-564.88   	-227.36   	111.13   	-773.14		 13.47   	  50.86		
-554.81   	-204.16   	108.04   	-864.70		 13.67   	  45.78		
-540.77   	-181.27   	104.58   	-935.91		 13.86   	  25.43		
-529.17   	-152.59   	100.83   	-966.43		 13.96   	   0.00		
-520.63   	-119.02   	 96.97   	-966.43		 13.96   	 -15.26		
-505.68   	-82.70   	 93.10   	-940.99		 13.90   	 -10.17		
-496.83   	-51.57   	 89.34   	-890.13		 13.86   	  20.35		
-490.42   	-15.26   	 85.78   	-829.09		 13.94   	  50.86		
-488.28   	  9.77   	 82.46   	-762.97		 14.14   	  71.21		
-485.23   	 31.74   	 79.41   	-691.76		 14.43   	  76.30		
-480.35   	 59.20   	 76.64   	-651.07		 14.73   	  55.95		
-467.22   	 82.09   	 74.04   	-620.55		 14.95   	  20.35		
-455.02   	107.42   	 71.56   	-615.46		 15.04   	 -20.35		
-450.74   	123.60   	 69.09   	-615.46		 14.95   	 -61.04		
-441.89   	140.38   	 66.63   	-610.37		 14.71   	 -96.64		
-449.22   	150.76   	 64.19   	-584.94		 14.32   	-111.90		
-447.39   	163.88   	 61.85   	-579.86		 13.88   	-106.82		
-448.61   	174.56   	 59.53   	-590.03		 13.45   	 -76.30		
-450.13   	183.11   	 57.17   	-630.72		 13.14   	 -40.69		
-444.03   	192.87   	 54.65   	-676.50		 12.98   	   0.00		
-450.13   	195.92   	 51.94   	-727.36		 12.98   	  40.69		
-437.93   	200.81   	 49.03   	-768.05		 13.14   	  66.12		
-436.10   	204.47   	 45.96   	-818.92		 13.41   	  91.56		
-438.23   	198.06   	 42.69   	-879.96		 13.77   	 116.99		
-429.08   	201.42   	 39.17   	-946.08		 14.24   	 152.59		
-439.15   	197.14   	 35.38   	-1007.12		 14.85   	 203.46		
-440.67   	194.09   	 31.35   	-1032.55		 15.67   	 239.06		
-434.57   	203.25   	 27.22   	-1012.20		 16.62   	 244.15		
-442.20   	197.75   	 23.17   	-946.08		 17.60   	 203.46		
-435.18   	196.84   	 19.39   	-829.09		 18.41   	 106.82		
-428.77   	197.45   	 16.07   	-661.24		 18.84(V)	   5.09		
-429.38   	190.12   	 13.43   	-478.13		 18.86   	 -86.47		
-423.89   	193.18   	 11.52   	  N/A		 18.51   	  N/A		
