  I     	  II     	  AO     	  AO'		  CH2     	  CH2'		
 -3.05   	 39.06   	111.96   	 -61.04		  0.18   	   0.00		
 -3.36   	 33.26   	111.72   	 -61.04		  0.18   	   0.00		
 -2.75   	 27.77   	111.47   	 -66.12		  0.18   	   0.00		
 -2.14   	 24.72   	111.21   	 -71.21		  0.18   	   0.00		
 -2.75   	 23.80   	110.93   	 -76.30		  0.18   	   0.00		
 -3.97   	 23.80   	110.62   	 -81.38		  0.18   	   0.00		
 -4.88   	 22.89   	110.29   	 -86.47		  0.18   	   0.00		
 -4.88   	 20.75   	109.95   	 -86.47		  0.18   	   0.00		
 -4.88   	 17.40   	109.60   	 -96.64		  0.18   	   0.00		
 -5.49   	 14.65   	109.22   	-101.73		  0.18   	   0.00		
 -6.41   	 13.43   	108.81   	-106.82		  0.18   	   0.00		
 -7.02   	 14.34   	108.38   	-111.90		  0.18   	   0.00		
 -6.71   	 16.48   	107.93   	-122.07		  0.18   	   0.00		
 -5.49   	 18.92   	107.45   	-127.16		  0.18   	   0.00		
 -3.97   	 21.06   	106.94   	-137.33		  0.18   	   5.09		
 -2.44   	 22.58   	106.39   	-142.42		  0.20   	   0.00		
 -0.92   	 24.41   	105.82   	-157.68		  0.20   	   0.00		
  0.00   	 26.25   	105.19   	-162.77		  0.20   	   0.00		
  0.92   	 28.69   	104.54   	-178.03		  0.20   	   0.00		
  0.92   	 30.82   	103.82   	-183.11		  0.20   	   0.00		
  0.61   	 32.65   	103.09   	-193.29		  0.20   	   0.00		
  0.00   	 34.48   	102.32   	-208.54		  0.20   	   0.00		
  0.00   	 36.62   	101.48   	-213.63		  0.20   	   0.00		
  0.92   	 39.98   	100.63   	-218.72		  0.20   	   0.00		
  2.14   	 43.64   	 99.76   	-228.89		  0.20   	   0.00		
  3.66   	 45.78   	 98.84   	-233.98		  0.20   	   0.00		
  4.58   	 45.47   	 97.90   	-228.89		  0.20   	   0.00		
  5.19   	 43.03   	 96.99   	-233.98		  0.20   	   0.00		
  5.49   	 39.98   	 96.05   	-228.89		  0.20   	   0.00		
  5.49   	 39.37   	 95.14   	-223.80		  0.20   	   0.00		
  6.10   	 42.72   	 94.24   	-223.80		  0.20   	   0.00		
  7.93   	 49.44   	 93.35   	-213.63		  0.20   	  -5.09		
 10.68   	 56.15   	 92.49   	-208.54		  0.18   	   0.00		
 14.34   	 60.12   	 91.66   	-203.46		  0.18   	   0.00		
 18.01   	 61.04   	 90.84   	-198.37		  0.18   	   0.00		
 19.53   	 59.20   	 90.05   	-188.20		  0.18   	   0.00		
 18.62   	 55.54   	 89.30   	-183.11		  0.18   	   0.00		
 16.17   	 51.57   	 88.57   	-178.03		  0.18   	   0.00		
 13.12   	 47.30   	 87.85   	-167.85		  0.18   	   0.00		
 11.29   	 42.72   	 87.18   	-162.77		  0.18   	   0.00		
 10.99   	 37.23   	 86.53   	-157.68		  0.18   	   0.00		
 11.29   	 30.82   	 85.90   	-152.59		  0.18   	   0.00		
 11.29   	 23.50   	 85.29   	-147.51		  0.18   	   0.00		
 10.38   	 17.40   	 84.70   	-137.33		  0.18   	  -5.09		
  8.85   	 13.73   	 84.15   	-132.25		  0.16   	   0.00		
  6.71   	 12.51   	 83.62   	-127.16		  0.16   	   0.00		
  4.58   	 10.99   	 83.11   	-116.99		  0.16   	   0.00		
  2.75   	  7.32   	 82.64   	-116.99		  0.16   	   0.00		
  0.61   	  0.61   	 82.18   	-106.82		  0.16   	   5.09		
 -1.83   	 -6.71   	 81.75   	 -96.64		  0.18   	   0.00		
 -4.58   	-12.21   	 81.36   	 -96.64		  0.18   	   0.00		
 -6.10   	-13.73   	 80.98   	 -86.47		  0.18   	   0.00		
 -5.80   	-12.21   	 80.63   	 -86.47		  0.18   	   0.00		
 -3.36   	 -8.24   	 80.28   	 -76.30		  0.18   	   0.00		
  0.00   	 -2.44   	 79.98   	 -71.21		  0.18   	   0.00		
  3.05   	  3.97   	 79.69   	 -71.21		  0.18   	   0.00		
  4.27   	  9.46   	 79.41   	 -61.04		  0.18   	   0.00		
  3.36   	 11.60   	 79.17   	 -55.95		  0.18   	   0.00		
  0.92   	 10.38   	 78.94   	 -55.95		  0.18   	   0.00		
 -1.53   	  7.32   	 78.72   	 -50.86		  0.18   	   0.00		
 -3.05   	  5.49   	 78.51   	 -45.78		  0.18   	   0.00		
 -3.97   	  7.63   	 78.33   	 -45.78		  0.18   	   0.00		
 -3.97   	 12.82   	 78.15   	 -40.69		  0.18   	   5.09		
 -3.97   	 18.92   	 77.99   	 -35.61		  0.20   	   0.00		
 -4.27   	 23.19   	 77.84   	 -35.61		  0.20   	   0.00		
 -4.27   	 24.41   	 77.70   	 -35.61		  0.20   	   0.00		
 -4.27   	 23.50   	 77.56   	 -25.43		  0.20   	   0.00		
 -4.27   	 21.67   	 77.46   	 -30.52		  0.20   	  -5.09		
 -4.27   	 20.14   	 77.33   	 -25.43		  0.18   	   0.00		
 -4.27   	 18.92   	 77.23   	 -25.43		  0.18   	   0.00		
 -4.27   	 18.62   	 77.13   	 -25.43		  0.18   	   0.00		
 -3.36   	 20.14   	 77.03   	 -20.35		  0.18   	   0.00		
 -1.53   	 24.41   	 76.95   	 -20.35		  0.18   	   0.00		
  1.22   	 32.35   	 76.87   	 -20.35		  0.18   	   0.00		
  4.27   	 42.42   	 76.79   	 -20.35		  0.18   	   0.00		
  6.71   	 50.35   	 76.70   	 -20.35		  0.18   	   0.00		
  7.63   	 53.10   	 76.62   	 -20.35		  0.18   	  -5.09		
  6.71   	 50.35   	 76.54   	 -20.35		  0.16   	   0.00		
  5.19   	 44.56   	 76.46   	 -20.35		  0.16   	   0.00		
  3.36   	 39.98   	 76.38   	 -20.35		  0.16   	   0.00		
  2.14   	 38.15   	 76.30   	 -25.43		  0.16   	   0.00		
  1.83   	 38.45   	 76.20   	 -20.35		  0.16   	   0.00		
  1.53   	 37.23   	 76.11   	 -25.43		  0.16   	   0.00		
  0.92   	 32.65   	 76.01   	 -30.52		  0.16   	  -5.09		
  0.61   	 25.33   	 75.89   	 -25.43		  0.14   	   5.09		
  1.22   	 17.40   	 75.79   	 -30.52		  0.16   	   0.00		
  2.44   	 10.99   	 75.67   	 -30.52		  0.16   	   0.00		
  3.66   	  7.63   	 75.54   	 -35.61		  0.16   	   0.00		
  3.97   	  5.80   	 75.40   	 -35.61		  0.16   	   0.00		
  2.75   	  3.66   	 75.26   	 -35.61		  0.16   	   0.00		
  0.31   	  0.00   	 75.12   	 -35.61		  0.16   	   5.09		
 -1.83   	 -5.49   	 74.97   	 -40.69		  0.18   	   0.00		
 -3.05   	-10.99   	 74.81   	 -40.69		  0.18   	   0.00		
 -3.05   	-14.95   	 74.65   	 -45.78		  0.18   	   5.09		
 -1.83   	-14.95   	 74.47   	 -40.69		  0.20   	   0.00		
  0.61   	-11.29   	 74.30   	 -45.78		  0.20   	   0.00		
  3.36   	 -5.19   	 74.12   	 -40.69		  0.20   	   5.09		
  6.41   	  0.31   	 73.96   	 -45.78		  0.22   	   0.00		
  8.54   	  3.66   	 73.77   	 -45.78		  0.22   	   0.00		
  9.46   	  3.97   	 73.59   	 -45.78		  0.22   	   5.09		
  8.85   	  3.97   	 73.41   	 -45.78		  0.24   	   0.00		
  7.32   	  5.19   	 73.22   	 -45.78		  0.24   	   0.00		
  6.10   	  7.63   	 73.04   	 -45.78		  0.24   	   0.00		
  5.80   	  9.16   	 72.86   	 -50.86		  0.24   	   0.00		
  6.71   	  8.24   	 72.65   	 -45.78		  0.24   	   0.00		
  8.24   	  5.80   	 72.47   	 -45.78		  0.24   	   0.00		
  8.85   	  3.66   	 72.29   	 -45.78		  0.24   	   0.00		
  7.93   	  3.66   	 72.11   	 -45.78		  0.24   	  -5.09		
  5.49   	  6.10   	 71.92   	 -50.86		  0.22   	   0.00		
  3.05   	  9.46   	 71.72   	 -45.78		  0.22   	   0.00		
  0.92   	 12.82   	 71.54   	 -45.78		  0.22   	   0.00		
  0.31   	 15.87   	 71.35   	 -45.78		  0.22   	  -5.09		
  0.61   	 18.31   	 71.17   	 -40.69		  0.20   	   0.00		
  1.22   	 18.92   	 71.01   	 -45.78		  0.20   	   0.00		
  1.22   	 17.70   	 70.82   	 -45.78		  0.20   	  -5.09		
  0.61   	 15.56   	 70.64   	 -40.69		  0.18   	   0.00		
 -0.31   	 14.04   	 70.48   	 -45.78		  0.18   	   0.00		
 -0.92   	 15.26   	 70.29   	 -40.69		  0.18   	  -5.09		
 -0.31   	 19.23   	 70.13   	 -40.69		  0.16   	   0.00		
  1.53   	 25.02   	 69.97   	 -40.69		  0.16   	   0.00		
  4.27   	 30.21   	 69.81   	 -40.69		  0.16   	   0.00		
  6.71   	 32.65   	 69.64   	 -40.69		  0.16   	  -5.09		
  7.93   	 32.35   	 69.48   	 -40.69		  0.14   	   0.00		
  8.24   	 29.91   	 69.32   	 -35.61		  0.14   	   0.00		
  7.63   	 26.86   	 69.18   	 -35.61		  0.14   	   0.00		
  6.71   	 24.41   	 69.03   	 -35.61		  0.14   	   0.00		
  5.49   	 21.36   	 68.89   	 -35.61		  0.14   	   0.00		
  3.66   	 15.87   	 68.75   	 -35.61		  0.14   	   0.00		
  1.83   	  7.63   	 68.61   	 -35.61		  0.14   	   0.00		
  0.61   	 -1.22   	 68.46   	 -30.52		  0.14   	   0.00		
  0.31   	 -8.54   	 68.34   	 -35.61		  0.14   	   5.09		
  0.31   	-13.73   	 68.20   	 -30.52		  0.16   	   0.00		
  0.00   	-17.40   	 68.08   	 -35.61		  0.16   	   0.00		
 -0.61   	-21.97   	 67.93   	 -30.52		  0.16   	   0.00		
 -1.53   	-26.55   	 67.81   	 -30.52		  0.16   	   5.09		
 -1.53   	-28.69   	 67.69   	 -35.61		  0.18   	   0.00		
 -1.22   	-25.94   	 67.55   	 -30.52		  0.18   	   0.00		
 -0.31   	-18.01   	 67.43   	 -35.61		  0.18   	   5.09		
  0.61   	 -7.63   	 67.28   	 -30.52		  0.20   	   0.00		
  1.83   	  1.83   	 67.16   	 -30.52		  0.20   	   0.00		
  3.36   	  7.63   	 67.04   	 -35.61		  0.20   	   0.00		
  5.19   	 10.38   	 66.90   	 -30.52		  0.20   	   5.09		
  6.10   	 11.29   	 66.77   	 -35.61		  0.22   	   0.00		
  6.71   	 12.21   	 66.63   	 -30.52		  0.22   	   0.00		
  6.71   	 13.12   	 66.51   	 -35.61		  0.22   	   0.00		
  6.41   	 13.43   	 66.37   	 -30.52		  0.22   	   0.00		
  5.80   	 13.12   	 66.25   	 -35.61		  0.22   	   0.00		
  5.49   	 13.12   	 66.10   	 -30.52		  0.22   	  -5.09		
  6.10   	 14.95   	 65.98   	 -35.61		  0.20   	   0.00		
  7.32   	 19.23   	 65.84   	 -35.61		  0.20   	   0.00		
  8.54   	 24.11   	 65.70   	 -30.52		  0.20   	   0.00		
  8.54   	 27.16   	 65.57   	 -30.52		  0.20   	   0.00		
  7.32   	 26.86   	 65.45   	 -35.61		  0.20   	   0.00		
  4.58   	 24.11   	 65.31   	 -30.52		  0.20   	  -5.09		
  1.83   	 21.67   	 65.19   	 -30.52		  0.18   	   0.00		
 -0.61   	 21.67   	 65.07   	 -30.52		  0.18   	   0.00		
 -2.14   	 24.11   	 64.94   	 -35.61		  0.18   	   0.00		
 -3.36   	 27.16   	 64.80   	 -30.52		  0.18   	   0.00		
 -3.97   	 28.69   	 64.68   	 -30.52		  0.18   	   0.00		
 -5.19   	 26.86   	 64.56   	 -30.52		  0.18   	   0.00		
 -6.71   	 23.19   	 64.44   	 -30.52		  0.18   	   0.00		
 -8.85   	 18.31   	 64.31   	 -30.52		  0.18   	  -5.09		
-10.68   	 10.07   	 64.19   	 -30.52		  0.16   	   0.00		
-10.07   	 -4.88   	 64.07   	 -25.43		  0.16   	   5.09		
 -3.66   	-24.72   	 63.97   	 -30.52		  0.18   	   0.00		
 11.29   	-34.18   	 63.85   	 -30.52		  0.18   	   0.00		
 35.40   	 -0.61   	 63.72   	 -30.52		  0.18   	   0.00		
 66.83   	111.69   	 63.60   	 -25.43		  0.18   	   0.00		
100.71   	322.27   	 63.50   	 -30.52		  0.18   	   0.00		
132.14   	614.32   	 63.38   	 -25.43		  0.18   	   0.00		
156.56   	926.82   	 63.28   	 -55.95		  0.18   	   0.00		
159.61   	1281.43(R)	 63.05   	 -25.43		  0.18   	   0.00		
124.82   	1222.53   	 62.95   	 -30.52		  0.18   	   0.00		
 70.19   	1022.64   	 62.83   	 -25.43		  0.18   	   5.09		
 11.60   	749.82   	 62.73   	 -25.43		  0.20   	  -5.09		
-29.91   	478.82   	 62.62   	 -25.43		  0.18   	   0.00		
-41.50   	259.70   	 62.52   	 -30.52		  0.18   	   0.00		
-27.77   	108.95   	 62.40   	 -25.43		  0.18   	   0.00		
 -6.41   	 18.31   	 62.30   	 -25.43		  0.18   	   0.00		
  6.10   	-30.82   	 62.20   	 -25.43		  0.18   	   0.00		
  5.49   	-54.02   	 62.10   	 -25.43		  0.18   	   0.00		
 -2.14   	-62.87   	 61.99   	 -25.43		  0.18   	   0.00		
 -7.02   	-64.39   	 61.89   	 -25.43		  0.18   	   0.00		
 -6.41   	-64.09   	 61.79   	 -25.43		  0.18   	   0.00		
 -2.14   	-65.00   	 61.69   	 -25.43		  0.18   	   0.00		
  0.92   	-68.97   	 61.59   	 -25.43		  0.18   	  -5.09		
  1.22   	-74.16   	 61.49   	 -20.35		  0.16   	   0.00		
 -0.31   	-78.74   	 61.40   	 -25.43		  0.16   	   0.00		
 -2.14   	-81.48   	 61.30   	 -25.43		  0.16   	   0.00		
 -3.36   	-82.09   	 61.20   	 -20.35		  0.16   	   0.00		
 -4.58   	-80.87   	 61.12   	 -20.35		  0.16   	   0.00		
 -5.80   	-79.96   	 61.04   	 -25.43		  0.16   	   0.00		
 -7.02   	-80.87   	 60.94   	 -20.35		  0.16   	   0.00		
 -8.54   	-82.09   	 60.85   	 -15.26		  0.16   	   0.00		
 -9.77   	-81.18   	 60.79   	 -20.35		  0.16   	   5.09		
-11.60   	-77.82   	 60.71   	 -20.35		  0.18   	   0.00		
-13.73   	-73.24   	 60.63   	  N/A		  0.18   	  N/A		
