  I     	  II     	  CH1     	  CH1'		  PW     	  PW'		
-26.86   	-137.94   	 -0.04   	   0.00		 11.33   	  30.52		
-28.08   	-138.55   	 -0.04   	   0.00		 11.45   	  25.43		
-29.91   	-138.24   	 -0.04   	   0.00		 11.56   	  25.43		
-30.82   	-136.41   	 -0.04   	   0.00		 11.66   	  20.35		
-30.21   	-132.75   	 -0.04   	   5.09		 11.74   	  15.26		
-28.69   	-128.78   	 -0.02   	   0.00		 11.80   	   0.00		
-26.86   	-124.82   	 -0.02   	   0.00		 11.80   	 -15.26		
-25.63   	-121.77   	 -0.02   	   0.00		 11.74   	 -30.52		
-25.02   	-119.02   	 -0.02   	   0.00		 11.62   	 -40.69		
-25.33   	-117.19   	 -0.02   	   0.00		 11.45   	 -55.95		
-26.25   	-115.97   	 -0.02   	   0.00		 11.23   	 -61.04		
-27.16   	-114.75   	 -0.02   	   0.00		 10.99   	 -61.04		
-27.47   	-113.22   	 -0.02   	   0.00		 10.74   	 -55.95		
-26.25   	-111.39   	 -0.02   	   0.00		 10.52   	 -40.69		
-24.41   	-108.64   	 -0.02   	   0.00		 10.36   	 -30.52		
-21.97   	-106.20   	 -0.02   	   0.00		 10.23   	  -5.09		
-20.14   	-104.68   	 -0.02   	   0.00		 10.21   	  10.17		
-19.84   	-104.68   	 -0.02   	   0.00		 10.25   	  45.78		
-20.75   	-105.90   	 -0.02   	   0.00		 10.44   	  66.12		
-22.28   	-108.03   	 -0.02   	   0.00		 10.70   	  96.64		
-24.41   	-110.17   	 -0.02   	   0.00		 11.09   	 116.99		
-25.94   	-110.78   	 -0.02   	   0.00		 11.56   	 137.33		
-26.55   	-110.47   	 -0.02   	   0.00		 12.11   	 137.33		
-25.33   	-109.56   	 -0.02   	   0.00		 12.66   	 137.33		
-22.89   	-108.64   	 -0.02   	   0.00		 13.20   	 122.07		
-20.14   	-109.56   	 -0.02   	   0.00		 13.69   	  96.64		
-18.62   	-111.39   	 -0.02   	   0.00		 14.08   	  71.21		
-18.31   	-114.14   	 -0.02   	   0.00		 14.36   	  35.61		
-19.53   	-116.58   	 -0.02   	   0.00		 14.51   	   5.09		
-20.75   	-118.71   	 -0.02   	   0.00		 14.53(V)	 -25.43		
-21.36   	-120.24   	 -0.02   	   0.00		 14.43   	 -45.78		
-21.06   	-121.46   	 -0.02   	   0.00		 14.24   	 -55.95		
-20.14   	-122.38   	 -0.02   	   0.00		 14.02   	 -66.12		
-19.84   	-123.60   	 -0.02   	   0.00		 13.75   	 -61.04		
-19.84   	-124.51   	 -0.02   	   0.00		 13.51   	 -55.95		
-20.45   	-125.12   	 -0.02   	   0.00		 13.29   	 -45.78		
-21.36   	-125.73   	 -0.02   	   0.00		 13.10   	 -40.69		
-21.97   	-126.95   	 -0.02   	   0.00		 12.94   	 -35.61		
-22.89   	-129.09   	 -0.02   	   0.00		 12.80   	 -30.52		
-23.50   	-131.53   	 -0.02   	   0.00		 12.68   	 -30.52		
-24.11   	-133.97   	 -0.02   	   0.00		 12.55   	 -30.52		
-24.41   	-135.80   	 -0.02   	   0.00		 12.43   	 -25.43		
-24.11   	-136.11   	 -0.02   	   0.00		 12.33   	 -25.43		
-23.50   	-136.11   	 -0.02   	   0.00		 12.23   	 -20.35		
-22.58   	-135.50   	 -0.02   	   0.00		 12.15   	 -15.26		
-21.67   	-135.50   	 -0.02   	   0.00		 12.09   	 -10.17		
-21.67   	-136.11   	 -0.02   	   0.00		 12.04   	   0.00		
-22.28   	-137.33   	 -0.02   	   0.00		 12.04   	   5.09		
-22.89   	-139.16   	 -0.02   	   0.00		 12.07   	  10.17		
-23.50   	-140.38   	 -0.02   	   0.00		 12.11   	  15.26		
-23.19   	-141.30   	 -0.02   	   0.00		 12.17   	  10.17		
-22.28   	-141.30   	 -0.02   	   0.00		 12.21   	  15.26		
-21.97   	-140.99   	 -0.02   	   0.00		 12.27   	  10.17		
-21.97   	-140.99   	 -0.02   	   0.00		 12.31   	   5.09		
-22.28   	-140.69   	 -0.02   	   0.00		 12.33   	   5.09		
-21.97   	-140.08   	 -0.02   	   0.00		 12.35   	   0.00		
-21.36   	-140.38   	 -0.02   	   0.00		 12.35   	  -5.09		
-21.06   	-140.99   	 -0.02   	   0.00		 12.33   	 -10.17		
-21.36   	-142.52   	 -0.02   	   0.00		 12.29   	 -10.17		
-22.58   	-144.35   	 -0.02   	   0.00		 12.25   	 -10.17		
-23.80   	-144.96   	 -0.02   	   0.00		 12.21   	 -10.17		
-24.41   	-144.65   	 -0.02   	   0.00		 12.17   	 -10.17		
-24.11   	-143.13   	 -0.02   	   0.00		 12.13   	 -15.26		
-23.19   	-142.21   	 -0.02   	   0.00		 12.07   	 -10.17		
-22.58   	-142.52   	 -0.02   	   0.00		 12.02   	 -10.17		
-22.58   	-143.13   	 -0.02   	   0.00		 11.98   	 -10.17		
-21.97   	-143.74   	 -0.02   	   0.00		 11.94   	 -10.17		
-20.75   	-142.82   	 -0.02   	   0.00		 11.90   	 -10.17		
-19.23   	-140.99   	 -0.02   	   0.00		 11.86   	 -10.17		
-18.31   	-139.47   	 -0.02   	   0.00		 11.82   	 -10.17		
-18.92   	-138.85   	 -0.02   	   0.00		 11.78   	 -10.17		
-20.75   	-139.47   	 -0.02   	   0.00		 11.74   	 -10.17		
-21.97   	-140.08   	 -0.02   	   0.00		 11.70   	  -5.09		
-22.28   	-139.77   	 -0.02   	   0.00		 11.68   	  -5.09		
-21.36   	-138.55   	 -0.02   	   0.00		 11.66   	  -5.09		
-20.45   	-137.02   	 -0.02   	   0.00		 11.64   	  -5.09		
-20.14   	-136.41   	 -0.02   	   0.00		 11.62   	  -5.09		
-20.14   	-136.41   	 -0.02   	   0.00		 11.60   	   0.00		
-20.14   	-136.41   	 -0.02   	   0.00		 11.60   	  -5.09		
-19.53   	-135.80   	 -0.02   	   0.00		 11.58   	   0.00		
-19.23   	-134.89   	 -0.02   	   0.00		 11.58   	  -5.09		
-18.92   	-133.67   	 -0.02   	   0.00		 11.56   	  -5.09		
-19.23   	-132.75   	 -0.02   	   0.00		 11.54   	  -5.09		
-19.84   	-132.45   	 -0.02   	   0.00		 11.52   	 -10.17		
-19.53   	-132.14   	 -0.02   	   0.00		 11.48   	  -5.09		
-18.62   	-132.45   	 -0.02   	   0.00		 11.45   	  -5.09		
-16.48   	-132.75   	 -0.02   	   0.00		 11.43   	 -10.17		
-13.73   	-131.23   	 -0.02   	   0.00		 11.39   	  -5.09		
-10.07   	-126.04   	 -0.02   	   0.00		 11.37   	  -5.09		
 -5.80   	-116.27   	 -0.02   	   0.00		 11.35   	  -5.09		
 -0.92   	-103.76   	 -0.02   	   0.00		 11.33   	   0.00		
  3.97   	-91.55   	 -0.02   	   0.00		 11.33   	  -5.09		
  7.93   	-81.79   	 -0.02   	   0.00		 11.31   	  -5.09		
 10.68   	-75.07   	 -0.02   	   0.00		 11.29   	 -10.17		
 13.12   	-68.97   	 -0.02   	   0.00		 11.25   	  -5.09		
 17.09   	-60.12   	 -0.02   	   0.00		 11.23   	 -10.17		
 23.19   	-48.83   	 -0.02   	   0.00		 11.19   	 -10.17		
 31.13   	-39.67   	 -0.02   	   0.00		 11.15   	 -10.17		
 38.76   	-37.84   	 -0.02   	   0.00		 11.11   	 -10.17		
 43.64   	-47.00   	 -0.02   	   0.00		 11.07   	 -10.17		
 44.86   	-64.70   	 -0.02   	   0.00		 11.03   	 -15.26		
 43.33   	-85.45   	 -0.02   	   0.00		 10.97   	 -10.17		
 39.06   	-102.84   	 -0.02   	   0.00		 10.93   	 -10.17		
 33.87   	-113.83   	 -0.02   	   0.00		 10.89   	 -10.17		
 28.99   	-119.32   	 -0.02   	   0.00		 10.84   	 -10.17		
 24.72   	-121.15   	 -0.02   	   0.00		 10.80   	 -10.17		
 22.58   	-119.93   	 -0.02   	   0.00		 10.76   	 -15.26		
 22.28   	-116.27   	 -0.02   	   0.00		 10.70   	 -10.17		
 22.28   	-111.39   	 -0.02   	   0.00		 10.66   	 -15.26		
 21.36   	-106.81   	 -0.02   	   0.00		 10.60   	 -15.26		
 17.09   	-102.84   	 -0.02   	   0.00		 10.54   	 -25.43		
  9.77   	-100.40   	 -0.02   	   0.00		 10.44   	 -20.35		
 -0.31   	-99.18   	 -0.02   	   0.00		 10.36   	 -30.52		
-10.99   	-101.01   	 -0.02   	   0.00		 10.23   	 -30.52		
-19.84   	-107.42   	 -0.02   	   0.00		 10.11   	 -30.52		
-25.63   	-118.41   	 -0.02   	   0.00		  9.99   	 -35.61		
-27.77   	-130.31   	 -0.02   	   0.00		  9.85   	 -35.61		
-26.86   	-139.47   	 -0.02   	   0.00		  9.70   	 -25.43		
-24.72   	-142.82   	 -0.02   	   0.00		  9.60   	 -20.35		
-22.89   	-140.69   	 -0.02   	   0.00		  9.52   	  -5.09		
-22.58   	-136.41   	 -0.02   	   0.00		  9.50   	   0.00		
-23.50   	-133.36   	 -0.02   	   0.00		  9.50   	  20.35		
-25.02   	-132.45   	 -0.02   	   0.00		  9.58   	  40.69		
-25.94   	-131.84   	 -0.02   	   0.00		  9.75   	  50.86		
-25.33   	-130.31   	 -0.02   	   0.00		  9.95   	  66.12		
-23.80   	-127.26   	 -0.02   	   0.00		 10.21   	  76.30		
-22.89   	-123.90   	 -0.02   	  -5.09		 10.52   	  91.56		
-22.89   	-121.15   	 -0.04   	   0.00		 10.89   	  91.56		
-24.11   	-119.63   	 -0.04   	   0.00		 11.25   	  96.64		
-25.33   	-118.10   	 -0.04   	   0.00		 11.64   	  91.56		
-26.55   	-114.75   	 -0.04   	   0.00		 12.00   	  86.47		
-27.16   	-109.25   	 -0.04   	   0.00		 12.35   	  61.04		
-28.08   	-104.37   	 -0.04   	   0.00		 12.59   	  45.78		
-29.91   	-102.84   	 -0.04   	   0.00		 12.78   	  20.35		
-31.43   	-101.62   	 -0.04   	   0.00		 12.86   	 -10.17		
-30.52   	-86.06   	 -0.04   	   0.00		 12.82   	 -30.52		
-23.19   	-32.35   	 -0.04   	   0.00		 12.70   	 -55.95		
 -4.58   	 85.75   	 -0.04   	   5.09		 12.47   	 -66.12		
 28.38   	281.98   	 -0.02   	   0.00		 12.21   	 -76.30		
 76.90   	549.32   	 -0.02   	   0.00		 11.90   	 -76.30		
138.24   	862.12   	 -0.02   	   0.00		 11.60   	 -66.12		
205.08   	1176.76   	 -0.02   	   0.00		 11.33   	 -96.64		
297.24   	1514.59(R)	 -0.02   	   0.00		 10.95   	 -20.35		
290.83   	1376.04   	 -0.02   	   0.00		 10.86   	  -5.09		
242.61   	1013.79   	 -0.02   	   0.00		 10.84   	  15.26		
166.32   	530.70   	 -0.02   	   0.00		 10.91   	  20.35		
 86.06   	 90.94   	 -0.02   	   0.00		 10.99   	  30.52		
 24.11   	-170.90   	 -0.02   	   0.00		 11.11   	  35.61		
-10.38   	-231.93   	 -0.02   	   0.00		 11.25   	  30.52		
-23.19   	-173.95   	 -0.02   	   0.00		 11.37   	  30.52		
-25.94   	-104.06   	 -0.02   	   0.00		 11.50   	  25.43		
-26.86   	-79.65   	 -0.02   	   0.00		 11.60   	  20.35		
-27.77   	-93.38   	 -0.02   	   0.00		 11.68   	  15.26		
-27.16   	-109.86   	 -0.02   	   0.00		 11.74   	  10.17		
-24.72   	-108.03   	 -0.02   	   0.00		 11.78   	   5.09		
-22.28   	-93.38   	 -0.02   	   0.00		 11.80   	  -5.09		
-21.67   	-80.57   	 -0.02   	   0.00		 11.78   	 -15.26		
-22.89   	-76.90   	 -0.02   	   0.00		 11.72   	 -20.35		
-24.72   	-79.96   	 -0.02   	   0.00		 11.64   	 -30.52		
-25.33   	-83.92   	 -0.02   	   0.00		 11.52   	 -40.69		
-24.72   	-86.06   	 -0.02   	   0.00		 11.35   	 -40.69		
-24.11   	-84.84   	 -0.02   	   0.00		 11.19   	 -50.86		
-23.80   	-80.87   	 -0.02   	   0.00		 10.99   	 -50.86		
-24.11   	-75.68   	 -0.02   	   0.00		 10.78   	 -50.86		
-24.72   	-71.41   	 -0.02   	   0.00		 10.58   	 -40.69		
-24.72   	-68.97   	 -0.02   	   0.00		 10.42   	 -35.61		
-23.50   	-67.14   	 -0.02   	   0.00		 10.27   	 -20.35		
-21.36   	-64.70   	 -0.02   	   0.00		 10.19   	  -5.09		
-19.84   	-62.26   	 -0.02   	   0.00		 10.17   	  20.35		
-19.84   	-60.42   	 -0.02   	   0.00		 10.25   	  45.78		
-20.75   	-59.20   	 -0.02   	   0.00		 10.44   	  71.21		
-21.67   	-57.37   	 -0.02   	   0.00		 10.72   	  86.47		
-21.36   	-54.32   	 -0.02   	   0.00		 11.07   	 111.90		
-19.53   	-49.74   	 -0.02   	   0.00		 11.52   	 122.07		
-17.40   	-43.95   	 -0.02   	   0.00		 12.00   	 122.07		
-15.56   	-37.54   	 -0.02   	   0.00		 12.49   	 127.16		
-14.65   	-31.74   	 -0.02   	   0.00		 13.00   	 106.82		
-14.04   	-26.55   	 -0.02   	   0.00		 13.43   	  86.47		
-12.82   	-21.67   	 -0.02   	   0.00		 13.77   	  61.04		
-10.99   	-17.09   	 -0.02   	   0.00		 14.02   	  30.52		
 -8.85   	-11.29   	 -0.02   	   0.00		 14.14(A)	  -5.09		
 -6.71   	 -4.27   	 -0.02   	   0.00		 14.12   	 -30.52		
 -4.27   	  3.66   	 -0.02   	   0.00		 14.00   	 -61.04		
 -2.44   	 12.21   	 -0.02   	   0.00		 13.75   	 -71.21		
 -0.92   	 20.45   	 -0.02   	   0.00		 13.47   	 -81.38		
  0.31   	 28.38   	 -0.02   	   0.00		 13.14   	 -81.38		
  1.83   	 36.01   	 -0.02   	   0.00		 12.82   	 -71.21		
  3.97   	 43.95   	 -0.02   	   0.00		 12.53   	 -61.04		
  6.10   	 52.80   	 -0.02   	   0.00		 12.29   	 -50.86		
  8.85   	 62.56   	 -0.02   	   0.00		 12.09   	 -30.52		
 11.60   	 73.85   	 -0.02   	   0.00		 11.96   	 -25.43		
 15.26   	 86.06   	 -0.02   	   0.00		 11.86   	 -15.26		
 19.84   	 99.49   	 -0.02   	   0.00		 11.80   	 -10.17		
 25.02   	114.14   	 -0.02   	   0.00		 11.76   	 -15.26		
 30.21   	130.00   	 -0.02   	   0.00		 11.70   	 -20.35		
 34.48   	146.18   	 -0.02   	   0.00		 11.62   	 -30.52		
 37.84   	162.35   	 -0.02   	   0.00		 11.50   	 -35.61		
 40.59   	179.14   	 -0.02   	   0.00		 11.35   	 -40.69		
 43.64   	197.14   	 -0.02   	   0.00		 11.19   	 -50.86		
 47.61   	216.98   	 -0.02   	   0.00		 10.99   	 -55.95		
 52.49   	238.04   	 -0.02   	   0.00		 10.76   	 -50.86		
 57.98   	259.09   	 -0.02   	   0.00		 10.56   	 -45.78		
 63.78   	278.63   	 -0.02   	   0.00		 10.38   	 -45.78		
 68.97   	296.63   	 -0.02   	   0.00		 10.19   	 -35.61		
 73.85   	313.72   	 -0.02   	   0.00		 10.05   	 -30.52		
 78.43   	329.90   	 -0.02   	   0.00		  9.93   	 -25.43		
 82.70   	345.15   	 -0.02   	   0.00		  9.83   	 -20.35		
 86.36   	357.97   	 -0.02   	   0.00		  9.75   	 -20.35		
 88.50   	366.52   	 -0.02   	   0.00		  9.66   	 -15.26		
 88.20   	370.48   	 -0.02   	   0.00		  9.60   	 -10.17		
 86.36   	370.18   	 -0.02   	   0.00		  9.56   	 -15.26		
 83.62   	366.52   	 -0.02   	   0.00		  9.50   	 -10.17		
 80.26   	359.19   	 -0.02   	   0.00		  9.46   	 -10.17		
 75.99   	347.29   	 -0.02   	   0.00		  9.42   	  -5.09		
 70.50   	330.20   	 -0.02   	   0.00		  9.40   	   5.09		
 64.09   	307.92   	 -0.02   	   0.00		  9.42   	   5.09		
 57.68   	281.68   	 -0.02   	   0.00		  9.44   	  10.17		
 51.57   	252.99   	 -0.02   	   0.00		  9.48   	  20.35		
 46.08   	222.17   	 -0.02   	  N/A		  9.56   	  N/A		
