  I     	  II     	  RV     	  RV'		  LV     	  LV'		
 -3.66   	 13.12   	 14.93   	  10.17		 15.14   	  10.17		
 -4.27   	  7.02   	 14.97   	   5.09		 15.18   	  10.17		
 -2.75   	  2.44   	 14.99   	   5.09		 15.22   	  10.17		
  1.22   	  4.27   	 15.02   	   5.09		 15.26   	   5.09		
  7.02   	 13.73   	 15.04   	   0.00		 15.28   	   5.09		
 12.82   	 28.38   	 15.04   	   0.00		 15.30   	   5.09		
 18.01   	 42.42   	 15.04   	  -5.09		 15.32   	   0.00		
 21.67   	 49.44   	 15.02   	  -5.09		 15.32   	   0.00		
 24.72   	 46.08   	 14.99   	  -5.09		 15.32   	 -10.17		
 26.86   	 35.10   	 14.97   	 -10.17		 15.28   	 -10.17		
 28.69   	 21.67   	 14.93   	 -15.26		 15.24   	 -10.17		
 30.52   	 11.90   	 14.87   	 -15.26		 15.20   	 -15.26		
 31.13   	  7.32   	 14.81   	 -20.35		 15.14   	 -15.26		
 28.99   	  4.88   	 14.73   	 -15.26		 15.08   	 -10.17		
 21.97   	  0.61   	 14.67   	 -20.35		 15.04   	   0.00		
 10.68   	 -6.71   	 14.59   	 -20.35		 15.04   	   0.00		
 -3.05   	-14.65   	 14.51   	 -10.17		 15.04   	  15.26		
-17.40   	-19.84   	 14.47   	 -10.17		 15.10   	  20.35		
-29.60   	-21.97   	 14.43   	  10.17		 15.18   	  25.43		
-38.76   	-22.89   	 14.47   	  15.26		 15.28   	  25.43		
-44.25   	-25.94   	 14.53   	  35.61		 15.38   	  30.52		
-46.08   	-31.43   	 14.67   	  50.86		 15.50   	  30.52		
-46.08   	-39.37   	 14.87   	  55.95		 15.63   	  30.52		
-45.47   	-47.00   	 15.10   	  50.86		 15.75   	  35.61		
-44.86   	-52.80   	 15.30   	  45.78		 15.89   	  30.52		
-44.86   	-56.15   	 15.48   	  40.69		 16.01   	  30.52		
-44.25   	-55.85   	 15.65   	  25.43		 16.13   	  25.43		
-43.03   	-52.80   	 15.75   	  15.26		 16.24   	  25.43		
-42.42   	-47.30   	 15.81   	   0.00		 16.34   	  10.17		
-42.72   	-41.50   	 15.81   	 -10.17		 16.38   	   5.09		
-43.64   	-37.84   	 15.77   	 -25.43		 16.40   	  -5.09		
-44.25   	-38.15   	 15.67   	 -35.61		 16.38   	 -20.35		
-43.95   	-42.72   	 15.52   	 -50.86		 16.30   	 -25.43		
-43.33   	-48.22   	 15.32   	 -50.86		 16.20   	 -30.52		
-41.81   	-50.66   	 15.12   	 -40.69		 16.07   	 -35.61		
-39.67   	-47.91   	 14.95   	 -30.52		 15.93   	 -30.52		
-37.54   	-41.50   	 14.83   	  -5.09		 15.81   	 -30.52		
-35.71   	-35.40   	 14.81   	  15.26		 15.69   	 -15.26		
-35.10   	-32.04   	 14.87   	  40.69		 15.63   	 -10.17		
-37.23   	-30.52   	 15.04   	  55.95		 15.58   	   5.09		
-40.89   	-29.60   	 15.26   	  71.21		 15.61(E)	  15.26		
-41.81   	-26.86   	 15.54   	  76.30		 15.67   	  20.35		
-33.57   	-22.28   	 15.85   	  86.47		 15.75   	  25.43		
 -7.93   	-14.65   	 16.20   	  81.38		 15.85   	  25.43		
 41.81   	  0.92   	 16.52   	  81.38		 15.95   	  30.52		
115.66   	 34.48   	 16.85   	  71.21		 16.07   	  25.43		
207.52   	 96.44   	 17.13   	  55.95		 16.17   	  35.61		
304.87   	189.51   	 17.35   	  35.61		 16.32   	  40.69		
389.40   	295.41   	 17.50   	  20.35		 16.48   	  45.78		
438.23   	374.76   	 17.58   	  -5.09		 16.66   	  55.95		
429.38   	388.18(R)	 17.56   	 -15.26		 16.89   	  66.12		
350.04   	319.52   	 17.50   	 -30.52		 17.15   	  76.30		
212.40   	191.04   	 17.38   	 -30.52		 17.46   	  91.56		
 53.41   	 53.41   	 17.25   	 -30.52		 17.82   	 116.99		
-78.74   	-47.30   	 17.13   	 -15.26		 18.29   	 152.59		
-150.15   	-93.08   	 17.07(E)	   5.09		 18.90   	 193.29		
-156.56   	-93.69   	 17.09   	  35.61		 19.67   	 249.24		
-122.68   	-70.19   	 17.23   	  71.21		 20.67   	 315.36		
-81.79   	-40.28   	 17.52   	 106.82		 21.93   	 386.57		
-55.24   	-14.34   	 17.94   	 137.33		 23.48   	 467.95		
-45.78   	  0.92   	 18.49   	 157.68		 25.35   	 569.68		
-45.47   	  3.05   	 19.13   	 178.03		 27.63   	 666.32		
-45.47   	 -5.19   	 19.84   	 183.11		 30.29   	 762.97		
-43.03   	-15.26   	 20.57   	 188.20		 33.35   	 859.61		
-39.37   	-18.62   	 21.32   	 183.11		 36.79   	 951.17		
-36.32   	-14.95   	 22.05   	 178.03		 40.59   	1037.64		
-35.10   	 -9.77   	 22.77   	 162.77		 44.74   	1103.76		
-34.48   	 -8.24   	 23.42   	 157.68		 49.16   	1149.54		
-34.79   	-10.38   	 24.05   	 147.51		 53.75   	1169.88		
-35.71   	-11.60   	 24.64   	 152.59		 58.43   	1169.88		
-36.01   	-10.38   	 25.25   	 162.77		 63.11   	1144.45		
-34.79   	 -7.32   	 25.90   	 172.94		 67.69   	1113.93		
-31.74   	 -5.19   	 26.59   	 193.29		 72.15   	1068.15		
-28.08   	 -4.58   	 27.37   	 213.63		 76.42   	1007.12		
-25.94   	 -4.27   	 28.22   	 233.98		 80.45   	 925.73		
-26.25   	 -2.75   	 29.16   	 254.32		 84.15   	 829.09		
-28.08   	  0.00   	 30.17   	 264.50		 87.47   	 727.36		
-29.30   	  2.44   	 31.23   	 264.50		 90.38   	 620.55		
-28.69   	  3.36   	 32.29   	 239.06		 92.86   	 544.25		
-27.16   	  3.36   	 33.25   	 208.54		 95.04   	 488.30		
-25.94   	  3.66   	 34.08   	 162.77		 96.99   	 467.95		
-25.02   	  6.71   	 34.73   	 116.99		 98.86   	 457.78		
-23.50   	 11.60   	 35.20   	  66.12		100.69   	 447.61		
-20.75   	 16.48   	 35.46   	  30.52		102.48   	 437.43		
-17.70   	 18.62   	 35.58   	  -5.09		104.23   	 406.92		
-15.26   	 18.01   	 35.56   	 -20.35		105.86   	 376.40		
-13.73   	 17.09   	 35.48   	 -35.61		107.36   	 340.79		
-11.60   	 18.62   	 35.34   	 -40.69		108.73   	 295.01		
 -8.24   	 24.11   	 35.18   	 -50.86		109.91   	 269.58		
 -3.66   	 32.35   	 34.97   	 -50.86		110.99   	 244.15		
  0.31   	 39.98   	 34.77   	 -61.04		111.96   	 233.98		
  3.66   	 45.78   	 34.53   	 -61.04		112.90   	 228.89		
  6.41   	 50.35   	 34.28   	 -55.95		113.81   	 213.63		
  9.16   	 54.02   	 34.06   	 -50.86		114.67   	 208.54		
 12.51   	 57.37   	 33.86   	 -40.69		115.50   	 188.20		
 15.87   	 60.12   	 33.69   	 -25.43		116.26   	 183.11		
 19.23   	 61.04   	 33.59   	 -10.17		116.99   	 188.20		
 21.97   	 61.65   	 33.55   	  15.26		117.74   	 208.54		
 25.33   	 64.39   	 33.61   	  45.78		118.58   	 228.89		
 30.21   	 71.41   	 33.79   	  66.12		119.49   	 228.89		
 36.62   	 82.40   	 34.06   	  91.56		120.41   	 188.20		
 43.95   	 95.21   	 34.43   	 106.82		121.16   	 122.07		
 50.66   	107.12   	 34.85   	 116.99		121.65   	  40.69		
 55.85   	114.75   	 35.32   	 106.82		121.81   	   0.00		
 60.12   	119.02   	 35.75   	  96.64		121.81   	 -10.17		
 64.70   	122.38   	 36.13   	  81.38		121.77   	  30.52		
 69.58   	126.65   	 36.46   	  66.12		121.89   	  96.64		
 73.85   	133.06   	 36.72   	  50.86		122.28   	 142.42		
 76.90   	140.38   	 36.93   	  45.78		122.85   	 167.85		
 79.65   	146.79   	 37.11   	  45.78		123.52   	 152.59		
 83.62   	150.45   	 37.29   	  50.86		124.13   	 122.07		
 88.50   	151.98   	 37.50   	  55.95		124.62   	  86.47		
 92.77   	153.20   	 37.72   	  61.04		124.96   	  55.95		
 94.91   	155.94   	 37.97   	  55.95		125.19   	  61.04		
 94.60   	160.22   	 38.19   	  61.04		125.43   	  71.21		
 93.38   	164.18   	 38.43   	  50.86		125.72   	  96.64		
 92.16   	165.71   	 38.64   	  45.78		126.10   	 116.99		
 91.55   	162.66   	 38.82   	  45.78		126.57   	 111.90		
 89.42   	155.33   	 39.00   	  35.61		127.02   	  96.64		
 85.14   	145.57   	 39.15   	  25.43		127.41   	  55.95		
 79.04   	136.41   	 39.25   	  20.35		127.63   	  25.43		
 72.33   	128.78   	 39.33   	  15.26		127.73(S)	  -5.09		
 66.53   	121.46   	 39.39   	   5.09		127.71   	 -15.26		
 60.73   	112.30   	 39.41(S)	   0.00		127.65   	 -15.26		
 54.32   	 99.79   	 39.41   	 -10.17		127.59   	   5.09		
 45.47   	 84.84   	 39.37   	 -15.26		127.61   	  10.17		
 34.48   	 68.36   	 39.31   	 -20.35		127.65   	  15.26		
 23.50   	 52.80   	 39.23   	 -30.52		127.71   	   5.09		
 14.04   	 40.28   	 39.10   	 -30.52		127.73   	 -20.35		
  6.71   	 29.91   	 38.98   	 -35.61		127.65   	 -45.78		
  0.61   	 20.75   	 38.84   	 -40.69		127.47   	 -76.30		
 -5.49   	 11.60   	 38.68   	 -45.78		127.16   	-101.73		
-12.21   	  2.44   	 38.49   	 -55.95		126.75   	-127.16		
-17.70   	 -5.80   	 38.27   	 -66.12		126.25   	-162.77		
-20.75   	-11.60   	 38.01   	 -81.38		125.59   	-208.54		
-21.36   	-14.34   	 37.68   	 -91.56		124.76   	-274.67		
-20.45   	-15.26   	 37.31   	-106.82		123.66   	-345.88		
-20.45   	-15.87   	 36.89   	-122.07		122.28   	-417.09		
-22.58   	-17.70   	 36.40   	-137.33		120.61   	-498.47		
-26.25   	-20.14   	 35.85   	-152.59		118.62   	-569.68		
-29.30   	-21.97   	 35.24   	-162.77		116.34   	-666.32		
-30.21   	-22.89   	 34.59   	-178.03		113.67   	-783.31		
-29.30   	-23.19   	 33.88   	-188.20		110.54   	-935.91		
-27.77   	-24.11   	 33.12   	-188.20		106.80   	-1103.76		
-27.77   	-27.16   	 32.37   	-193.29		102.38   	-1261.44		
-29.30   	-31.74   	 31.60   	-198.37		 97.33   	-1398.77		
-31.74   	-36.01   	 30.80   	-208.54		 91.74   	-1475.07		
-33.26   	-36.62   	 29.97   	-218.72		 85.84   	-1490.33		
-32.96   	-32.04   	 29.09   	-233.98		 79.88   	-1454.72		
-31.13   	-22.89   	 28.16   	-233.98		 74.06   	-1373.34		
-28.99   	-14.34   	 27.22   	-239.06		 68.57   	-1276.70		
-28.08   	-10.99   	 26.27   	-228.89		 63.46   	-1180.06		
-28.69   	-15.87   	 25.35   	-218.72		 58.74   	-1098.67		
-30.21   	-25.94   	 24.48   	-208.54		 54.34   	-1037.64		
-31.43   	-34.79   	 23.64   	-203.46		 50.19   	-986.77		
-31.43   	-36.01   	 22.83   	-193.29		 46.25   	-935.91		
-30.21   	-28.38   	 22.05   	-198.37		 42.50   	-879.96		
-28.99   	-16.48   	 21.26   	-198.37		 38.98   	-818.92		
-28.69   	 -8.85   	 20.47   	-203.46		 35.71   	-737.54		
-29.91   	 -9.77   	 19.65   	-203.46		 32.76   	-656.15		
-32.04   	-19.23   	 18.84   	-198.37		 30.13   	-584.94		
-33.26   	-31.43   	 18.05   	-193.29		 27.79   	-508.65		
-33.26   	-39.06   	 17.27   	-172.94		 25.76   	-457.78		
-31.74   	-38.76   	 16.58   	-162.77		 23.93   	-412.00		
-29.91   	-30.82   	 15.93   	-142.42		 22.28   	-371.31		
-28.08   	-19.53   	 15.36   	-122.07		 20.79   	-335.71		
-26.55   	-10.38   	 14.87   	  N/A		 19.45   	  N/A		
