  I     	  II     	  PW     	  PW'		  CH2     	  CH2'		
-89.11   	-47.30   	 23.38   	  81.38		  0.96   	   0.00		
-88.50   	-47.61   	 23.70   	  81.38		  0.96   	   0.00		
-86.67   	-49.44   	 24.03   	  81.38		  0.96   	   0.00		
-83.92   	-51.57   	 24.35   	  66.12		  0.96   	   0.00		
-81.48   	-53.71   	 24.62   	  50.86		  0.96   	   0.00		
-80.57   	-55.54   	 24.82   	  20.35		  0.96   	   0.00		
-81.48   	-56.76   	 24.90(A)	   0.00		  0.96   	  -5.09		
-83.31   	-57.07   	 24.90   	 -25.43		  0.94   	   0.00		
-86.06   	-57.68   	 24.80   	 -40.69		  0.94   	   0.00		
-88.81   	-58.90   	 24.64   	 -55.95		  0.94   	   0.00		
-90.33   	-61.65   	 24.41   	 -61.04		  0.94   	   0.00		
-90.94   	-65.00   	 24.17   	 -55.95		  0.94   	   0.00		
-90.33   	-67.75   	 23.95   	 -50.86		  0.94   	   0.00		
-90.03   	-69.27   	 23.74   	 -40.69		  0.94   	   0.00		
-90.64   	-69.27   	 23.58   	 -25.43		  0.94   	   0.00		
-92.47   	-69.58   	 23.48   	 -20.35		  0.94   	   0.00		
-95.52   	-70.80   	 23.40   	  -5.09		  0.94   	   0.00		
-98.57   	-73.85   	 23.38   	  -5.09		  0.94   	   0.00		
-101.32   	-78.74   	 23.36   	   0.00		  0.94   	   0.00		
-102.84   	-84.84   	 23.36   	  -5.09		  0.94   	   0.00		
-103.76   	-90.64   	 23.34   	  -5.09		  0.94   	   0.00		
-104.68   	-95.83   	 23.32   	 -15.26		  0.94   	   0.00		
-106.20   	-98.27   	 23.26   	 -25.43		  0.94   	   0.00		
-109.25   	-98.88   	 23.15   	 -25.43		  0.94   	   0.00		
-113.22   	-98.88   	 23.05   	 -35.61		  0.94   	   5.09		
-117.19   	-100.40   	 22.91   	 -35.61		  0.96   	   0.00		
-121.15   	-104.68   	 22.77   	 -35.61		  0.96   	   0.00		
-124.82   	-110.47   	 22.62   	 -30.52		  0.96   	   0.00		
-128.17   	-115.36   	 22.50   	 -30.52		  0.96   	   0.00		
-131.23   	-117.80   	 22.38   	 -20.35		  0.96   	   0.00		
-133.67   	-118.10   	 22.30   	 -15.26		  0.96   	   0.00		
-135.50   	-118.41   	 22.24   	 -10.17		  0.96   	   0.00		
-137.02   	-118.71   	 22.20   	   5.09		  0.96   	   0.00		
-138.55   	-117.80   	 22.22   	   5.09		  0.96   	   0.00		
-139.77   	-113.53   	 22.24   	  10.17		  0.96   	   0.00		
-140.08   	-104.98   	 22.28   	  15.26		  0.96   	   0.00		
-138.55   	-94.30   	 22.34   	  15.26		  0.96   	   0.00		
-133.97   	-83.31   	 22.40   	  15.26		  0.96   	   0.00		
-127.87   	-73.24   	 22.46   	   5.09		  0.96   	   0.00		
-121.77   	-63.48   	 22.48   	   5.09		  0.96   	   0.00		
-117.49   	-51.88   	 22.50   	   5.09		  0.96   	  -5.09		
-114.44   	-37.84   	 22.52   	   0.00		  0.94   	   0.00		
-110.78   	-21.36   	 22.52   	  -5.09		  0.94   	   0.00		
-104.06   	 -4.27   	 22.50   	   5.09		  0.94   	   0.00		
-94.60   	 12.21   	 22.52   	   5.09		  0.94   	   0.00		
-84.23   	 26.25   	 22.54   	  15.26		  0.94   	   0.00		
-75.38   	 36.62   	 22.60   	  20.35		  0.94   	   0.00		
-69.58   	 42.42   	 22.69   	  35.61		  0.94   	   0.00		
-65.92   	 44.86   	 22.83   	  40.69		  0.94   	   0.00		
-63.17   	 46.08   	 22.99   	  50.86		  0.94   	   0.00		
-59.51   	 48.52   	 23.19   	  55.95		  0.94   	   0.00		
-55.24   	 52.80   	 23.42   	  66.12		  0.94   	   0.00		
-51.27   	 57.68   	 23.68   	  61.04		  0.94   	   0.00		
-48.22   	 61.34   	 23.93   	  66.12		  0.94   	   0.00		
-46.08   	 62.87   	 24.19   	  66.12		  0.94   	   0.00		
-44.86   	 62.56   	 24.46   	  66.12		  0.94   	   0.00		
-43.64   	 61.04   	 24.72   	  61.04		  0.94   	   5.09		
-42.42   	 58.29   	 24.96   	  55.95		  0.96   	   0.00		
-42.11   	 54.63   	 25.19   	  55.95		  0.96   	   0.00		
-42.11   	 51.57   	 25.41   	  55.95		  0.96   	   0.00		
-42.11   	 50.05   	 25.64   	  50.86		  0.96   	   0.00		
-41.50   	 51.57   	 25.84   	  50.86		  0.96   	   0.00		
-40.28   	 54.32   	 26.04   	  40.69		  0.96   	   0.00		
-39.06   	 57.37   	 26.21   	  40.69		  0.96   	   0.00		
-39.06   	 58.90   	 26.37   	  25.43		  0.96   	   0.00		
-40.28   	 58.59   	 26.47   	  15.26		  0.96   	   0.00		
-42.11   	 57.37   	 26.53   	  -5.09		  0.96   	   0.00		
-43.33   	 55.85   	 26.51   	 -30.52		  0.96   	   0.00		
-43.33   	 54.93   	 26.39   	 -50.86		  0.96   	   0.00		
-42.72   	 54.32   	 26.19   	 -61.04		  0.96   	   0.00		
-42.42   	 54.32   	 25.94   	 -55.95		  0.96   	   0.00		
-42.42   	 54.63   	 25.72   	 -30.52		  0.96   	   0.00		
-42.72   	 55.24   	 25.60   	  25.43		  0.96   	   0.00		
-42.42   	 55.85   	 25.70   	  96.64		  0.96   	   5.09		
-41.20   	 56.76   	 26.08   	 172.94		  0.98   	   0.00		
-39.67   	 57.07   	 26.78   	 249.24		  0.98   	   0.00		
-37.84   	 56.76   	 27.77   	 315.36		  0.98   	   0.00		
-37.23   	 55.85   	 29.03   	 345.88		  0.98   	  -5.09		
-37.54   	 54.02   	 30.42   	 361.14		  0.96   	   0.00		
-38.45   	 51.27   	 31.86   	 330.62		  0.96   	   0.00		
-39.37   	 47.61   	 33.18   	 279.75		  0.96   	   0.00		
-39.98   	 44.25   	 34.30   	 203.46		  0.96   	   0.00		
-39.98   	 41.20   	 35.12   	 122.07		  0.96   	   5.09		
-39.98   	 39.37   	 35.61   	  35.61		  0.98   	   0.00		
-40.59   	 38.76   	 35.75(V)	 -35.61		  0.98   	   0.00		
-41.50   	 38.15   	 35.61   	 -91.56		  0.98   	   0.00		
-42.11   	 36.93   	 35.24   	-132.25		  0.98   	   0.00		
-42.11   	 34.48   	 34.71   	-142.42		  0.98   	   0.00		
-42.11   	 30.52   	 34.14   	-127.16		  0.98   	  -5.09		
-42.72   	 25.33   	 33.63   	-101.73		  0.96   	   0.00		
-44.56   	 20.14   	 33.22   	 -66.12		  0.96   	   0.00		
-47.30   	 15.87   	 32.96   	 -25.43		  0.96   	   0.00		
-49.44   	 12.51   	 32.86   	  10.17		  0.96   	   0.00		
-50.96   	 10.38   	 32.90   	  30.52		  0.96   	  -5.09		
-50.96   	  9.77   	 33.02   	  45.78		  0.94   	   0.00		
-49.74   	 10.68   	 33.20   	  40.69		  0.94   	   0.00		
-46.69   	 14.34   	 33.37   	  30.52		  0.94   	   0.00		
-42.72   	 21.06   	 33.49   	   0.00		  0.94   	  -5.09		
-37.84   	 32.35   	 33.49   	 -30.52		  0.92   	   0.00		
-32.96   	 50.35   	 33.37   	 -66.12		  0.92   	   0.00		
-27.77   	 75.38   	 33.10   	 -91.56		  0.92   	   0.00		
-21.67   	104.68   	 32.74   	-116.99		  0.92   	   0.00		
-14.34   	133.06   	 32.27   	-132.25		  0.92   	   0.00		
 -7.02   	153.20   	 31.74   	-137.33		  0.92   	   0.00		
  0.00   	161.13   	 31.19   	-137.33		  0.92   	   0.00		
  5.80   	159.61   	 30.64   	-127.16		  0.92   	   0.00		
 10.07   	153.50   	 30.13   	-111.90		  0.92   	   0.00		
 12.51   	148.32   	 29.68   	 -96.64		  0.92   	   0.00		
 11.60   	142.21   	 29.30   	 -86.47		  0.92   	   0.00		
  5.80   	129.70   	 28.95   	 -81.38		  0.92   	   0.00		
 -5.49   	105.90   	 28.63   	 -66.12		  0.92   	   0.00		
-20.75   	 72.02   	 28.36   	 -71.21		  0.92   	   5.09		
-36.32   	 34.79   	 28.08   	 -76.30		  0.94   	   0.00		
-49.44   	  3.97   	 27.77   	 -81.38		  0.94   	   0.00		
-57.37   	-14.65   	 27.45   	 -91.56		  0.94   	   0.00		
-60.42   	-23.19   	 27.08   	-101.73		  0.94   	   0.00		
-60.42   	-28.69   	 26.67   	-106.82		  0.94   	   0.00		
-59.51   	-38.45   	 26.25   	-116.99		  0.94   	   0.00		
-59.20   	-55.24   	 25.78   	-116.99		  0.94   	   0.00		
-58.90   	-74.77   	 25.31   	-111.90		  0.94   	   0.00		
-59.20   	-91.86   	 24.86   	-111.90		  0.94   	   0.00		
-59.81   	-101.62   	 24.41   	-101.73		  0.94   	   0.00		
-60.73   	-104.37   	 24.01   	 -86.47		  0.94   	   0.00		
-61.04   	-103.76   	 23.66   	 -76.30		  0.94   	   0.00		
-60.42   	-101.93   	 23.36   	 -61.04		  0.94   	   0.00		
-58.59   	-99.18   	 23.11   	 -50.86		  0.94   	   0.00		
-55.54   	-95.21   	 22.91   	 -45.78		  0.94   	   0.00		
-51.88   	-89.11   	 22.73   	 -35.61		  0.94   	   0.00		
-48.22   	-82.40   	 22.58   	 -40.69		  0.94   	   0.00		
-45.47   	-75.99   	 22.42   	 -35.61		  0.94   	   0.00		
-43.95   	-72.33   	 22.28   	 -45.78		  0.94   	   5.09		
-43.64   	-72.02   	 22.10   	 -45.78		  0.96   	   0.00		
-44.56   	-74.46   	 21.91   	 -50.86		  0.96   	   5.09		
-45.17   	-77.82   	 21.71   	 -55.95		  0.98   	   0.00		
-44.86   	-81.18   	 21.49   	 -55.95		  0.98   	   0.00		
-45.17   	-83.31   	 21.26   	 -61.04		  0.98   	   0.00		
-47.61   	-84.53   	 21.02   	 -50.86		  0.98   	   5.09		
-53.41   	-85.45   	 20.81   	 -50.86		  1.00   	   0.00		
-61.04   	-86.06   	 20.61   	 -45.78		  1.00   	   0.00		
-67.75   	-85.14   	 20.43   	 -35.61		  1.00   	   0.00		
-71.41   	-81.48   	 20.28   	 -35.61		  1.00   	   0.00		
-72.63   	-74.77   	 20.14   	 -25.43		  1.00   	   0.00		
-72.94   	-66.22   	 20.04   	 -25.43		  1.00   	   0.00		
-74.16   	-58.29   	 19.94   	 -25.43		  1.00   	  -5.09		
-76.60   	-54.02   	 19.84   	 -25.43		  0.98   	   0.00		
-79.35   	-54.63   	 19.74   	 -30.52		  0.98   	   0.00		
-81.18   	-58.59   	 19.61   	 -30.52		  0.98   	   0.00		
-80.26   	-63.17   	 19.49   	 -30.52		  0.98   	  -5.09		
-77.82   	-65.31   	 19.37   	 -40.69		  0.96   	   0.00		
-75.68   	-64.39   	 19.21   	 -35.61		  0.96   	  -5.09		
-75.38   	-61.65   	 19.06   	 -35.61		  0.94   	   0.00		
-77.82   	-58.90   	 18.92   	 -35.61		  0.94   	   0.00		
-81.48   	-55.24   	 18.78   	 -35.61		  0.94   	  -5.09		
-83.92   	-45.78   	 18.64   	 -25.43		  0.92   	   0.00		
-82.09   	-22.28   	 18.54   	 -20.35		  0.92   	   0.00		
-75.68   	 23.50   	 18.45   	 -15.26		  0.92   	   0.00		
-65.31   	100.10   	 18.39   	 -10.17		  0.92   	   0.00		
-51.57   	213.32   	 18.35   	   0.00		  0.92   	  -5.09		
-32.65   	364.69   	 18.35   	   0.00		  0.90   	   0.00		
 -6.10   	550.54   	 18.35   	   5.09		  0.90   	   0.00		
 30.52   	759.28   	 18.37   	   5.09		  0.90   	   0.00		
 79.65   	965.27   	 18.39   	  10.17		  0.90   	   0.00		
138.24   	1127.01   	 18.43   	   5.09		  0.90   	   0.00		
193.18   	1187.44   	 18.45   	  10.17		  0.90   	   0.00		
218.81   	1092.22   	 18.49   	  10.17		  0.90   	   0.00		
192.26   	828.86   	 18.54   	  10.17		  0.90   	   5.09		
113.83   	452.27   	 18.58   	  15.26		  0.92   	   0.00		
 15.87   	 68.97   	 18.64   	  15.26		  0.92   	   0.00		
-51.27   	-208.13   	 18.70   	  N/A		  0.92   	  N/A		
