  I     	  II     	  LV     	  LV'		  RA     	  RA'		
 -8.54   	 54.93   	 18.58   	-188.20		 10.86   	  35.61		
-20.14   	 19.84   	 17.82   	-157.68		 11.01   	  35.61		
-28.69   	-20.75   	 17.19   	-137.33		 11.15   	  45.78		
-34.79   	-62.87   	 16.64   	-111.90		 11.33   	  45.78		
-37.84   	-100.40   	 16.20   	 -96.64		 11.52   	  45.78		
-37.23   	-127.26   	 15.81   	 -76.30		 11.70   	  45.78		
-34.48   	-138.85   	 15.50   	 -61.04		 11.88   	  35.61		
-31.13   	-137.94   	 15.26   	 -45.78		 12.02   	  25.43		
-29.60   	-130.92   	 15.08   	 -35.61		 12.13   	  10.17		
-30.82   	-126.34   	 14.93   	 -20.35		 12.17(V)	 -10.17		
-33.57   	-126.95   	 14.85   	 -10.17		 12.13   	 -35.61		
-35.71   	-131.23   	 14.81(D)	   0.00		 11.98   	 -61.04		
-36.32   	-135.50   	 14.81   	  10.17		 11.74   	 -86.47		
-35.40   	-137.94   	 14.85   	  10.17		 11.39   	-106.82		
-34.18   	-137.94   	 14.89   	  15.26		 10.97   	-111.90		
-34.48   	-137.33   	 14.95   	  10.17		 10.52   	-111.90		
-35.71   	-136.72   	 14.99   	  10.17		 10.07   	 -96.64		
-36.32   	-136.11   	 15.04   	  10.17		  9.68   	 -76.30		
-35.40   	-135.19   	 15.08   	   5.09		  9.38   	 -45.78		
-32.35   	-133.67   	 15.10   	  10.17		  9.20   	 -10.17		
-28.99   	-131.23   	 15.14   	  15.26		  9.16   	  20.35		
-26.86   	-128.17   	 15.20   	  25.43		  9.24   	  45.78		
-27.16   	-125.73   	 15.30   	  40.69		  9.42   	  55.95		
-29.30   	-125.12   	 15.46   	  55.95		  9.64   	  66.12		
-32.65   	-126.04   	 15.69   	  71.21		  9.91   	  61.04		
-35.40   	-126.95   	 15.97   	  86.47		 10.15   	  50.86		
-36.93   	-126.34   	 16.32   	 101.73		 10.36   	  35.61		
-37.23   	-123.90   	 16.72   	 116.99		 10.50   	  25.43		
-36.93   	-121.77   	 17.19   	 127.16		 10.60   	  10.17		
-35.71   	-121.15   	 17.70   	 132.25		 10.64(A)	   0.00		
-34.18   	-121.77   	 18.23   	 132.25		 10.64   	  -5.09		
-31.74   	-121.15   	 18.76   	 127.16		 10.62   	   0.00		
-28.69   	-118.10   	 19.27   	 116.99		 10.62   	  -5.09		
-26.55   	-112.92   	 19.74   	  96.64		 10.60   	 -10.17		
-26.55   	-108.03   	 20.12   	  86.47		 10.56   	 -10.17		
-29.30   	-105.59   	 20.47   	  71.21		 10.52   	 -20.35		
-33.26   	-104.98   	 20.75   	  55.95		 10.44   	 -25.43		
-35.40   	-104.37   	 20.98   	  45.78		 10.34   	 -35.61		
-34.48   	-102.23   	 21.16   	  40.69		 10.19   	 -40.69		
-31.13   	-98.88   	 21.32   	  25.43		 10.03   	 -45.78		
-27.47   	-95.83   	 21.42   	  20.35		  9.85   	 -40.69		
-25.02   	-94.30   	 21.51   	  10.17		  9.68   	 -40.69		
-25.33   	-94.30   	 21.55   	   5.09		  9.52   	 -25.43		
-27.47   	-94.30   	 21.57   	  -5.09		  9.42   	 -15.26		
-29.91   	-92.77   	 21.55   	 -10.17		  9.36   	  -5.09		
-32.04   	-89.42   	 21.51   	 -15.26		  9.34   	  10.17		
-32.96   	-85.45   	 21.44   	 -15.26		  9.38   	  15.26		
-32.35   	-82.09   	 21.38   	 -25.43		  9.44   	  25.43		
-30.52   	-80.57   	 21.28   	 -25.43		  9.54   	  30.52		
-27.47   	-80.87   	 21.18   	 -25.43		  9.66   	  30.52		
-24.11   	-81.79   	 21.08   	 -25.43		  9.79   	  25.43		
-22.28   	-82.40   	 20.98   	 -20.35		  9.89   	  15.26		
-22.58   	-82.70   	 20.90   	 -25.43		  9.95   	  10.17		
-24.72   	-82.70   	 20.79   	 -15.26		  9.99   	   0.00		
-26.25   	-82.40   	 20.73   	 -20.35		  9.99   	  -5.09		
-25.33   	-80.57   	 20.65   	 -15.26		  9.97   	 -10.17		
-21.67   	-77.21   	 20.59   	 -10.17		  9.93   	 -10.17		
-18.31   	-72.94   	 20.55   	  -5.09		  9.89   	 -10.17		
-16.78   	-70.19   	 20.53   	  -5.09		  9.85   	  -5.09		
-18.62   	-70.50   	 20.51   	  -5.09		  9.83   	  -5.09		
-21.36   	-73.24   	 20.49   	   0.00		  9.81   	   5.09		
-22.89   	-75.68   	 20.49   	   0.00		  9.83   	  10.17		
-24.11   	-76.90   	 20.49(E)	   5.09		  9.87   	  15.26		
-27.77   	-79.04   	 20.51   	   0.00		  9.93   	  20.35		
-36.93   	-86.67   	 20.51   	   5.09		 10.01   	  25.43		
-50.96   	-102.54   	 20.53   	   5.09		 10.11   	  20.35		
-64.39   	-119.63   	 20.55   	  10.17		 10.19   	  25.43		
-66.83   	-112.61   	 20.59   	   5.09		 10.29   	  20.35		
-47.30   	-39.37   	 20.61   	  10.17		 10.38   	  15.26		
  3.05   	145.26   	 20.65   	  10.17		 10.44   	  15.26		
 86.06   	460.82   	 20.69   	  10.17		 10.50   	  10.17		
194.70   	872.80   	 20.73   	  15.26		 10.54   	  10.17		
312.19   	1285.10   	 20.79   	  45.78		 10.58   	  10.17		
475.16   	1655.88(R)	 20.98   	  30.52		 10.62   	   0.00		
471.50   	1535.95   	 21.10   	  45.78		 10.62   	   5.09		
397.03   	1284.18   	 21.28   	  55.95		 10.64   	   5.09		
267.94   	994.26   	 21.51   	  76.30		 10.66   	  10.17		
120.54   	727.23   	 21.81   	  91.56		 10.70   	   5.09		
 -4.58   	492.25   	 22.18   	 127.16		 10.72   	  15.26		
-79.65   	282.29   	 22.69   	 162.77		 10.78   	  10.17		
-104.98   	102.54   	 23.34   	 208.54		 10.82   	  15.26		
-99.79   	-31.43   	 24.17   	 264.50		 10.89   	  15.26		
-86.06   	-112.00   	 25.23   	 330.62		 10.95   	  15.26		
-74.77   	-145.87   	 26.55   	 401.83		 11.01   	  15.26		
-65.31   	-149.54   	 28.16   	 483.21		 11.07   	  10.17		
-54.32   	-139.47   	 30.09   	 564.60		 11.11   	  15.26		
-42.11   	-125.43   	 32.35   	 661.24		 11.17   	   5.09		
-32.96   	-113.83   	 34.99   	 742.62		 11.19   	  10.17		
-29.60   	-108.64   	 37.97   	 834.18		 11.23   	   5.09		
-30.52   	-110.78   	 41.30   	 915.56		 11.25   	   0.00		
-31.74   	-115.05   	 44.96   	 976.60		 11.25   	   0.00		
-31.13   	-116.27   	 48.87   	1032.55		 11.25   	   0.00		
-29.60   	-112.61   	 53.00   	1068.15		 11.25   	  -5.09		
-28.08   	-106.81   	 57.27   	1088.50		 11.23   	   0.00		
-28.08   	-102.23   	 61.63   	1098.67		 11.23   	  -5.09		
-28.99   	-99.18   	 66.02   	1103.76		 11.21   	  -5.09		
-29.91   	-97.35   	 70.44   	1119.02		 11.19   	  -5.09		
-29.91   	-95.52   	 74.91   	1139.36		 11.17   	  -5.09		
-28.69   	-93.99   	 79.47   	1164.80		 11.15   	  -5.09		
-26.55   	-92.16   	 84.13   	1190.23		 11.13   	  -5.09		
-24.11   	-89.42   	 88.89   	1200.40		 11.11   	 -10.17		
-22.58   	-84.53   	 93.69   	1205.49		 11.07   	 -10.17		
-22.28   	-78.74   	 98.51   	1210.58		 11.03   	 -15.26		
-22.89   	-73.55   	103.36   	1215.66		 10.97   	 -20.35		
-24.11   	-69.89   	108.22   	1215.66		 10.89   	 -30.52		
-24.41   	-68.05   	113.08   	1200.40		 10.76   	 -25.43		
-23.50   	-66.53   	117.88   	1169.88		 10.66   	 -35.61		
-21.67   	-63.48   	122.56   	1108.85		 10.52   	 -35.61		
-18.92   	-58.29   	127.00   	1047.81		 10.38   	 -35.61		
-17.40   	-52.19   	131.19   	 996.94		 10.23   	 -35.61		
-17.09   	-46.08   	135.18   	 951.17		 10.09   	 -30.52		
-18.01   	-41.50   	138.98   	 910.47		  9.97   	 -25.43		
-18.92   	-37.23   	142.62   	 874.87		  9.87   	 -25.43		
-18.92   	-32.96   	146.12   	 834.18		  9.77   	 -20.35		
-17.70   	-28.08   	149.46   	 783.31		  9.68   	 -10.17		
-14.95   	-22.28   	152.59   	 727.36		  9.64   	 -10.17		
-11.29   	-15.26   	155.50   	 686.67		  9.60   	 -10.17		
 -8.54   	 -6.71   	158.25   	 640.89		  9.56   	  -5.09		
 -7.02   	  2.44   	160.81   	 605.29		  9.54   	  -5.09		
 -7.02   	 11.60   	163.23   	 569.68		  9.52   	  -5.09		
 -6.71   	 20.14   	165.51   	 544.25		  9.50   	   0.00		
 -4.88   	 28.99   	167.69   	 508.65		  9.50   	  -5.09		
 -0.92   	 39.67   	169.72   	 488.30		  9.48   	  -5.09		
  3.66   	 52.49   	171.68   	 467.95		  9.46   	   0.00		
  7.63   	 66.53   	173.55   	 457.78		  9.46   	   0.00		
 10.68   	 79.96   	175.38   	 437.43		  9.46   	   0.00		
 13.43   	 93.08   	177.13   	 417.09		  9.46   	   0.00		
 17.70   	107.42   	178.80   	 406.92		  9.46   	   5.09		
 22.89   	123.90   	180.43   	 386.57		  9.48   	   0.00		
 28.38   	141.30   	181.97   	 386.57		  9.48   	  10.17		
 33.26   	158.08   	183.52   	 381.48		  9.52   	   5.09		
 36.62   	172.42   	185.05   	 371.31		  9.54   	   5.09		
 39.06   	184.02   	186.53   	 361.14		  9.56   	   5.09		
 41.20   	193.48   	187.97   	 350.97		  9.58   	   5.09		
 44.56   	201.11   	189.38   	 335.71		  9.60   	   0.00		
 48.22   	207.21   	190.72   	 320.45		  9.60   	   5.09		
 51.57   	209.96   	192.00   	 310.27		  9.62   	   5.09		
 54.02   	210.27   	193.24   	 295.01		  9.64   	   0.00		
 55.54   	209.05   	194.42   	 279.75		  9.64   	   5.09		
 56.76   	207.52   	195.54   	 259.41		  9.66   	   0.00		
 58.59   	206.60   	196.58   	 239.06		  9.66   	   5.09		
 59.81   	204.77   	197.54   	 223.80		  9.68   	   5.09		
 57.98   	199.28   	198.43   	 208.54		  9.70   	   5.09		
 52.80   	187.99   	199.27   	 193.29		  9.73   	   5.09		
 44.56   	170.90   	200.04   	 178.03		  9.75   	   5.09		
 35.10   	149.23   	200.75   	 157.68		  9.77   	   5.09		
 27.16   	127.26   	201.38   	 137.33		  9.79   	   5.09		
 21.36   	107.42   	201.93   	 111.90		  9.81   	   5.09		
 17.40   	 89.42   	202.38   	  86.47		  9.83   	   0.00		
 14.04   	 71.41   	202.73   	  55.95		  9.83   	   5.09		
 10.38   	 51.88   	202.95   	  20.35		  9.85   	   5.09		
  5.80   	 31.74   	203.03   	  -5.09		  9.87   	   5.09		
  0.92   	 13.12   	203.01   	 -35.61		  9.89   	   5.09		
 -3.66   	 -1.53   	202.87   	 -66.12		  9.91   	   5.09		
 -7.63   	-12.51   	202.60   	-106.82		  9.93   	   5.09		
-11.60   	-22.58   	202.18   	-132.25		  9.95   	   5.09		
-15.56   	-33.26   	201.65   	-172.94		  9.97   	   5.09		
-19.23   	-43.64   	200.96   	-203.46		  9.99   	  10.17		
-21.67   	-52.49   	200.14   	-249.24		 10.03   	   5.09		
-22.89   	-57.68   	199.14   	-295.01		 10.05   	  10.17		
-22.89   	-60.73   	197.96   	-350.97		 10.09   	  15.26		
-22.89   	-63.17   	196.56   	-401.83		 10.15   	  10.17		
-23.80   	-65.61   	194.95   	-467.95		 10.19   	  10.17		
-25.02   	-68.36   	193.08   	-534.08		 10.23   	  10.17		
-26.25   	-70.80   	190.95   	-595.11		 10.27   	  10.17		
-25.94   	-72.94   	188.56   	  N/A		 10.32   	  N/A		
