  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-28.69   	-62.26   	 31.50   	-137.33		118.01   	-696.84		
-27.77   	-66.22   	 30.95   	-147.51		115.22   	-808.75		
-26.25   	-65.92   	 30.36   	-162.77		111.98   	-935.91		
-25.94   	-62.26   	 29.70   	-167.85		108.24   	-1088.50		
-27.47   	-58.90   	 29.03   	-167.85		103.89   	-1251.27		
-29.91   	-59.20   	 28.36   	-178.03		 98.88   	-1393.69		
-32.04   	-64.09   	 27.65   	-188.20		 93.31   	-1500.50		
-33.26   	-70.80   	 26.90   	-198.37		 87.30   	-1551.37		
-32.96   	-76.60   	 26.10   	-208.54		 81.10   	-1541.19		
-31.74   	-78.43   	 25.27   	-223.80		 74.93   	-1480.16		
-30.52   	-76.29   	 24.37   	-228.89		 69.01   	-1388.60		
-29.60   	-70.50   	 23.46   	-228.89		 63.46   	-1281.79		
-29.60   	-63.78   	 22.54   	-223.80		 58.33   	-1180.06		
-31.13   	-58.90   	 21.65   	-218.72		 53.61   	-1098.67		
-35.10   	-57.98   	 20.77   	-213.63		 49.22   	-1032.55		
-39.06   	-59.51   	 19.92   	-213.63		 45.09   	-976.60		
-40.28   	-60.42   	 19.06   	-218.72		 41.18   	-920.65		
-37.54   	-59.20   	 18.19   	-223.80		 37.50   	-864.70		
-32.65   	-55.85   	 17.29   	-223.80		 34.04   	-788.40		
-28.99   	-52.80   	 16.40   	-218.72		 30.88   	-707.02		
-29.91   	-52.80   	 15.52   	-203.46		 28.06   	-620.55		
-33.57   	-55.24   	 14.71   	-183.11		 25.57   	-549.34		
-36.32   	-58.29   	 13.98   	-162.77		 23.38   	-478.13		
-35.71   	-58.90   	 13.33   	-147.51		 21.46   	-432.35		
-31.43   	-56.15   	 12.74   	-127.16		 19.74   	-391.66		
-26.86   	-51.27   	 12.23   	-116.99		 18.17   	-361.14		
-25.33   	-46.69   	 11.76   	-116.99		 16.72   	-330.62		
-27.47   	-45.47   	 11.29   	-111.90		 15.40   	-289.93		
-31.13   	-48.83   	 10.84   	-116.99		 14.24   	-249.24		
-34.79   	-55.54   	 10.38   	-111.90		 13.25   	-203.46		
-36.32   	-63.17   	  9.93   	-106.82		 12.43   	-162.77		
-36.01   	-67.14   	  9.50   	 -96.64		 11.78   	-127.16		
-35.10   	-66.83   	  9.11   	 -81.38		 11.27   	-101.73		
-33.87   	-63.17   	  8.79   	 -66.12		 10.86   	 -91.56		
-32.96   	-59.51   	  8.52   	 -50.86		 10.50   	 -81.38		
-32.96   	-59.81   	  8.32   	 -35.61		 10.17   	 -76.30		
-32.96   	-62.87   	  8.18   	 -25.43		  9.87   	 -76.30		
-33.57   	-65.61   	  8.08   	  -5.09		  9.56   	 -71.21		
-33.87   	-65.61   	  8.06(D)	   5.09		  9.28   	 -55.95		
-33.87   	-63.78   	  8.08   	  20.35		  9.05   	 -40.69		
-32.96   	-62.56   	  8.16   	  30.52		  8.89   	 -30.52		
-31.13   	-65.61   	  8.28   	  35.61		  8.77   	 -10.17		
-28.99   	-72.02   	  8.42   	  50.86		  8.73(D)	   0.00		
-27.47   	-78.13   	  8.63   	  50.86		  8.73   	   5.09		
-27.77   	-79.65   	  8.83   	  50.86		  8.75   	  10.17		
-29.30   	-76.90   	  9.03   	  55.95		  8.79   	  10.17		
-31.43   	-73.85   	  9.26   	  45.78		  8.83   	   5.09		
-32.96   	-72.94   	  9.44   	  40.69		  8.85   	  15.26		
-32.96   	-75.07   	  9.60   	  40.69		  8.91   	  20.35		
-31.74   	-77.21   	  9.77   	  35.61		  8.99   	  25.43		
-31.43   	-77.82   	  9.91   	  35.61		  9.09   	  30.52		
-32.35   	-78.13   	 10.05   	  30.52		  9.22   	  35.61		
-34.48   	-79.96   	 10.17   	  35.61		  9.36   	  35.61		
-36.62   	-82.40   	 10.32   	  40.69		  9.50   	  30.52		
-36.32   	-83.01   	 10.48   	  45.78		  9.62   	  35.61		
-34.18   	-79.35   	 10.66   	  50.86		  9.77   	  30.52		
-31.43   	-72.33   	 10.86   	  45.78		  9.89   	  30.52		
-29.91   	-67.44   	 11.05   	  50.86		 10.01   	  30.52		
-30.52   	-68.05   	 11.25   	  45.78		 10.13   	  40.69		
-32.04   	-75.07   	 11.43   	  45.78		 10.29   	  40.69		
-33.57   	-84.23   	 11.62   	  45.78		 10.46   	  40.69		
-34.48   	-90.64   	 11.80   	  50.86		 10.62   	  40.69		
-34.79   	-91.25   	 12.00   	  50.86		 10.78   	  40.69		
-35.10   	-86.36   	 12.21   	  50.86		 10.95   	  40.69		
-34.79   	-79.35   	 12.41   	  55.95		 11.11   	  40.69		
-33.57   	-73.85   	 12.63   	  45.78		 11.27   	  35.61		
-31.74   	-72.63   	 12.82   	  45.78		 11.41   	  40.69		
-30.21   	-75.07   	 13.00   	  30.52		 11.58   	  45.78		
-30.52   	-79.04   	 13.12   	  30.52		 11.76   	  45.78		
-32.35   	-81.79   	 13.25   	  20.35		 11.94   	  45.78		
-34.79   	-82.70   	 13.33   	  20.35		 12.13   	  40.69		
-35.10   	-81.48   	 13.41   	  20.35		 12.29   	  45.78		
-33.26   	-80.57   	 13.49   	  20.35		 12.47   	  40.69		
-30.21   	-80.57   	 13.57   	  20.35		 12.63   	  35.61		
-28.38   	-81.79   	 13.65   	  10.17		 12.78   	  35.61		
-29.30   	-82.40   	 13.69   	   5.09		 12.92   	  35.61		
-31.13   	-80.26   	 13.71   	   5.09		 13.06   	  30.52		
-30.82   	-74.16   	 13.73   	   5.09		 13.18   	  35.61		
-26.55   	-63.17   	 13.75   	   0.00		 13.33   	  35.61		
-19.23   	-49.44   	 13.75   	  10.17		 13.47   	  30.52		
-12.82   	-35.71   	 13.79   	  15.26		 13.59   	  25.43		
-10.07   	-25.02   	 13.86   	  15.26		 13.69   	  25.43		
-10.99   	-18.92   	 13.92   	  20.35		 13.79   	  15.26		
-12.51   	-16.48   	 14.00   	  15.26		 13.86   	  20.35		
-11.60   	-15.26   	 14.06   	  20.35		 13.94   	  15.26		
 -7.63   	-12.51   	 14.14   	  10.17		 14.00   	  20.35		
 -1.83   	 -8.24   	 14.18   	  10.17		 14.08   	  20.35		
  4.27   	 -2.75   	 14.22   	  10.17		 14.16   	  25.43		
  9.16   	  3.36   	 14.26   	  10.17		 14.26   	  20.35		
 13.12   	  9.77   	 14.30   	   5.09		 14.34   	  25.43		
 15.56   	 14.95   	 14.32   	  10.17		 14.45   	  15.26		
 16.78   	 15.87   	 14.36   	   5.09		 14.51   	   5.09		
 18.01   	 10.99   	 14.38   	   5.09		 14.53   	   5.09		
 21.67   	  0.61   	 14.40   	   5.09		 14.55   	  -5.09		
 27.77   	-10.99   	 14.43   	  -5.09		 14.53   	  -5.09		
 34.18   	-19.53   	 14.40   	  -5.09		 14.51   	 -10.17		
 36.01   	-24.11   	 14.38   	  -5.09		 14.47   	   0.00		
 30.21   	-26.86   	 14.36   	  -5.09		 14.47   	   5.09		
 16.78   	-29.30   	 14.34   	  -5.09		 14.49   	  10.17		
  0.92   	-31.74   	 14.32   	  10.17		 14.53   	  20.35		
-13.43   	-34.48   	 14.36   	  15.26		 14.61   	  20.35		
-25.63   	-38.76   	 14.43   	  30.52		 14.69   	  20.35		
-35.71   	-46.08   	 14.55   	  45.78		 14.77   	  25.43		
-44.25   	-56.46   	 14.73   	  55.95		 14.87   	  30.52		
-49.13   	-67.14   	 14.95   	  61.04		 14.99   	  30.52		
-48.52   	-74.77   	 15.20   	  71.21		 15.12   	  35.61		
-43.64   	-78.13   	 15.48   	  66.12		 15.26   	  40.69		
-38.45   	-79.04   	 15.75   	  71.21		 15.42   	  40.69		
-36.32   	-79.65   	 16.03   	  66.12		 15.58   	  35.61		
-36.93   	-81.79   	 16.30   	  61.04		 15.73   	  35.61		
-39.06   	-84.23   	 16.54   	  50.86		 15.87   	  25.43		
-40.59   	-85.45   	 16.74   	  35.61		 15.97   	  20.35		
-40.89   	-84.53   	 16.89   	  15.26		 16.05   	   5.09		
-40.89   	-81.48   	 16.95   	 -10.17		 16.07   	   0.00		
-40.59   	-76.60   	 16.91   	 -25.43		 16.07   	 -10.17		
-39.37   	-72.33   	 16.81   	 -35.61		 16.03   	 -10.17		
-37.84   	-70.19   	 16.66   	 -35.61		 15.99   	 -15.26		
-36.93   	-70.19   	 16.52   	 -30.52		 15.93   	 -15.26		
-37.23   	-70.50   	 16.40   	 -15.26		 15.87   	  -5.09		
-37.23   	-68.97   	 16.34   	   5.09		 15.85   	   0.00		
-36.62   	-65.00   	 16.36   	  25.43		 15.85   	   0.00		
-35.10   	-61.04   	 16.46   	  45.78		 15.85(E)	  10.17		
-34.18   	-59.81   	 16.64   	  71.21		 15.89   	  15.26		
-35.40   	-62.56   	 16.93   	  81.38		 15.95   	  20.35		
-36.93   	-65.31   	 17.25   	  96.64		 16.03   	  25.43		
-32.65   	-63.48   	 17.64   	  91.56		 16.13   	  30.52		
-13.43   	-54.63   	 18.01   	  86.47		 16.26   	  30.52		
 28.38   	-35.40   	 18.35   	  71.21		 16.38   	  35.61		
 93.38   	 -1.22   	 18.64   	  50.86		 16.52   	  35.61		
175.48   	 57.37   	 18.84   	  30.52		 16.66   	  40.69		
263.37   	147.40   	 18.96   	  10.17		 16.83   	  40.69		
340.58   	261.23   	 19.00   	   0.00		 16.99   	  50.86		
388.79   	364.07   	 19.00   	  -5.09		 17.19   	  55.95		
389.10   	408.94(R)	 18.98   	  -5.09		 17.42   	  71.21		
327.45   	367.43   	 18.96   	   0.00		 17.70   	  81.38		
208.13   	249.33   	 18.96   	  10.17		 18.03   	 101.73		
 60.12   	100.71   	 19.00   	  20.35		 18.43   	 137.33		
-72.94   	-23.50   	 19.08   	  45.78		 18.98   	 167.85		
-152.59   	-95.21   	 19.27   	  66.12		 19.65   	 218.72		
-167.24   	-116.88   	 19.53   	  76.30		 20.53   	 274.67		
-136.41   	-108.64   	 19.84   	  91.56		 21.63   	 330.62		
-94.30   	-88.50   	 20.20   	 106.82		 22.95   	 406.92		
-65.31   	-65.92   	 20.63   	 116.99		 24.58   	 478.13		
-55.54   	-47.00   	 21.10   	 132.25		 26.49   	 569.68		
-55.24   	-35.10   	 21.63   	 147.51		 28.77   	 661.24		
-53.71   	-31.43   	 22.22   	 162.77		 31.41   	 757.88		
-47.30   	-33.26   	 22.87   	 172.94		 34.45   	 844.35		
-40.28   	-35.40   	 23.56   	 178.03		 37.82   	 930.82		
-37.54   	-35.71   	 24.27   	 183.11		 41.55   	1007.12		
-39.06   	-35.10   	 25.00   	 193.29		 45.57   	1073.24		
-41.81   	-35.10   	 25.78   	 208.54		 49.87   	1119.02		
-43.64   	-35.71   	 26.61   	 233.98		 54.34   	1144.45		
-43.64   	-36.62   	 27.55   	 259.41		 58.92   	1154.62		
-42.42   	-37.23   	 28.59   	 284.84		 63.54   	1144.45		
-41.81   	-36.93   	 29.73   	 289.93		 68.12   	1119.02		
-41.81   	-36.01   	 30.88   	 284.84		 72.59   	1083.41		
-40.59   	-33.57   	 32.02   	 269.58		 76.93   	1027.46		
-37.54   	-28.08   	 33.10   	 239.06		 81.04   	 956.25		
-33.26   	-21.36   	 34.06   	 213.63		 84.86   	 869.78		
-28.38   	-15.26   	 34.91   	 178.03		 88.34   	 773.14		
-25.02   	-10.68   	 35.63   	 147.51		 91.43   	 676.50		
-24.72   	 -7.63   	 36.22   	 116.99		 94.14   	 595.11		
-26.25   	 -6.71   	 36.68   	  91.56		 96.52   	 523.90		
-28.08   	 -7.32   	 37.05   	  71.21		 98.62   	 473.04		
-28.38   	 -9.46   	 37.33   	  N/A		100.51   	  N/A		
