  I     	  II     	  CH1     	  CH1'		  PW     	  PW'		
 36.32   	 65.92   	 -0.53   	  -5.09		  8.14   	   5.09		
 25.02   	 53.41   	 -0.55   	   0.00		  8.16   	   5.09		
  9.77   	 29.30   	 -0.55   	   0.00		  8.18   	  10.17		
 -7.63   	 -4.58   	 -0.55   	   0.00		  8.22   	  10.17		
-24.72   	-40.89   	 -0.55   	   0.00		  8.26   	  10.17		
-37.54   	-72.02   	 -0.55   	   5.09		  8.30   	  15.26		
-43.03   	-93.08   	 -0.53   	   0.00		  8.36   	  10.17		
-42.11   	-103.15   	 -0.53   	   0.00		  8.40   	  15.26		
-38.45   	-105.90   	 -0.53   	   0.00		  8.46   	   5.09		
-36.32   	-106.81   	 -0.53   	   0.00		  8.48   	   0.00		
-37.84   	-109.86   	 -0.53   	   0.00		  8.48   	 -10.17		
-42.11   	-115.05   	 -0.53   	   0.00		  8.44   	 -20.35		
-46.69   	-120.24   	 -0.53   	   0.00		  8.36   	 -30.52		
-49.13   	-123.90   	 -0.53   	   0.00		  8.24   	 -35.61		
-49.44   	-125.73   	 -0.53   	   0.00		  8.10   	 -35.61		
-49.44   	-126.95   	 -0.53   	   0.00		  7.96   	 -35.61		
-49.44   	-128.17   	 -0.53   	   0.00		  7.81   	 -25.43		
-50.35   	-129.09   	 -0.53   	   0.00		  7.71   	 -20.35		
-50.66   	-128.78   	 -0.53   	   0.00		  7.63   	  -5.09		
-50.05   	-129.09   	 -0.53   	   5.09		  7.61   	  10.17		
-49.44   	-136.41   	 -0.51   	   0.00		  7.65   	  30.52		
-48.22   	-158.08   	 -0.51   	   0.00		  7.77   	  40.69		
-42.11   	-190.12   	 -0.51   	   0.00		  7.93   	  50.86		
-18.01   	-209.35   	 -0.51   	   5.09		  8.14   	  61.04		
 41.20   	-179.14   	 -0.49   	   0.00		  8.38   	  55.95		
150.15   	-68.05   	 -0.49   	   0.00		  8.61   	  50.86		
313.72   	130.92   	 -0.49   	   0.00		  8.81   	  45.78		
519.41   	390.93   	 -0.49   	   0.00		  8.99   	  30.52		
735.17   	663.15   	 -0.49   	   0.00		  9.11   	  20.35		
915.22   	901.49   	 -0.49   	  -5.09		  9.20   	  25.43		
944.52   	1158.45(R)	 -0.51   	   0.00		  9.30   	  10.17		
720.83   	1127.32   	 -0.51   	   0.00		  9.34   	  15.26		
374.45   	973.82   	 -0.51   	  -5.09		  9.40   	  30.52		
  6.71   	721.13   	 -0.53   	   0.00		  9.52   	  35.61		
-263.06   	431.21   	 -0.53   	   0.00		  9.66   	  45.78		
-360.11   	183.41   	 -0.53   	   0.00		  9.85   	  50.86		
-299.07   	 29.60   	 -0.53   	   0.00		 10.05   	  55.95		
-167.24   	-34.18   	 -0.53   	   0.00		 10.27   	  55.95		
-62.26   	-50.66   	 -0.53   	   0.00		 10.50   	  50.86		
-30.82   	-62.26   	 -0.53   	   0.00		 10.70   	  45.78		
-57.68   	-84.23   	 -0.53   	   0.00		 10.89   	  40.69		
-95.83   	-108.34   	 -0.53   	  -5.09		 11.05   	  35.61		
-111.08   	-121.46   	 -0.55   	   0.00		 11.19   	  30.52		
-100.40   	-121.15   	 -0.55   	   0.00		 11.31   	  20.35		
-81.18   	-116.58   	 -0.55   	   0.00		 11.39   	  15.26		
-68.97   	-115.36   	 -0.55   	   5.09		 11.45   	  10.17		
-67.75   	-118.41   	 -0.53   	   0.00		 11.50(A)	   0.00		
-71.41   	-122.68   	 -0.53   	   0.00		 11.50   	 -10.17		
-73.55   	-124.82   	 -0.53   	   5.09		 11.45   	 -20.35		
-72.02   	-124.21   	 -0.51   	   0.00		 11.37   	 -30.52		
-68.05   	-121.46   	 -0.51   	   0.00		 11.25   	 -40.69		
-64.09   	-117.80   	 -0.51   	   0.00		 11.09   	 -40.69		
-61.95   	-114.75   	 -0.51   	   0.00		 10.93   	 -50.86		
-61.04   	-112.30   	 -0.51   	   0.00		 10.72   	 -40.69		
-60.42   	-110.17   	 -0.51   	   0.00		 10.56   	 -35.61		
-58.90   	-106.81   	 -0.51   	   0.00		 10.42   	 -25.43		
-56.76   	-103.15   	 -0.51   	   0.00		 10.32   	   0.00		
-54.93   	-100.10   	 -0.51   	  -5.09		 10.32   	  10.17		
-53.71   	-97.66   	 -0.53   	   0.00		 10.36   	  35.61		
-53.41   	-96.44   	 -0.53   	   0.00		 10.50   	  40.69		
-53.10   	-94.91   	 -0.53   	   0.00		 10.66   	  55.95		
-52.19   	-92.47   	 -0.53   	   0.00		 10.89   	  50.86		
-50.35   	-88.50   	 -0.53   	   0.00		 11.09   	  40.69		
-47.61   	-83.92   	 -0.53   	   0.00		 11.25   	  25.43		
-44.56   	-78.74   	 -0.53   	   0.00		 11.35   	   5.09		
-41.50   	-74.16   	 -0.53   	   0.00		 11.37   	 -10.17		
-39.06   	-70.19   	 -0.53   	   0.00		 11.33   	 -30.52		
-37.54   	-67.14   	 -0.53   	   0.00		 11.21   	 -40.69		
-36.93   	-64.09   	 -0.53   	   5.09		 11.05   	 -50.86		
-36.32   	-60.42   	 -0.51   	  -5.09		 10.84   	 -50.86		
-34.48   	-54.93   	 -0.53   	   0.00		 10.64   	 -45.78		
-31.13   	-48.22   	 -0.53   	   0.00		 10.46   	 -45.78		
-26.86   	-40.28   	 -0.53   	   0.00		 10.27   	 -30.52		
-22.28   	-32.96   	 -0.53   	   0.00		 10.15   	 -30.52		
-17.70   	-26.25   	 -0.53   	   0.00		 10.03   	 -15.26		
-13.43   	-20.14   	 -0.53   	  -5.09		  9.97   	  -5.09		
 -8.24   	-14.04   	 -0.55   	   5.09		  9.95   	   0.00		
 -2.14   	 -6.41   	 -0.53   	   0.00		  9.95   	   5.09		
  5.19   	  2.75   	 -0.53   	   0.00		  9.97   	   5.09		
 12.51   	 13.12   	 -0.53   	   0.00		  9.99   	   5.09		
 19.84   	 24.11   	 -0.53   	   5.09		 10.01   	  -5.09		
 27.16   	 35.71   	 -0.51   	   0.00		  9.99   	 -15.26		
 35.40   	 48.22   	 -0.51   	   0.00		  9.93   	 -15.26		
 44.86   	 61.95   	 -0.51   	   0.00		  9.87   	 -30.52		
 54.93   	 76.60   	 -0.51   	   0.00		  9.75   	 -30.52		
 64.70   	 91.86   	 -0.51   	   0.00		  9.62   	 -35.61		
 73.85   	106.20   	 -0.51   	   0.00		  9.48   	 -30.52		
 82.40   	119.02   	 -0.51   	  -5.09		  9.36   	 -25.43		
 90.33   	130.31   	 -0.53   	   0.00		  9.26   	 -15.26		
 97.35   	140.38   	 -0.53   	   0.00		  9.20   	 -15.26		
103.45   	148.93   	 -0.53   	   0.00		  9.14   	 -10.17		
107.73   	156.25   	 -0.53   	   0.00		  9.09   	   0.00		
110.17   	162.05   	 -0.53   	   0.00		  9.09   	  -5.09		
111.08   	166.93   	 -0.53   	   0.00		  9.07   	  -5.09		
111.39   	170.90   	 -0.53   	   0.00		  9.05   	   0.00		
110.17   	173.34   	 -0.53   	   0.00		  9.05   	   0.00		
107.42   	173.65   	 -0.53   	   5.09		  9.05   	  -5.09		
102.54   	169.98   	 -0.51   	   0.00		  9.03   	  -5.09		
 95.21   	161.74   	 -0.51   	   0.00		  9.01   	  -5.09		
 86.06   	149.54   	 -0.51   	   0.00		  8.99   	  -5.09		
 75.38   	133.97   	 -0.51   	   0.00		  8.97   	 -10.17		
 63.78   	115.66   	 -0.51   	   0.00		  8.93   	 -10.17		
 51.57   	 95.52   	 -0.51   	   5.09		  8.89   	 -10.17		
 38.76   	 74.46   	 -0.49   	   0.00		  8.85   	 -10.17		
 25.94   	 53.10   	 -0.49   	  -5.09		  8.81   	  -5.09		
 13.73   	 32.65   	 -0.51   	  -5.09		  8.79   	  -5.09		
  2.44   	 14.95   	 -0.53   	   5.09		  8.77   	   5.09		
 -7.32   	 -0.61   	 -0.51   	   0.00		  8.79   	   0.00		
-15.26   	-13.43   	 -0.51   	   0.00		  8.79   	  10.17		
-21.97   	-24.41   	 -0.51   	   0.00		  8.83   	  10.17		
-28.08   	-33.57   	 -0.51   	   0.00		  8.87   	  10.17		
-33.57   	-41.20   	 -0.51   	  -5.09		  8.91   	  10.17		
-37.84   	-47.30   	 -0.53   	   0.00		  8.95   	  10.17		
-40.89   	-52.19   	 -0.53   	   0.00		  8.99   	  10.17		
-43.03   	-56.15   	 -0.53   	   0.00		  9.03   	  15.26		
-44.86   	-59.51   	 -0.53   	   0.00		  9.09   	  10.17		
-46.69   	-61.34   	 -0.53   	   0.00		  9.14   	  15.26		
-48.83   	-62.26   	 -0.53   	   0.00		  9.20   	  10.17		
-50.35   	-61.95   	 -0.53   	  -5.09		  9.24   	  15.26		
-51.27   	-61.04   	 -0.55   	   0.00		  9.30   	   5.09		
-51.27   	-60.42   	 -0.55   	   0.00		  9.32   	   0.00		
-51.27   	-60.12   	 -0.55   	   0.00		  9.32   	   0.00		
-51.27   	-60.12   	 -0.55   	  -5.09		  9.32   	 -15.26		
-51.57   	-60.12   	 -0.57   	   5.09		  9.26   	 -30.52		
-52.19   	-59.81   	 -0.55   	   0.00		  9.14   	 -40.69		
-53.10   	-59.20   	 -0.55   	   0.00		  8.97   	 -61.04		
-53.41   	-57.98   	 -0.55   	   0.00		  8.73   	 -71.21		
-53.71   	-56.46   	 -0.55   	   0.00		  8.44   	 -81.38		
-53.71   	-55.24   	 -0.55   	   0.00		  8.12   	 -91.56		
-53.41   	-53.71   	 -0.55   	   0.00		  7.75   	 -91.56		
-52.80   	-52.19   	 -0.55   	   0.00		  7.39   	 -91.56		
-51.88   	-50.35   	 -0.55   	   5.09		  7.02   	 -76.30		
-50.66   	-48.83   	 -0.53   	   0.00		  6.71   	 -66.12		
-49.13   	-47.61   	 -0.53   	   0.00		  6.45   	 -45.78		
-47.91   	-47.00   	 -0.53   	   0.00		  6.27   	 -20.35		
-46.39   	-46.08   	 -0.53   	   5.09		  6.19   	   0.00		
-44.86   	-45.17   	 -0.51   	   0.00		  6.19   	  30.52		
-43.03   	-43.95   	 -0.51   	   0.00		  6.31   	  55.95		
-41.20   	-43.33   	 -0.51   	   5.09		  6.53   	  71.21		
-39.37   	-43.33   	 -0.49   	   0.00		  6.82   	  91.56		
-38.15   	-43.33   	 -0.49   	   0.00		  7.18   	  91.56		
-36.93   	-43.64   	 -0.49   	   0.00		  7.55   	 101.73		
-36.32   	-43.95   	 -0.49   	   0.00		  7.96   	  96.64		
-35.71   	-44.56   	 -0.49   	   0.00		  8.34   	  86.47		
-35.10   	-45.17   	 -0.49   	   0.00		  8.69   	  76.30		
-34.48   	-45.78   	 -0.49   	  -5.09		  8.99   	  66.12		
-33.57   	-46.69   	 -0.51   	   5.09		  9.26   	  45.78		
-32.65   	-47.91   	 -0.49   	   0.00		  9.44   	  25.43		
-32.65   	-49.44   	 -0.49   	   0.00		  9.54   	  15.26		
-33.87   	-50.96   	 -0.49   	   0.00		  9.60   	   5.09		
-34.79   	-51.88   	 -0.49   	   0.00		  9.62(V)	  -5.09		
-34.79   	-51.88   	 -0.49   	   0.00		  9.60   	 -10.17		
-33.87   	-51.57   	 -0.49   	   0.00		  9.56   	 -10.17		
-32.35   	-51.88   	 -0.49   	   0.00		  9.52   	 -10.17		
-31.13   	-53.10   	 -0.49   	   0.00		  9.48   	  -5.09		
-31.13   	-54.93   	 -0.49   	   0.00		  9.46   	  -5.09		
-32.04   	-56.15   	 -0.49   	  -5.09		  9.44   	  -5.09		
-32.65   	-56.46   	 -0.51   	  -5.09		  9.42   	   0.00		
-32.96   	-55.24   	 -0.53   	   0.00		  9.42   	   0.00		
-32.35   	-53.71   	 -0.53   	   0.00		  9.42   	  -5.09		
-31.43   	-53.10   	 -0.53   	  -5.09		  9.40   	   0.00		
-31.43   	-54.02   	 -0.55   	   0.00		  9.40   	 -10.17		
-32.04   	-56.15   	 -0.55   	   0.00		  9.36   	 -10.17		
-33.57   	-58.29   	 -0.55   	  -5.09		  9.32   	 -15.26		
-34.79   	-59.81   	 -0.57   	   0.00		  9.26   	 -15.26		
-35.10   	-59.81   	 -0.57   	   5.09		  9.20   	 -20.35		
-35.10   	-58.90   	 -0.55   	   0.00		  9.11   	 -20.35		
-34.79   	-57.98   	 -0.55   	   0.00		  9.03   	 -20.35		
-35.40   	-57.68   	 -0.55   	   5.09		  8.95   	 -15.26		
-36.01   	-57.98   	 -0.53   	   0.00		  8.89   	 -15.26		
-36.62   	-58.59   	 -0.53   	   0.00		  8.83   	 -15.26		
-36.93   	-59.51   	 -0.53   	   0.00		  8.77   	 -10.17		
-36.93   	-59.81   	 -0.53   	   0.00		  8.73   	  -5.09		
-36.62   	-59.51   	 -0.53   	  -5.09		  8.71   	   0.00		
-36.62   	-58.59   	 -0.55   	   0.00		  8.71   	   5.09		
-36.32   	-57.68   	 -0.55   	   5.09		  8.73   	   5.09		
-36.01   	-57.68   	 -0.53   	   0.00		  8.75   	   5.09		
-36.01   	-58.29   	 -0.53   	  -5.09		  8.77   	   5.09		
-36.32   	-59.51   	 -0.55   	   0.00		  8.79   	   5.09		
-37.23   	-60.42   	 -0.55   	   5.09		  8.81   	   5.09		
-38.15   	-60.73   	 -0.53   	   0.00		  8.83   	   5.09		
-38.45   	-60.12   	 -0.53   	   0.00		  8.85   	  -5.09		
-38.15   	-59.51   	 -0.53   	   0.00		  8.83   	   0.00		
-37.54   	-58.90   	 -0.53   	   0.00		  8.83   	   0.00		
-36.62   	-58.29   	 -0.53   	   0.00		  8.83   	   0.00		
-36.01   	-57.68   	 -0.53   	   0.00		  8.83   	   5.09		
-36.01   	-57.68   	 -0.53   	   0.00		  8.85   	   5.09		
-36.01   	-57.68   	 -0.53   	   0.00		  8.87   	  15.26		
-35.71   	-57.37   	 -0.53   	   0.00		  8.93   	  15.26		
-35.10   	-57.07   	 -0.53   	   0.00		  8.99   	  20.35		
-34.18   	-56.46   	 -0.53   	   0.00		  9.07   	  15.26		
-32.96   	-55.85   	 -0.53   	   0.00		  9.14   	  20.35		
-32.35   	-55.54   	 -0.53   	   5.09		  9.22   	  15.26		
-32.04   	-55.24   	 -0.51   	   0.00		  9.28   	  10.17		
-32.65   	-55.24   	 -0.51   	   0.00		  9.32   	   5.09		
-33.26   	-55.24   	 -0.51   	   0.00		  9.34   	   0.00		
-33.87   	-53.41   	 -0.51   	   0.00		  9.34   	  -5.09		
-32.65   	-48.22   	 -0.51   	   0.00		  9.32   	 -10.17		
-28.99   	-37.54   	 -0.51   	   0.00		  9.28   	 -15.26		
-21.97   	-20.45   	 -0.51   	   5.09		  9.22   	 -15.26		
-12.51   	  1.22   	 -0.49   	   0.00		  9.16   	 -15.26		
 -2.14   	 22.28   	 -0.49   	   0.00		  9.09   	  -5.09		
  6.41   	 37.23   	 -0.49   	   0.00		  9.07   	 -10.17		
 11.90   	 42.72   	 -0.49   	   5.09		  9.03   	   0.00		
 15.26   	 40.28   	 -0.47   	  -5.09		  9.03   	   0.00		
 19.53   	 36.32   	 -0.49   	   0.00		  9.03   	   5.09		
 27.16   	 39.67   	 -0.49   	   0.00		  9.05   	   5.09		
 38.15   	 54.63   	 -0.49   	   0.00		  9.07   	   0.00		
 50.35   	 77.82   	 -0.49   	  -5.09		  9.07   	   0.00		
 60.42   	 97.96   	 -0.51   	  -5.09		  9.07   	   0.00		
 66.53   	105.59   	 -0.53   	   5.09		  9.07   	  -5.09		
 68.66   	 97.66   	 -0.51   	   0.00		  9.05   	 -10.17		
 68.97   	 81.79   	 -0.51   	  -5.09		  9.01   	 -10.17		
 67.44   	 69.58   	 -0.53   	   0.00		  8.97   	  -5.09		
 63.78   	 65.92   	 -0.53   	   0.00		  8.95   	 -10.17		
 56.15   	 65.92   	 -0.53   	   0.00		  8.91   	  -5.09		
 43.64   	 59.20   	 -0.53   	   0.00		  8.89   	   0.00		
 27.47   	 39.06   	 -0.53   	  -5.09		  8.89   	   5.09		
  8.24   	  6.71   	 -0.55   	   0.00		  8.91   	   5.09		
-10.99   	-28.69   	 -0.55   	   0.00		  8.93   	  10.17		
-26.86   	-58.59   	 -0.55   	   0.00		  8.97   	  10.17		
-37.23   	-78.13   	 -0.55   	  -5.09		  9.01   	  15.26		
-41.20   	-88.20   	 -0.57   	  N/A		  9.07   	  N/A		
