  I     	  II     	  CH1     	  CH1'		  AO     	  AO'		
 36.32   	 87.28   	  6.45   	   5.09		114.85   	-295.01		
 30.21   	 74.46   	  6.47   	  -5.09		113.67   	-279.75		
 25.02   	 64.70   	  6.45   	   0.00		112.55   	-269.58		
 20.14   	 51.57   	  6.45   	   0.00		111.47   	-259.41		
 15.87   	 34.18   	  6.45   	   0.00		110.44   	-259.41		
 12.51   	 17.09   	  6.45   	   0.00		109.40   	-264.50		
  9.77   	  5.19   	  6.45   	   0.00		108.34   	-279.75		
  8.24   	 -1.53   	  6.45   	   0.00		107.22   	-310.27		
  6.41   	 -6.41   	  6.45   	   0.00		105.98   	-350.97		
  4.27   	-13.73   	  6.45   	   0.00		104.58   	-386.57		
  1.53   	-23.19   	  6.45   	  -5.09		103.03   	-406.92		
 -0.92   	-33.87   	  6.43   	   0.00		101.40   	-412.00		
 -2.75   	-43.33   	  6.43   	   0.00		 99.76   	-401.83		
 -3.05   	-49.74   	  6.43   	   0.00		 98.15   	-366.22		
 -3.36   	-52.49   	  6.43   	   0.00		 96.68   	-315.36		
 -4.58   	-52.49   	  6.43   	   0.00		 95.42   	-249.24		
 -6.71   	-49.44   	  6.43   	   0.00		 94.42   	-127.16		
 -9.46   	-45.17   	  6.43   	   0.00		 93.92   	  25.43		
-11.29   	-40.89   	  6.43   	   0.00		 94.02   	 157.68		
-11.29   	-38.15   	  6.43   	   0.00		 94.65   	 249.24		
-10.38   	-37.54   	  6.43   	   0.00		 95.65   	 284.84		
 -9.16   	-38.15   	  6.43   	   5.09		 96.78   	 244.15		
 -8.85   	-38.15   	  6.45   	   0.00		 97.76   	 167.85		
 -9.16   	-34.48   	  6.45   	   0.00		 98.43   	  71.21		
 -9.46   	-28.38   	  6.45   	   0.00		 98.72   	 -35.61		
 -8.24   	-21.67   	  6.45   	   0.00		 98.58   	-132.25		
 -6.10   	-17.70   	  6.45   	   5.09		 98.05   	-233.98		
 -3.36   	-16.78   	  6.47   	   0.00		 97.11   	-300.10		
 -1.83   	-16.48   	  6.47   	   0.00		 95.91   	-305.19		
 -1.83   	-15.26   	  6.47   	   0.00		 94.69   	-284.84		
 -3.05   	-14.65   	  6.47   	   5.09		 93.55   	-244.15		
 -4.58   	-18.31   	  6.49   	   0.00		 92.57   	-188.20		
 -6.10   	-27.77   	  6.49   	   0.00		 91.82   	-116.99		
 -7.02   	-41.20   	  6.49   	   0.00		 91.35   	 -50.86		
 -7.93   	-52.19   	  6.49   	   0.00		 91.15   	  -5.09		
 -9.16   	-55.24   	  6.49   	   0.00		 91.13   	  10.17		
 -9.77   	-49.44   	  6.49   	   0.00		 91.17   	  10.17		
 -9.16   	-39.98   	  6.49   	   0.00		 91.21   	  -5.09		
 -7.93   	-33.57   	  6.49   	   0.00		 91.19   	 -40.69		
 -6.41   	-36.01   	  6.49   	   0.00		 91.03   	 -76.30		
 -5.49   	-46.08   	  6.49   	   0.00		 90.72   	 -96.64		
 -5.19   	-56.76   	  6.49   	   0.00		 90.34   	-116.99		
 -5.49   	-60.73   	  6.49   	   0.00		 89.87   	-106.82		
 -5.80   	-57.37   	  6.49   	  -5.09		 89.44   	 -96.64		
 -5.80   	-50.05   	  6.47   	   0.00		 89.05   	 -76.30		
 -6.10   	-43.95   	  6.47   	   0.00		 88.75   	 -50.86		
 -6.71   	-41.20   	  6.47   	  -5.09		 88.54   	 -35.61		
 -6.71   	-40.59   	  6.45   	   0.00		 88.40   	 -35.61		
 -5.80   	-40.89   	  6.45   	   0.00		 88.26   	 -35.61		
 -4.27   	-44.56   	  6.45   	  -5.09		 88.12   	 -35.61		
 -2.14   	-52.49   	  6.43   	   0.00		 87.98   	 -35.61		
 -1.22   	-63.17   	  6.43   	  -5.09		 87.83   	 -45.78		
 -1.53   	-71.41   	  6.41   	   0.00		 87.65   	 -50.86		
 -3.05   	-72.33   	  6.41   	   0.00		 87.45   	 -61.04		
 -4.27   	-64.70   	  6.41   	  -5.09		 87.20   	 -66.12		
 -5.19   	-53.10   	  6.39   	   0.00		 86.94   	 -76.30		
 -5.19   	-44.25   	  6.39   	   0.00		 86.63   	 -91.56		
 -4.58   	-43.64   	  6.39   	   0.00		 86.27   	 -96.64		
 -3.66   	-51.27   	  6.39   	   0.00		 85.88   	 -91.56		
 -2.75   	-63.17   	  6.39   	   0.00		 85.51   	 -81.38		
 -1.83   	-73.55   	  6.39   	   0.00		 85.19   	 -81.38		
 -0.31   	-78.43   	  6.39   	   0.00		 84.86   	 -76.30		
  0.61   	-77.82   	  6.39   	   0.00		 84.56   	 -66.12		
  0.61   	-74.16   	  6.39   	   0.00		 84.29   	 -61.04		
 -0.61   	-71.11   	  6.39   	   5.09		 84.05   	 -61.04		
 -2.14   	-70.50   	  6.41   	   0.00		 83.80   	 -61.04		
 -3.66   	-71.41   	  6.41   	   0.00		 83.56   	 -61.04		
 -4.88   	-72.02   	  6.41   	   5.09		 83.32   	 -61.04		
 -5.49   	-71.11   	  6.43   	   0.00		 83.07   	 -55.95		
 -6.71   	-68.97   	  6.43   	   5.09		 82.85   	 -50.86		
 -7.93   	-67.44   	  6.45   	   0.00		 82.64   	 -45.78		
 -8.54   	-67.14   	  6.45   	   0.00		 82.46   	 -40.69		
 -8.85   	-65.92   	  6.45   	   5.09		 82.30   	 -35.61		
 -8.85   	-62.26   	  6.47   	   0.00		 82.16   	 -30.52		
 -8.24   	-56.15   	  6.47   	   0.00		 82.03   	 -35.61		
 -7.93   	-49.74   	  6.47   	   5.09		 81.89   	 -40.69		
 -7.93   	-46.39   	  6.49   	   0.00		 81.73   	 -55.95		
 -7.63   	-47.30   	  6.49   	   0.00		 81.51   	-101.73		
 -7.63   	-52.19   	  6.49   	   0.00		 81.10   	-152.59		
 -7.63   	-58.59   	  6.49   	   0.00		 80.49   	-152.59		
 -7.93   	-64.39   	  6.49   	   0.00		 79.88   	-127.16		
 -7.93   	-69.89   	  6.49   	   0.00		 79.37   	-122.07		
 -7.63   	-75.68   	  6.49   	   0.00		 78.88   	 -66.12		
 -7.02   	-81.48   	  6.49   	   0.00		 78.62   	  -5.09		
 -6.10   	-85.14   	  6.49   	   0.00		 78.60   	  40.69		
 -5.80   	-84.53   	  6.49   	   0.00		 78.76   	  71.21		
 -5.49   	-79.96   	  6.49   	   0.00		 79.04   	  96.64		
 -5.49   	-75.38   	  6.49   	   0.00		 79.43   	 101.73		
 -5.49   	-74.77   	  6.49   	   0.00		 79.84   	  81.38		
 -5.49   	-80.57   	  6.49   	   0.00		 80.16   	  30.52		
 -5.80   	-90.64   	  6.49   	   0.00		 80.28   	 -35.61		
 -6.41   	-100.71   	  6.49   	   0.00		 80.14   	-106.82		
 -7.93   	-107.42   	  6.49   	  -5.09		 79.71   	-178.03		
 -9.16   	-108.95   	  6.47   	   0.00		 79.00   	-228.89		
-10.07   	-104.68   	  6.47   	   0.00		 78.09   	-244.15		
-10.07   	-94.91   	  6.47   	   0.00		 77.11   	-198.37		
 -9.16   	-80.57   	  6.47   	  -5.09		 76.32   	-167.85		
 -7.63   	-64.39   	  6.45   	   0.00		 75.65   	-142.42		
 -6.10   	-51.88   	  6.45   	   0.00		 75.08   	 -76.30		
 -5.49   	-47.30   	  6.45   	  -5.09		 74.77   	   0.00		
 -6.10   	-50.96   	  6.43   	   0.00		 74.77   	  61.04		
 -7.63   	-59.20   	  6.43   	  -5.09		 75.01   	 106.82		
 -9.16   	-66.83   	  6.41   	   0.00		 75.44   	 137.33		
-10.38   	-70.50   	  6.41   	   0.00		 75.99   	 122.07		
 -9.77   	-70.19   	  6.41   	   0.00		 76.48   	  91.56		
 -8.24   	-68.36   	  6.41   	  -5.09		 76.85   	  40.69		
 -6.10   	-67.14   	  6.39   	   0.00		 77.01   	 -15.26		
 -5.49   	-67.75   	  6.39   	   0.00		 76.95   	 -66.12		
 -7.02   	-68.36   	  6.39   	   0.00		 76.68   	-111.90		
 -8.24   	-66.22   	  6.39   	   0.00		 76.24   	-152.59		
 -6.41   	-56.15   	  6.39   	   0.00		 75.63   	-157.68		
 -0.61   	-28.69   	  6.39   	   0.00		 74.99   	-137.33		
  7.32   	 30.21   	  6.39   	   0.00		 74.45   	-111.90		
 13.12   	134.58   	  6.39   	   5.09		 74.00   	 -86.47		
 15.26   	296.63   	  6.41   	   0.00		 73.65   	 -61.04		
 18.62   	512.70   	  6.41   	   0.00		 73.41   	 -35.61		
 32.35   	756.23   	  6.41   	   0.00		 73.27   	 -15.26		
 60.12   	973.51   	  6.41   	   5.09		 73.20   	   5.09		
 94.30   	1099.24(R)	  6.43   	   0.00		 73.22   	  15.26		
117.80   	1090.09   	  6.43   	   0.00		 73.29   	  30.52		
114.14   	955.51   	  6.43   	   0.00		 73.41   	  35.61		
 78.43   	753.78   	  6.43   	   5.09		 73.55   	  40.69		
 21.67   	558.78   	  6.45   	   0.00		 73.71   	  45.78		
-37.84   	412.90   	  6.45   	   0.00		 73.90   	  40.69		
-85.45   	311.58   	  6.45   	   0.00		 74.06   	   0.00		
-113.22   	227.36   	  6.45   	   5.09		 74.06   	 -45.78		
-121.77   	141.91   	  6.47   	   0.00		 73.88   	 -86.47		
-114.14   	 60.12   	  6.47   	   0.00		 73.53   	-127.16		
-93.38   	 -0.92   	  6.47   	   0.00		 73.02   	-188.20		
-64.70   	-34.18   	  6.47   	   0.00		 72.27   	-264.50		
-35.71   	-49.13   	  6.47   	   0.00		 71.21   	-300.10		
-14.04   	-58.29   	  6.47   	   0.00		 70.01   	-264.50		
 -3.05   	-68.05   	  6.47   	   5.09		 68.95   	-193.29		
  0.00   	-77.82   	  6.49   	  -5.09		 68.18   	 -61.04		
  0.00   	-85.45   	  6.47   	   0.00		 67.93(D)	  91.56		
  0.00   	-92.47   	  6.47   	   0.00		 68.30   	 259.41		
  0.92   	-101.32   	  6.47   	   0.00		 69.34   	 412.00		
  2.14   	-111.39   	  6.47   	   0.00		 70.99   	 523.90		
  1.83   	-120.24   	  6.47   	   0.00		 73.08   	 554.42		
  0.61   	-122.99   	  6.47   	   0.00		 75.30   	 488.30		
 -0.61   	-119.63   	  6.47   	   0.00		 77.25   	 361.14		
 -0.61   	-113.53   	  6.47   	   0.00		 78.70   	 162.77		
  0.31   	-110.78   	  6.47   	   0.00		 79.35   	 -61.04		
  1.22   	-113.53   	  6.47   	   0.00		 79.10   	-228.89		
  1.53   	-119.93   	  6.47   	  -5.09		 78.19   	-269.58		
  1.53   	-123.60   	  6.45   	   0.00		 77.11   	-172.94		
  1.53   	-119.32   	  6.45   	   0.00		 76.42   	  66.12		
  2.75   	-107.73   	  6.45   	   0.00		 76.68   	 422.18		
  4.88   	-96.44   	  6.45   	   0.00		 78.37   	 808.75		
  7.32   	-94.30   	  6.45   	  -5.09		 81.61   	1164.80		
  9.16   	-101.93   	  6.43   	   0.00		 86.27   	1459.81		
 10.07   	-112.30   	  6.43   	   5.09		 92.11   	1531.02		
 10.38   	-114.14   	  6.45   	   0.00		 98.23   	1307.22		
 10.38   	-102.84   	  6.45   	   0.00		103.46   	 900.30		
 10.38   	-83.62   	  6.45   	   0.00		107.06   	 462.87		
 10.68   	-67.44   	  6.45   	   0.00		108.91   	 106.82		
 11.90   	-62.26   	  6.45   	   0.00		109.34   	-152.59		
 14.04   	-67.14   	  6.45   	   5.09		108.73   	-254.32		
 16.78   	-75.38   	  6.47   	   0.00		107.71   	-152.59		
 19.23   	-80.57   	  6.47   	   0.00		107.10   	  96.64		
 21.36   	-81.48   	  6.47   	   0.00		107.49   	 335.71		
 22.89   	-79.96   	  6.47   	   5.09		108.83   	 569.68		
 23.80   	-78.13   	  6.49   	   0.00		111.11   	 722.28		
 24.72   	-73.85   	  6.49   	   0.00		114.00   	 707.02		
 25.94   	-65.61   	  6.49   	   0.00		116.83   	 544.25		
 28.08   	-53.41   	  6.49   	   0.00		119.00   	 325.53		
 31.43   	-39.67   	  6.49   	   0.00		120.30   	  91.56		
 35.40   	-28.99   	  6.49   	   0.00		120.67   	-106.82		
 39.37   	-24.72   	  6.49   	   0.00		120.24   	-239.06		
 43.03   	-27.77   	  6.49   	   0.00		119.29   	-300.10		
 46.08   	-34.18   	  6.49   	   0.00		118.09   	-249.24		
 48.52   	-37.54   	  6.49   	   0.00		117.09   	-101.73		
 50.66   	-31.74   	  6.49   	   0.00		116.68   	  96.64		
 53.71   	-13.12   	  6.49   	   0.00		117.07   	 320.45		
 57.37   	 15.87   	  6.49   	   0.00		118.35   	 483.21		
 61.95   	 46.69   	  6.49   	   0.00		120.28   	 544.25		
 67.14   	 70.80   	  6.49   	  -5.09		122.46   	 523.90		
 72.33   	 82.09   	  6.47   	   0.00		124.56   	 488.30		
 76.29   	 83.62   	  6.47   	   0.00		126.51   	 427.26		
 79.65   	 84.53   	  6.47   	   0.00		128.22   	 295.01		
 82.40   	 93.99   	  6.47   	   0.00		129.40   	 132.25		
 84.53   	115.66   	  6.47   	   0.00		129.93   	 -45.78		
 86.98   	144.04   	  6.47   	   0.00		129.75   	-228.89		
 89.72   	168.76   	  6.47   	   0.00		128.83   	-391.66		
 91.86   	181.88   	  6.47   	   0.00		127.26   	-518.82		
 92.77   	183.41   	  6.47   	  -5.09		125.19   	-569.68		
 92.77   	180.05   	  6.45   	   0.00		122.91   	-549.34		
 91.86   	178.83   	  6.45   	   0.00		120.71   	-452.69		
 90.64   	182.50   	  6.45   	   0.00		118.90   	-305.19		
 88.50   	187.07   	  6.45   	  -5.09		117.68   	-142.42		
 85.75   	186.16   	  6.43   	   0.00		117.11   	  30.52		
 81.79   	176.09   	  6.43   	   0.00		117.23   	 172.94		
 76.90   	157.78   	  6.43   	   0.00		117.92   	 274.67		
 71.11   	136.41   	  6.43   	  -5.09		119.02   	 310.27		
 64.09   	114.75   	  6.41   	   0.00		120.26   	 289.93		
 56.15   	 95.52   	  6.41   	   0.00		121.42   	 203.46		
 48.22   	 79.35   	  6.41   	  N/A		122.24   	  N/A		
