  I     	  II     	  LV     	  LV'		  PA     	  PA'		
-32.65   	-151.67   	 13.81   	  96.64		 14.57   	 218.72		
-37.23   	-145.26   	 14.20   	  86.47		 15.44   	 213.63		
-40.59   	-140.08   	 14.55   	  91.56		 16.30   	 218.72		
-38.76   	-137.63   	 14.91   	  81.38		 17.17   	 218.72		
-32.35   	-139.16   	 15.24   	  76.30		 18.05   	 213.63		
-25.63   	-143.43   	 15.54   	  55.95		 18.90   	 208.54		
-24.11   	-146.48   	 15.77   	  45.78		 19.74   	 198.37		
-28.99   	-144.65   	 15.95   	  30.52		 20.53   	 167.85		
-36.62   	-137.33   	 16.07   	  20.35		 21.20   	 137.33		
-40.89   	-126.95   	 16.15   	   5.09		 21.75   	 101.73		
-39.06   	-119.02   	 16.17   	   0.00		 22.16   	  50.86		
-33.26   	-116.88   	 16.17   	 -10.17		 22.36   	   0.00		
-28.08   	-121.46   	 16.13   	 -15.26		 22.36   	 -40.69		
-27.77   	-130.92   	 16.07   	 -25.43		 22.20   	 -76.30		
-31.74   	-140.99   	 15.97   	 -20.35		 21.89   	-101.73		
-35.71   	-146.18   	 15.89   	 -25.43		 21.49   	-111.90		
-35.71   	-144.04   	 15.79   	 -20.35		 21.04   	-116.99		
-32.65   	-137.63   	 15.71   	 -25.43		 20.57   	-101.73		
-29.60   	-131.23   	 15.61   	 -15.26		 20.16   	 -91.56		
-27.77   	-129.39   	 15.54   	 -15.26		 19.80   	 -66.12		
-27.77   	-132.75   	 15.48   	 -10.17		 19.53   	 -55.95		
-27.47   	-137.63   	 15.44   	 -10.17		 19.31   	 -40.69		
-26.86   	-140.08   	 15.40   	  -5.09		 19.15   	 -40.69		
-27.47   	-139.16   	 15.38   	   0.00		 18.98   	 -45.78		
-31.43   	-135.80   	 15.38   	   5.09		 18.80   	 -50.86		
-36.32   	-129.09   	 15.40   	   5.09		 18.60   	 -66.12		
-38.76   	-119.32   	 15.42   	   5.09		 18.33   	 -76.30		
-35.71   	-108.95   	 15.44   	  10.17		 18.03   	 -76.30		
-28.99   	-104.37   	 15.48   	   5.09		 17.72   	 -81.38		
-24.72   	-111.08   	 15.50   	  10.17		 17.40   	 -81.38		
-28.08   	-128.78   	 15.54   	   5.09		 17.07   	 -71.21		
-39.98   	-152.89   	 15.56   	  10.17		 16.79   	 -55.95		
-55.24   	-172.12   	 15.61   	  15.26		 16.56   	 -45.78		
-63.48   	-168.15   	 15.67   	  10.17		 16.38   	 -35.61		
-52.49   	-114.44   	 15.71   	  15.26		 16.24   	 -25.43		
-13.12   	 25.33   	 15.77   	  20.35		 16.13   	 -25.43		
 58.29   	282.59   	 15.85   	  20.35		 16.03   	 -20.35		
157.17   	651.86   	 15.93   	  20.35		 15.95   	 -25.43		
269.78   	1067.81   	 16.01   	  66.12		 15.85   	 -71.21		
449.52   	1587.22(R)	 16.28(E)	  35.61		 15.56   	 -45.78		
465.39   	1550.90   	 16.42   	  50.86		 15.38   	 -55.95		
410.46   	1346.13   	 16.62   	  55.95		 15.16   	 -61.04		
295.10   	1058.04   	 16.85   	  66.12		 14.91   	 -66.12		
150.76   	760.50   	 17.11   	  91.56		 14.65   	 -66.12		
 18.31   	485.23   	 17.48   	 116.99		 14.38   	 -66.12		
-71.11   	242.00   	 17.94   	 157.68		 14.12   	 -66.12		
-107.73   	 47.00   	 18.58   	 198.37		 13.86   	 -66.12		
-106.51   	-81.18   	 19.37   	 249.24		 13.59   	 -76.30		
-89.11   	-143.13   	 20.37   	 315.36		 13.29   	 -81.38		
-72.02   	-162.35   	 21.63   	 381.48		 12.96   	 -86.47		
-62.56   	-167.24   	 23.15   	 462.87		 12.61   	-106.82		
-59.51   	-173.34   	 25.00   	 544.25		 12.19   	-122.07		
-57.37   	-178.53   	 27.18   	 635.81		 11.70   	-142.42		
-53.71   	-175.78   	 29.73   	 722.28		 11.13   	-147.51		
-48.22   	-165.71   	 32.61   	 808.75		 10.54   	-147.51		
-42.42   	-157.78   	 35.85   	 885.04		  9.95   	-137.33		
-38.15   	-159.00   	 39.39   	 961.34		  9.40   	-111.90		
-36.93   	-167.24   	 43.23   	1022.38		  8.95   	 -66.12		
-39.06   	-175.78   	 47.32   	1057.98		  8.69   	 -20.35		
-41.20   	-179.75   	 51.56   	1088.50		  8.61(D)	  45.78		
-40.28   	-177.92   	 55.91   	1098.67		  8.79   	 106.82		
-36.01   	-172.12   	 60.30   	1098.67		  9.22   	 162.77		
-29.60   	-164.79   	 64.70   	1093.59		  9.87   	 208.54		
-25.02   	-157.78   	 69.07   	1083.41		 10.70   	 239.06		
-23.50   	-151.06   	 73.41   	1093.59		 11.66   	 249.24		
-25.63   	-144.04   	 77.78   	1098.67		 12.66   	 249.24		
-28.38   	-137.94   	 82.18   	1119.02		 13.65   	 233.98		
-29.91   	-135.50   	 86.65   	1139.36		 14.59   	 203.46		
-30.82   	-139.47   	 91.21   	1149.54		 15.40   	 178.03		
-31.43   	-145.26   	 95.81   	1154.62		 16.11   	 152.59		
-31.13   	-146.18   	100.43   	1149.54		 16.72   	 137.33		
-28.99   	-137.94   	105.03   	1144.45		 17.27   	 127.16		
-23.80   	-122.68   	109.60   	1124.11		 17.78   	 127.16		
-17.40   	-107.12   	114.10   	1088.50		 18.29   	 137.33		
-13.73   	-98.27   	118.45   	1037.64		 18.84   	 147.51		
-15.26   	-97.05   	122.60   	 981.68		 19.43   	 157.68		
-19.84   	-100.10   	126.53   	 935.91		 20.06   	 167.85		
-24.11   	-103.15   	130.27   	 895.22		 20.73   	 183.11		
-24.72   	-103.45   	133.86   	 859.61		 21.46   	 188.20		
-22.28   	-101.01   	137.29   	 818.92		 22.22   	 188.20		
-18.92   	-95.83   	140.57   	 778.23		 22.97   	 188.20		
-16.17   	-87.59   	143.68   	 727.36		 23.72   	 183.11		
-12.82   	-76.90   	146.59   	 686.67		 24.46   	 172.94		
 -7.93   	-65.31   	149.34   	 645.98		 25.15   	 162.77		
 -3.36   	-56.15   	151.92   	 615.46		 25.80   	 152.59		
 -1.22   	-50.35   	154.38   	 579.86		 26.41   	 147.51		
 -2.75   	-45.17   	156.70   	 544.25		 27.00   	 142.42		
 -4.88   	-37.84   	158.88   	 503.56		 27.57   	 142.42		
 -4.27   	-26.25   	160.89   	 478.13		 28.14   	 132.25		
  1.53   	-11.29   	162.81   	 457.78		 28.67   	 137.33		
  9.16   	  3.66   	164.64   	 437.43		 29.22   	 132.25		
 14.95   	 16.78   	166.39   	 427.26		 29.75   	 132.25		
 17.40   	 28.08   	168.10   	 412.00		 30.27   	 127.16		
 17.70   	 39.06   	169.75   	 391.66		 30.78   	 122.07		
 19.23   	 51.57   	171.31   	 376.40		 31.27   	 116.99		
 22.58   	 65.61   	172.82   	 356.05		 31.74   	 106.82		
 27.16   	 81.48   	174.24   	 340.79		 32.17   	 106.82		
 31.43   	 98.88   	175.60   	 330.62		 32.59   	  96.64		
 35.10   	116.27   	176.93   	 315.36		 32.98   	  96.64		
 38.76   	131.84   	178.19   	 305.19		 33.37   	  96.64		
 42.42   	142.52   	179.41   	 295.01		 33.75   	  96.64		
 45.17   	147.71   	180.59   	 284.84		 34.14   	  91.56		
 47.30   	149.23   	181.73   	 269.58		 34.51   	  91.56		
 48.52   	149.84   	182.81   	 254.32		 34.87   	  76.30		
 49.13   	151.06   	183.82   	 244.15		 35.18   	  71.21		
 49.44   	152.59   	184.80   	 233.98		 35.46   	  55.95		
 49.74   	154.72   	185.74   	 218.72		 35.69   	  40.69		
 49.44   	157.17   	186.61   	 208.54		 35.85   	  25.43		
 49.44   	159.30   	187.45   	 193.29		 35.95   	   5.09		
 48.22   	158.08   	188.22   	 183.11		 35.97   	  -5.09		
 43.95   	148.62   	188.95   	 162.77		 35.95   	 -10.17		
 36.93   	127.26   	189.60   	 142.42		 35.91   	 -15.26		
 28.99   	 97.66   	190.17   	 116.99		 35.85   	 -15.26		
 22.89   	 67.44   	190.64   	  91.56		 35.79   	 -15.26		
 19.53   	 44.56   	191.01   	  61.04		 35.73   	 -10.17		
 16.17   	 30.52   	191.25   	  40.69		 35.69   	  -5.09		
  9.77   	 22.58   	191.41   	  20.35		 35.67   	  -5.09		
  0.31   	 15.87   	191.49(S)	   0.00		 35.65   	  -5.09		
 -8.54   	  6.10   	191.49   	 -25.43		 35.63   	 -10.17		
-14.04   	 -8.54   	191.39   	 -50.86		 35.58   	 -20.35		
-14.95   	-27.16   	191.19   	 -76.30		 35.50   	 -20.35		
-15.26   	-47.61   	190.88   	-111.90		 35.42   	 -20.35		
-17.70   	-65.00   	190.44   	-147.51		 35.34   	 -20.35		
-23.19   	-73.85   	189.85   	-188.20		 35.26   	 -25.43		
-28.38   	-73.85   	189.09   	-228.89		 35.16   	 -15.26		
-30.21   	-72.94   	188.18   	-279.75		 35.10   	 -20.35		
-27.47   	-77.51   	187.06   	-335.71		 35.02   	 -10.17		
-23.19   	-90.03   	185.72   	-386.57		 34.97   	 -20.35		
-20.75   	-103.76   	184.17   	-452.69		 34.89   	 -15.26		
-22.58   	-111.39   	182.36   	-523.90		 34.83   	 -20.35		
-27.77   	-109.86   	180.26   	-595.11		 34.75   	 -30.52		
-33.57   	-102.54   	177.88   	-676.50		 34.63   	 -30.52		
-37.23   	-97.05   	175.18   	-768.05		 34.51   	 -45.78		
-37.54   	-97.35   	172.11   	-859.61		 34.32   	 -50.86		
-35.10   	-101.62   	168.67   	-956.25		 34.12   	 -66.12		
-31.74   	-108.34   	164.84   	-1057.98		 33.86   	 -71.21		
-29.91   	-115.97   	160.61   	-1149.54		 33.57   	 -76.30		
-29.91   	-120.24   	156.01   	-1246.18		 33.27   	 -91.56		
-32.04   	-117.80   	151.03   	-1327.56		 32.90   	 -91.56		
-34.48   	-108.64   	145.72   	-1398.77		 32.53   	-106.82		
-37.23   	-97.05   	140.12   	-1464.90		 32.11   	-106.82		
-39.98   	-90.03   	134.26   	-1510.68		 31.68   	-116.99		
-42.42   	-89.11   	128.22   	-1556.45		 31.21   	-122.07		
-42.42   	-89.11   	121.99   	-1576.80		 30.72   	-122.07		
-39.06   	-83.31   	115.69   	-1592.06		 30.23   	-127.16		
-32.65   	-73.24   	109.32   	-1592.06		 29.73   	-116.99		
-24.41   	-68.05   	102.95   	-1571.71		 29.26   	-116.99		
-14.04   	-77.21   	 96.66   	-1546.28		 28.79   	-111.90		
 -1.83   	-100.40   	 90.48   	-1505.59		 28.34   	-116.99		
 13.43   	-127.56   	 84.46   	-1459.81		 27.87   	-137.33		
 29.30   	-147.40   	 78.62   	-1403.86		 27.32   	-157.68		
 42.72   	-155.64   	 73.00   	-1353.00		 26.69   	-203.46		
 55.85   	-155.33   	 67.59   	-1286.87		 25.88   	-249.24		
 75.38   	-152.59   	 62.44   	-1225.83		 24.88   	-295.01		
112.92   	-151.67   	 57.54   	-1149.54		 23.70   	-335.71		
173.95   	-156.25   	 52.94   	-1078.33		 22.36   	-376.40		
252.69   	-166.93   	 48.63   	-1002.03		 20.85   	-396.74		
335.69   	-179.44   	 44.62   	-930.82		 19.27   	-396.74		
410.16   	-191.65   	 40.90   	-859.61		 17.68   	-386.57		
467.83   	-202.03   	 37.46   	-788.40		 16.13   	-356.05		
509.03   	-213.62   	 34.30   	-722.28		 14.71   	-315.36		
538.33   	-232.85   	 31.41   	-661.24		 13.45   	-274.67		
559.69   	-266.11   	 28.77   	-595.11		 12.35   	-223.80		
572.81   	-312.81   	 26.39   	-534.08		 11.45   	-172.94		
574.65   	-366.52   	 24.25   	-483.21		 10.76   	-137.33		
560.00   	-418.40   	 22.32   	-432.35		 10.21   	-101.73		
529.17   	-457.15   	 20.59   	-381.48		  9.81   	 -66.12		
487.67   	-474.24   	 19.06   	-340.79		  9.54   	 -40.69		
446.17   	-465.09   	 17.70   	-295.01		  9.38   	 -15.26		
411.68   	-422.06   	 16.52   	-264.50		  9.32   	  -5.09		
381.16   	-342.10   	 15.46   	-223.80		  9.30   	  10.17		
343.63   	-234.68   	 14.57   	-193.29		  9.34   	  15.26		
289.31   	-125.43   	 13.79   	  N/A		  9.40   	  N/A		
