  I     	  II     	  PW     	  PW'		  CH2     	  CH2'		
 -8.24   	 20.45   	 27.63   	 -15.26		  0.98   	  -5.09		
 -8.85   	  9.46   	 27.57   	 -35.61		  0.96   	   0.00		
 -8.54   	 -0.61   	 27.43   	 -45.78		  0.96   	  -5.09		
 -8.54   	 -9.77   	 27.24   	 -45.78		  0.94   	   0.00		
 -9.46   	-18.62   	 27.06   	 -30.52		  0.94   	   0.00		
-11.29   	-27.16   	 26.94   	 -15.26		  0.94   	  -5.09		
-12.51   	-35.40   	 26.88   	  20.35		  0.92   	   0.00		
-12.82   	-43.64   	 26.96   	  40.69		  0.92   	   0.00		
-12.51   	-52.19   	 27.12   	  71.21		  0.92   	   0.00		
-12.51   	-60.42   	 27.41   	  86.47		  0.92   	   0.00		
-12.82   	-68.97   	 27.75   	 101.73		  0.92   	   0.00		
-13.73   	-76.60   	 28.16   	 101.73		  0.92   	  -5.09		
-14.65   	-82.70   	 28.57   	  96.64		  0.90   	   0.00		
-15.26   	-87.28   	 28.95   	  81.38		  0.90   	   0.00		
-15.26   	-88.81   	 29.28   	  61.04		  0.90   	   0.00		
-14.04   	-87.28   	 29.52   	  35.61		  0.90   	   0.00		
-12.51   	-82.70   	 29.66   	   5.09		  0.90   	   0.00		
 -9.46   	-74.77   	 29.68(V)	 -15.26		  0.90   	   5.09		
 -5.19   	-62.56   	 29.62   	 -40.69		  0.92   	   0.00		
  0.92   	-44.56   	 29.46   	 -55.95		  0.92   	   0.00		
  8.85   	-21.97   	 29.24   	 -66.12		  0.92   	   5.09		
 17.09   	  1.22   	 28.97   	 -66.12		  0.94   	   0.00		
 25.02   	 18.92   	 28.71   	 -71.21		  0.94   	   5.09		
 31.43   	 26.55   	 28.42   	 -61.04		  0.96   	   0.00		
 36.93   	 23.80   	 28.18   	 -61.04		  0.96   	   5.09		
 42.11   	 14.95   	 27.93   	 -50.86		  0.98   	   0.00		
 45.47   	  3.66   	 27.73   	 -45.78		  0.98   	   5.09		
 45.47   	 -9.46   	 27.55   	 -45.78		  1.00   	   0.00		
 39.98   	-29.30   	 27.37   	 -40.69		  1.00   	   0.00		
 28.08   	-61.34   	 27.20   	 -40.69		  1.00   	   5.09		
 11.90   	-104.68   	 27.04   	 -40.69		  1.02   	   0.00		
 -4.27   	-151.06   	 26.88   	 -50.86		  1.02   	   0.00		
-16.78   	-188.29   	 26.67   	 -45.78		  1.02   	   5.09		
-23.80   	-208.74   	 26.49   	 -50.86		  1.04   	   0.00		
-25.33   	-215.15   	 26.29   	 -55.95		  1.04   	   0.00		
-24.11   	-218.51   	 26.06   	 -50.86		  1.04   	   0.00		
-22.89   	-228.58   	 25.86   	 -55.95		  1.04   	   0.00		
-23.19   	-247.80   	 25.64   	 -45.78		  1.04   	   0.00		
-25.02   	-269.78   	 25.45   	 -45.78		  1.04   	  -5.09		
-26.86   	-287.17   	 25.27   	 -45.78		  1.02   	   0.00		
-28.08   	-294.80   	 25.09   	 -35.61		  1.02   	   0.00		
-27.77   	-294.19   	 24.94   	 -35.61		  1.02   	  -5.09		
-25.94   	-289.92   	 24.80   	 -25.43		  1.00   	   0.00		
-22.58   	-284.42   	 24.70   	 -25.43		  1.00   	  -5.09		
-18.92   	-278.93   	 24.60   	 -15.26		  0.98   	  -5.09		
-16.17   	-273.44   	 24.54   	 -15.26		  0.96   	   0.00		
-14.95   	-267.94   	 24.48   	 -15.26		  0.96   	  -5.09		
-15.56   	-263.37   	 24.41   	  -5.09		  0.94   	   0.00		
-15.87   	-260.01   	 24.39   	 -10.17		  0.94   	  -5.09		
-14.65   	-258.79   	 24.35   	 -15.26		  0.92   	   0.00		
-10.68   	-259.70   	 24.29   	 -15.26		  0.92   	   0.00		
 -5.80   	-261.84   	 24.23   	 -25.43		  0.92   	   0.00		
 -2.44   	-262.76   	 24.13   	 -30.52		  0.92   	   0.00		
 -2.44   	-260.62   	 24.01   	 -35.61		  0.92   	   0.00		
 -7.02   	-253.91   	 23.87   	 -45.78		  0.92   	   0.00		
-14.65   	-244.45   	 23.68   	 -45.78		  0.92   	   0.00		
-23.50   	-234.99   	 23.50   	 -50.86		  0.92   	   5.09		
-31.13   	-227.97   	 23.30   	 -45.78		  0.94   	   0.00		
-36.01   	-223.08   	 23.11   	 -35.61		  0.94   	   5.09		
-37.84   	-218.20   	 22.97   	 -35.61		  0.96   	   5.09		
-37.54   	-209.66   	 22.83   	 -20.35		  0.98   	   0.00		
-36.93   	-197.75   	 22.75   	  -5.09		  0.98   	   5.09		
-37.54   	-184.33   	 22.73   	   5.09		  1.00   	   0.00		
-39.37   	-173.34   	 22.75   	  15.26		  1.00   	   5.09		
-41.50   	-167.24   	 22.81   	  25.43		  1.02   	   0.00		
-42.72   	-164.79   	 22.91   	  35.61		  1.02   	   5.09		
-42.72   	-162.96   	 23.05   	  30.52		  1.04   	   0.00		
-41.81   	-159.30   	 23.17   	  35.61		  1.04   	   0.00		
-39.98   	-152.89   	 23.32   	  30.52		  1.04   	   5.09		
-39.06   	-144.96   	 23.44   	  25.43		  1.06   	   0.00		
-39.06   	-136.41   	 23.54   	  15.26		  1.06   	   0.00		
-39.67   	-125.73   	 23.60   	  10.17		  1.06   	   0.00		
-40.28   	-107.42   	 23.64   	   5.09		  1.06   	   0.00		
-39.06   	-73.24   	 23.66   	  -5.09		  1.06   	   0.00		
-34.79   	-13.73   	 23.64   	   0.00		  1.06   	   0.00		
-27.47   	 80.57   	 23.64   	  -5.09		  1.06   	   0.00		
-16.17   	214.54   	 23.62   	  -5.09		  1.06   	   0.00		
  1.53   	386.05   	 23.60   	   0.00		  1.06   	   0.00		
 27.77   	588.68   	 23.60   	   0.00		  1.06   	  -5.09		
 64.70   	807.80   	 23.60   	   5.09		  1.04   	   0.00		
113.53   	1015.63   	 23.62   	   0.00		  1.04   	   0.00		
170.29   	1167.91   	 23.62   	  -5.09		  1.04   	   0.00		
219.12   	1206.05(R)	 23.60   	 -10.17		  1.04   	   0.00		
235.60   	1078.49   	 23.56   	 -15.26		  1.04   	   0.00		
202.03   	785.52   	 23.50   	 -30.52		  1.04   	  -5.09		
125.73   	393.98   	 23.38   	 -35.61		  1.02   	   0.00		
 41.81   	 13.73   	 23.23   	 -50.86		  1.02   	   0.00		
 -3.97   	-250.24   	 23.03   	 -61.04		  1.02   	   0.00		
 10.07   	-357.67   	 22.79   	 -71.21		  1.02   	  -5.09		
 62.26   	-346.98   	 22.50   	 -76.30		  1.00   	   0.00		
104.98   	-290.83   	 22.20   	 -71.21		  1.00   	  -5.09		
100.71   	-245.06   	 21.91   	 -66.12		  0.98   	   0.00		
 48.52   	-224.61   	 21.65   	 -55.95		  0.98   	  -5.09		
-21.36   	-213.32   	 21.42   	 -35.61		  0.96   	   0.00		
-73.55   	-192.87   	 21.28   	 -25.43		  0.96   	  -5.09		
-91.55   	-162.66   	 21.18   	   0.00		  0.94   	   0.00		
-82.40   	-136.72   	 21.18   	  10.17		  0.94   	  -5.09		
-66.22   	-126.34   	 21.22   	  25.43		  0.92   	  -5.09		
-58.29   	-130.62   	 21.32   	  35.61		  0.90   	   0.00		
-60.73   	-139.16   	 21.46   	  40.69		  0.90   	  -5.09		
-68.36   	-143.13   	 21.63   	  45.78		  0.87   	   0.00		
-73.24   	-140.69   	 21.81   	  50.86		  0.87   	  -5.09		
-72.33   	-135.19   	 22.01   	  45.78		  0.85   	   0.00		
-67.75   	-130.92   	 22.20   	  40.69		  0.85   	   0.00		
-64.70   	-130.00   	 22.36   	  40.69		  0.85   	   0.00		
-65.00   	-130.92   	 22.52   	  30.52		  0.85   	  -5.09		
-67.14   	-131.53   	 22.64   	  25.43		  0.83   	   5.09		
-68.66   	-131.84   	 22.75   	  25.43		  0.85   	   0.00		
-68.05   	-132.14   	 22.85   	  30.52		  0.85   	   0.00		
-67.14   	-132.14   	 22.97   	  30.52		  0.85   	   5.09		
-67.14   	-132.45   	 23.09   	  35.61		  0.87   	   5.09		
-68.05   	-132.75   	 23.23   	  55.95		  0.90   	   5.09		
-69.27   	-133.67   	 23.46   	  71.21		  0.92   	   5.09		
-69.89   	-135.19   	 23.74   	  86.47		  0.94   	   5.09		
-69.58   	-137.02   	 24.09   	 106.82		  0.96   	   5.09		
-68.66   	-138.85   	 24.52   	 127.16		  0.98   	   5.09		
-68.05   	-140.08   	 25.03   	 142.42		  1.00   	   5.09		
-67.75   	-141.60   	 25.60   	 147.51		  1.02   	   5.09		
-68.05   	-143.74   	 26.19   	 152.59		  1.04   	   5.09		
-68.36   	-146.18   	 26.80   	 142.42		  1.06   	   5.09		
-68.97   	-148.01   	 27.37   	 116.99		  1.08   	   5.09		
-69.58   	-149.23   	 27.83   	  81.38		  1.10   	   0.00		
-69.89   	-150.76   	 28.16   	  25.43		  1.10   	   5.09		
-70.50   	-152.59   	 28.26(A)	 -20.35		  1.12   	   5.09		
-70.80   	-155.64   	 28.18   	 -81.38		  1.14   	   0.00		
-71.11   	-159.00   	 27.85   	-127.16		  1.14   	   0.00		
-71.41   	-161.74   	 27.34   	-157.68		  1.14   	   0.00		
-71.72   	-164.49   	 26.71   	-178.03		  1.14   	   0.00		
-71.72   	-166.93   	 26.00   	-183.11		  1.14   	   0.00		
-72.02   	-170.29   	 25.27   	-162.77		  1.14   	   0.00		
-72.63   	-173.95   	 24.62   	-137.33		  1.14   	  -5.09		
-74.16   	-178.22   	 24.07   	 -96.64		  1.12   	   0.00		
-75.68   	-181.58   	 23.68   	 -50.86		  1.12   	  -5.09		
-76.90   	-184.33   	 23.48   	 -15.26		  1.10   	   0.00		
-77.51   	-186.46   	 23.42   	  20.35		  1.10   	  -5.09		
-77.82   	-188.90   	 23.50   	  40.69		  1.08   	  -5.09		
-79.35   	-192.57   	 23.66   	  50.86		  1.06   	   0.00		
-81.48   	-197.75   	 23.87   	  55.95		  1.06   	  -5.09		
-84.53   	-203.55   	 24.09   	  35.61		  1.04   	  -5.09		
-87.89   	-209.35   	 24.23   	  25.43		  1.02   	   0.00		
-91.25   	-213.62   	 24.33   	  -5.09		  1.02   	  -5.09		
-94.91   	-217.29   	 24.31   	 -25.43		  1.00   	  -5.09		
-98.57   	-220.64   	 24.21   	 -45.78		  0.98   	   0.00		
-101.62   	-224.00   	 24.03   	 -66.12		  0.98   	   0.00		
-104.06   	-226.44   	 23.76   	 -71.21		  0.98   	  -5.09		
-105.59   	-226.75   	 23.48   	 -76.30		  0.96   	   0.00		
-107.12   	-225.22   	 23.17   	 -71.21		  0.96   	   0.00		
-109.56   	-222.17   	 22.89   	 -61.04		  0.96   	   0.00		
-112.61   	-219.12   	 22.64   	 -50.86		  0.96   	   0.00		
-115.66   	-215.76   	 22.44   	 -35.61		  0.96   	   0.00		
-116.88   	-211.79   	 22.30   	 -30.52		  0.96   	   0.00		
-116.27   	-205.69   	 22.18   	 -15.26		  0.96   	   0.00		
-114.14   	-196.84   	 22.12   	 -10.17		  0.96   	   0.00		
-110.78   	-185.85   	 22.08   	  -5.09		  0.96   	   5.09		
-107.12   	-172.73   	 22.05   	 -10.17		  0.98   	   0.00		
-103.45   	-158.69   	 22.01   	 -15.26		  0.98   	   0.00		
-99.49   	-143.43   	 21.95   	 -25.43		  0.98   	   0.00		
-94.60   	-127.87   	 21.85   	 -25.43		  0.98   	   0.00		
-88.81   	-112.30   	 21.75   	 -35.61		  0.98   	   0.00		
-82.40   	-97.66   	 21.61   	 -35.61		  0.98   	   0.00		
-75.07   	-84.53   	 21.46   	 -35.61		  0.98   	   0.00		
-67.75   	-73.24   	 21.32   	 -35.61		  0.98   	   0.00		
-61.04   	-63.48   	 21.18   	 -35.61		  0.98   	   0.00		
-54.93   	-54.93   	 21.04   	 -30.52		  0.98   	   0.00		
-49.74   	-47.30   	 20.92   	 -25.43		  0.98   	   0.00		
-44.86   	-40.28   	 20.81   	 -15.26		  0.98   	   0.00		
-39.98   	-34.48   	 20.75   	 -10.17		  0.98   	   0.00		
-35.10   	-29.30   	 20.71   	  -5.09		  0.98   	   0.00		
-30.52   	-25.94   	 20.69   	   0.00		  0.98   	   0.00		
-27.16   	-24.11   	 20.69   	   0.00		  0.98   	   0.00		
-25.33   	-24.11   	 20.69   	  10.17		  0.98   	   0.00		
-24.41   	-25.02   	 20.73   	  15.26		  0.98   	   0.00		
-23.80   	-26.25   	 20.79   	  10.17		  0.98   	   0.00		
-23.19   	-27.16   	 20.83   	  20.35		  0.98   	   0.00		
-22.28   	-27.47   	 20.92   	  15.26		  0.98   	   0.00		
-21.67   	-27.77   	 20.98   	  15.26		  0.98   	   0.00		
-22.28   	-27.77   	 21.04   	  10.17		  0.98   	   5.09		
-23.50   	-27.47   	 21.08   	  10.17		  1.00   	   0.00		
-25.02   	-26.86   	 21.12(V)	  -5.09		  1.00   	   0.00		
-25.63   	-25.33   	 21.10   	 -10.17		  1.00   	   0.00		
-24.72   	-23.19   	 21.06   	 -30.52		  1.00   	   0.00		
-23.19   	-21.97   	 20.94   	 -35.61		  1.00   	   0.00		
-21.67   	-21.36   	 20.79   	 -50.86		  1.00   	   0.00		
-20.75   	-21.97   	 20.59   	 -55.95		  1.00   	   0.00		
-20.45   	-22.58   	 20.37   	  N/A		  1.00   	  N/A		
