  I     	  II     	  PW     	  PW'		  LV     	  LV'		
 47.91   	201.42   	 10.72   	 -20.35		 98.78   	-213.63		
 42.42   	181.88   	 10.64   	 -30.52		 97.92   	-295.01		
 37.23   	162.05   	 10.52   	 -25.43		 96.74   	-406.92		
 33.87   	145.87   	 10.42   	 -20.35		 95.12   	-508.65		
 32.65   	134.89   	 10.34   	 -20.35		 93.08   	-600.20		
 32.35   	126.04   	 10.25   	 -15.26		 90.68   	-691.76		
 31.13   	114.44   	 10.19   	  -5.09		 87.91   	-808.75		
 27.47   	 97.05   	 10.17   	  -5.09		 84.68   	-946.08		
 22.89   	 75.68   	 10.15   	   0.00		 80.89   	-1037.64		
 18.62   	 58.29   	 10.15   	   5.09		 76.74   	-1002.03		
 16.48   	 52.19   	 10.17   	   0.00		 72.74   	-829.09		
 16.17   	 59.20   	 10.17   	   5.09		 69.42   	-412.00		
 15.87   	 72.33   	 10.19   	   0.00		 67.77   	 101.73		
 14.04   	 79.96   	 10.19   	  -5.09		 68.18   	 152.59		
 10.38   	 73.55   	 10.17   	   0.00		 68.79   	-361.14		
  7.02   	 54.32   	 10.17   	  -5.09		 67.34   	-1027.46		
  5.19   	 32.96   	 10.15   	  -5.09		 63.23   	-1688.70		
  5.80   	 21.97   	 10.13   	  -5.09		 56.48   	-2054.93		
  7.32   	 26.25   	 10.11   	 -10.17		 48.26   	-2029.49		
  7.63   	 41.20   	 10.07   	 -10.17		 40.14   	-1815.86		
  6.41   	 56.46   	 10.03   	 -15.26		 32.88   	-1459.81		
  4.58   	 60.73   	  9.97   	 -20.35		 27.04   	-976.60		
  3.36   	 50.05   	  9.89   	 -30.52		 23.13   	-508.65		
  2.75   	 31.13   	  9.77   	 -30.52		 21.10   	-167.85		
  2.75   	 19.23   	  9.64   	 -35.61		 20.43   	  50.86		
  3.36   	 26.25   	  9.50   	 -35.61		 20.63   	 178.03		
  4.27   	 52.49   	  9.36   	 -20.35		 21.34   	 167.85		
  5.19   	 81.79   	  9.28   	  -5.09		 22.01   	   5.09		
  5.19   	 90.33   	  9.26   	  30.52		 22.03   	-239.06		
  4.58   	 66.83   	  9.38   	  55.95		 21.08   	-478.13		
  3.97   	 25.02   	  9.60   	  76.30		 19.17   	-686.67		
  3.05   	 -4.88   	  9.91   	  96.64		 16.42   	-813.83		
  2.14   	 -0.31   	 10.29   	  91.56		 13.16   	-813.83		
  0.31   	 36.01   	 10.66   	  81.38		  9.91   	-712.10		
 -2.14   	 75.38   	 10.99   	  71.21		  7.06   	-574.77		
 -4.27   	 85.14   	 11.27   	  50.86		  4.76   	-401.83		
 -4.58   	 57.37   	 11.48   	  35.61		  3.15   	-178.03		
 -2.75   	 13.43   	 11.62   	  20.35		  2.44   	  15.26		
 -0.31   	-12.51   	 11.70   	  20.35		  2.50   	 172.94		
  0.92   	  0.31   	 11.78   	  15.26		  3.19   	 295.01		
  0.61   	 42.72   	 11.84   	  15.26		  4.37   	 340.79		
 -0.92   	 80.57   	 11.90   	  20.35		  5.74   	 284.84		
 -1.53   	 85.75   	 11.98   	  20.35		  6.88   	 188.20		
 -0.61   	 55.54   	 12.07   	  25.43		  7.63   	  86.47		
  2.44   	 11.60   	 12.17   	  25.43		  7.98   	 -35.61		
  6.10   	-18.01   	 12.27   	  25.43		  7.83   	-193.29		
  9.46   	-19.84   	 12.37   	  20.35		  7.06   	-335.71		
 11.90   	 -1.22   	 12.45   	  15.26		  5.72   	-406.92		
 13.43   	 20.45   	 12.51   	   5.09		  4.09   	-412.00		
 14.95   	 34.18   	 12.53   	   5.09		  2.44   	-315.36		
 16.48   	 38.76   	 12.55   	   0.00		  1.18   	-142.42		
 17.40   	 35.40   	 12.55(V)	   0.00		  0.61   	 -20.35		
 16.78   	 23.19   	 12.55   	  -5.09		  0.53(D)	 106.82		
 14.34   	  2.75   	 12.53   	  -5.09		  0.96   	 274.67		
 10.99   	-18.62   	 12.51   	  -5.09		  2.05   	 320.45		
  7.63   	-25.02   	 12.49   	 -10.17		  3.34   	 269.58		
  4.58   	 -5.80   	 12.45   	 -15.26		  4.42   	 218.72		
  2.44   	 32.65   	 12.39   	 -15.26		  5.29   	 157.68		
  2.14   	 65.92   	 12.33   	 -25.43		  5.92   	 101.73		
  3.05   	 65.00   	 12.23   	 -30.52		  6.33   	 147.51		
  4.58   	 22.28   	 12.11   	 -30.52		  6.92   	 264.50		
  5.49   	-42.11   	 11.98   	 -40.69		  7.98   	 386.57		
  3.97   	-88.50   	 11.82   	 -40.69		  9.52   	 427.26		
  0.61   	-85.75   	 11.66   	 -35.61		 11.23   	 203.46		
 -3.05   	-32.65   	 11.52   	 -30.52		 12.04   	-244.15		
 -4.88   	 38.45   	 11.39   	 -30.52		 11.07   	-330.62		
 -4.27   	 83.62   	 11.27   	 -20.35		  9.75   	 -20.35		
 -1.83   	 73.55   	 11.19   	 -10.17		  9.66   	 178.03		
  0.31   	 15.56   	 11.15   	  -5.09		 10.38   	 162.77		
  0.31   	-50.96   	 11.13   	  -5.09		 11.03   	 122.07		
 -1.83   	-84.23   	 11.11   	   5.09		 11.52   	 111.90		
 -4.58   	-68.97   	 11.13   	   5.09		 11.96   	 111.90		
 -6.10   	-26.25   	 11.15   	   5.09		 12.41   	  76.30		
 -7.02   	  9.16   	 11.17   	   5.09		 12.72   	 -40.69		
 -8.24   	 16.17   	 11.19   	   5.09		 12.55   	-198.37		
 -9.46   	  0.92   	 11.21   	   0.00		 11.76   	-264.50		
 -9.46   	-17.09   	 11.21   	   5.09		 10.70   	-208.54		
 -6.71   	-26.25   	 11.23   	   0.00		  9.87   	 -96.64		
 -2.44   	-27.77   	 11.23   	   0.00		  9.48   	   0.00		
  0.31   	-27.47   	 11.23   	   0.00		  9.48   	  66.12		
  0.31   	-26.25   	 11.23   	  -5.09		  9.75   	 122.07		
 -2.75   	-20.45   	 11.21   	  -5.09		 10.23   	 183.11		
 -6.41   	-10.38   	 11.19   	  -5.09		 10.97   	 218.72		
 -8.24   	 -1.83   	 11.17   	 -10.17		 11.84   	 188.20		
 -7.02   	 -0.31   	 11.13   	 -10.17		 12.59   	 127.16		
 -4.88   	 -5.49   	 11.09   	 -10.17		 13.10   	  50.86		
 -2.75   	-12.82   	 11.05   	 -10.17		 13.31   	  -5.09		
 -0.92   	-16.48   	 11.01   	 -10.17		 13.29   	 -10.17		
  0.31   	-14.95   	 10.97   	 -15.26		 13.25   	   5.09		
  1.22   	 -9.77   	 10.91   	 -20.35		 13.27   	 -20.35		
  1.53   	 -4.88   	 10.82   	 -20.35		 13.18   	 -50.86		
  0.92   	 -4.58   	 10.74   	 -20.35		 12.98   	 -66.12		
  0.00   	-10.68   	 10.66   	 -20.35		 12.72   	 -45.78		
 -0.61   	-19.23   	 10.58   	 -20.35		 12.53   	  20.35		
 -1.22   	-21.67   	 10.50   	 -15.26		 12.61   	 101.73		
 -1.53   	-12.51   	 10.44   	 -15.26		 13.02   	 132.25		
 -2.14   	  1.83   	 10.38   	 -15.26		 13.55   	 106.82		
 -2.75   	 10.38   	 10.32   	 -10.17		 13.98   	  40.69		
 -3.66   	  7.32   	 10.27   	 -10.17		 14.14   	 -20.35		
 -4.58   	 -2.14   	 10.23   	  -5.09		 14.06   	 -55.95		
 -6.41   	-10.07   	 10.21   	  -5.09		 13.84   	 -71.21		
 -8.24   	-12.82   	 10.19   	  -5.09		 13.55   	 -66.12		
 -8.85   	-15.56   	 10.17   	  -5.09		 13.29   	 -55.95		
 -7.02   	-22.89   	 10.15   	   0.00		 13.06   	 -20.35		
 -3.36   	-28.08   	 10.15   	   0.00		 12.98   	   5.09		
 -0.61   	-21.67   	 10.15   	   0.00		 13.00   	  30.52		
 -0.61   	 -3.05   	 10.15   	   0.00		 13.12   	  50.86		
 -3.36   	 12.82   	 10.15   	   0.00		 13.33   	  55.95		
 -5.49   	 10.07   	 10.15   	   0.00		 13.55   	  45.78		
 -4.88   	-11.60   	 10.15   	   0.00		 13.73   	  30.52		
 -2.14   	-36.01   	 10.15   	  -5.09		 13.86   	   0.00		
 -0.31   	-43.33   	 10.13   	 -10.17		 13.86   	 -30.52		
 -1.83   	-27.16   	 10.09   	  -5.09		 13.73   	 -50.86		
 -6.10   	 -0.92   	 10.07   	 -10.17		 13.53   	 -55.95		
 -9.46   	 15.26   	 10.03   	 -10.17		 13.31   	 -50.86		
 -9.16   	 10.99   	  9.99   	 -10.17		 13.10   	 -40.69		
 -5.80   	 -7.93   	  9.95   	 -10.17		 12.94   	 -15.26		
 -2.14   	-24.11   	  9.91   	 -10.17		 12.88   	  10.17		
 -1.53   	-25.33   	  9.87   	 -10.17		 12.92   	  20.35		
 -3.97   	-12.82   	  9.83   	 -10.17		 13.00   	  15.26		
 -6.71   	  0.00   	  9.79   	 -15.26		 13.06   	  15.26		
 -7.93   	  0.00   	  9.73   	 -10.17		 13.12   	  15.26		
 -8.24   	-14.04   	  9.68   	 -10.17		 13.18   	  20.35		
 -8.54   	-28.99   	  9.64   	 -10.17		 13.27   	  10.17		
 -8.85   	-29.91   	  9.60   	 -10.17		 13.31   	   5.09		
 -7.93   	-14.34   	  9.56   	  -5.09		 13.33   	   0.00		
 -4.88   	  3.97   	  9.54   	  -5.09		 13.33   	   0.00		
 -1.53   	  9.77   	  9.52   	   0.00		 13.33   	  -5.09		
 -0.31   	 -0.61   	  9.52   	   0.00		 13.31   	 -15.26		
 -1.83   	-17.09   	  9.52   	   5.09		 13.25   	 -20.35		
 -4.88   	-25.33   	  9.54   	   0.00		 13.16   	 -20.35		
 -6.10   	-18.62   	  9.54   	   5.09		 13.08   	 -10.17		
 -3.66   	 -1.83   	  9.56   	   0.00		 13.04   	   5.09		
  1.53   	 13.43   	  9.56   	   0.00		 13.06   	  10.17		
  7.32   	 18.62   	  9.56   	  -5.09		 13.10   	  15.26		
 10.38   	 14.34   	  9.54   	 -10.17		 13.16   	  30.52		
  9.46   	  4.58   	  9.50   	 -10.17		 13.29   	  35.61		
  3.97   	 -5.19   	  9.46   	 -15.26		 13.43   	  30.52		
 -3.97   	-10.07   	  9.40   	 -15.26		 13.55   	  25.43		
-10.07   	 -9.77   	  9.34   	 -15.26		 13.65   	  10.17		
-10.99   	 -9.16   	  9.28   	 -15.26		 13.69   	  15.26		
 -6.10   	-11.90   	  9.22   	 -10.17		 13.75   	  10.17		
  0.92   	-18.31   	  9.18   	 -10.17		 13.79   	   0.00		
  5.49   	-23.80   	  9.14   	 -10.17		 13.79   	   0.00		
  4.88   	-21.97   	  9.09   	  -5.09		 13.79   	   5.09		
  0.61   	-11.29   	  9.07   	   0.00		 13.81   	  10.17		
 -3.97   	  2.14   	  9.07   	  -5.09		 13.86   	   5.09		
 -5.19   	  9.46   	  9.05   	   0.00		 13.88   	   0.00		
 -3.66   	  6.41   	  9.05   	   0.00		 13.88   	  -5.09		
 -1.53   	 -4.27   	  9.05   	   0.00		 13.86   	  -5.09		
 -0.61   	-16.17   	  9.05   	   0.00		 13.84   	  -5.09		
 -1.22   	-23.50   	  9.05   	  -5.09		 13.81   	 -10.17		
 -2.14   	-22.28   	  9.03   	  -5.09		 13.77   	   5.09		
 -2.14   	-14.65   	  9.01   	   0.00		 13.79   	   0.00		
 -1.22   	 -2.75   	  9.01   	  -5.09		 13.79   	   5.09		
 -0.31   	  7.63   	  8.99   	  -5.09		 13.81   	   5.09		
  0.31   	 10.99   	  8.97   	  -5.09		 13.84   	  15.26		
  0.00   	  5.80   	  8.95   	   0.00		 13.90   	  15.26		
 -1.22   	 -3.05   	  8.95   	   0.00		 13.96   	  15.26		
 -3.36   	 -9.16   	  8.95   	   0.00		 14.02   	  15.26		
 -5.80   	-11.60   	  8.95   	   5.09		 14.08   	  15.26		
 -7.63   	-14.34   	  8.97   	   5.09		 14.14   	  15.26		
 -7.93   	-21.36   	  8.99   	   5.09		 14.20   	  10.17		
 -7.63   	-33.26   	  9.01   	   0.00		 14.24   	   5.09		
 -6.71   	-43.95   	  9.01   	   5.09		 14.26   	   5.09		
 -6.41   	-45.17   	  9.03   	   5.09		 14.28   	   0.00		
 -6.10   	-35.40   	  9.05   	   5.09		 14.28   	   0.00		
 -5.19   	-19.23   	  9.07   	   5.09		 14.28   	   0.00		
 -3.66   	 -2.75   	  9.09   	   5.09		 14.28   	   0.00		
 -1.22   	  9.46   	  9.11   	   5.09		 14.28   	   5.09		
  0.92   	 14.95   	  9.14   	  10.17		 14.30   	  10.17		
  2.14   	 14.34   	  9.18   	   5.09		 14.34   	  20.35		
  1.83   	  8.85   	  9.20   	   5.09		 14.43   	  15.26		
  0.61   	  2.14   	  9.22   	  10.17		 14.49   	  20.35		
 -0.61   	 -2.14   	  9.26   	  10.17		 14.57   	  25.43		
 -0.92   	 -1.53   	  9.30   	  15.26		 14.67   	  25.43		
 -0.61   	  3.66   	  9.36   	  10.17		 14.77   	  25.43		
 -0.92   	  9.46   	  9.40   	  20.35		 14.87   	  20.35		
 -2.44   	 12.51   	  9.48   	  15.26		 14.95   	  30.52		
 -4.58   	 11.90   	  9.54   	  20.35		 15.08   	  35.61		
 -7.02   	  9.16   	  9.62   	  25.43		 15.22   	  35.61		
 -8.24   	  6.41   	  9.73   	  25.43		 15.36   	  30.52		
 -7.93   	  4.88   	  9.83   	  25.43		 15.48   	  25.43		
 -7.02   	  3.36   	  9.93   	  35.61		 15.58   	  25.43		
 -5.80   	  1.22   	 10.07   	  30.52		 15.69   	  20.35		
 -4.88   	 -0.92   	 10.19   	  40.69		 15.77   	  25.43		
 -3.97   	 -1.83   	 10.36   	  40.69		 15.87   	  20.35		
 -3.05   	 -0.92   	 10.52   	  N/A		 15.95   	  N/A		
