  I     	  II     	  LV     	  LV'		  RA     	  RA'		
-44.25   	 -8.54   	  7.04   	 -50.86		  5.92   	 -15.26		
-47.00   	 -7.63   	  6.84   	 -55.95		  5.86   	 -15.26		
-41.50   	 -6.71   	  6.61   	 -55.95		  5.80   	 -10.17		
-33.26   	 -7.02   	  6.39   	 -55.95		  5.76   	 -10.17		
-28.38   	 -8.85   	  6.16   	 -40.69		  5.72   	 -10.17		
-29.91   	-10.68   	  6.00   	 -30.52		  5.68   	 -10.17		
-35.71   	-10.68   	  5.88   	 -20.35		  5.64   	  -5.09		
-40.89   	 -9.46   	  5.80   	   0.00		  5.62   	 -10.17		
-40.89   	 -8.54   	  5.80   	  10.17		  5.57   	  -5.09		
-36.62   	 -8.24   	  5.84   	  20.35		  5.55   	   0.00		
-31.74   	 -8.24   	  5.92   	  25.43		  5.55   	  -5.09		
-29.30   	 -7.32   	  6.02   	  30.52		  5.53   	  -5.09		
-30.21   	 -4.88   	  6.14   	  20.35		  5.51   	   0.00		
-33.26   	 -2.44   	  6.23   	  10.17		  5.51   	  -5.09		
-35.71   	 -2.14   	  6.27   	   5.09		  5.49   	   0.00		
-35.40   	 -4.88   	  6.29   	 -15.26		  5.49   	   0.00		
-33.87   	 -9.46   	  6.23   	 -25.43		  5.49   	   0.00		
-34.18   	-13.43   	  6.12   	 -35.61		  5.49   	   5.09		
-36.93   	-15.26   	  5.98   	 -40.69		  5.51   	   0.00		
-41.20   	-14.34   	  5.82   	 -35.61		  5.51   	   5.09		
-44.56   	-12.51   	  5.68   	 -35.61		  5.53   	   0.00		
-45.17   	-11.29   	  5.53   	 -25.43		  5.53   	   5.09		
-43.33   	-10.99   	  5.43   	 -15.26		  5.55   	   0.00		
-40.28   	-10.38   	  5.37   	  -5.09		  5.55   	  -5.09		
-37.54   	 -8.85   	  5.35(D)	   5.09		  5.53   	   0.00		
-35.10   	 -6.41   	  5.37   	  10.17		  5.53   	  -5.09		
-32.96   	 -3.66   	  5.41   	  10.17		  5.51   	  -5.09		
-30.52   	 -2.75   	  5.45   	  15.26		  5.49   	  -5.09		
-27.16   	 -3.66   	  5.51   	  15.26		  5.47   	  -5.09		
-23.50   	 -5.49   	  5.57   	  10.17		  5.45   	 -10.17		
-21.97   	 -7.02   	  5.62   	   5.09		  5.41   	  -5.09		
-25.33   	 -8.54   	  5.64   	   0.00		  5.39   	  -5.09		
-34.48   	-10.38   	  5.64   	  -5.09		  5.37   	 -10.17		
-45.47   	-12.51   	  5.62   	  -5.09		  5.33   	  -5.09		
-51.57   	-14.65   	  5.60   	 -10.17		  5.31   	 -10.17		
-49.13   	-15.26   	  5.55   	  -5.09		  5.27   	 -10.17		
-40.59   	-14.04   	  5.53   	  -5.09		  5.23   	  -5.09		
-32.65   	-11.60   	  5.51   	  -5.09		  5.21   	 -10.17		
-30.52   	-10.07   	  5.49   	   0.00		  5.17   	   0.00		
-33.57   	-11.29   	  5.49   	   5.09		  5.17   	  -5.09		
-37.54   	-14.65   	  5.51   	   5.09		  5.15   	   5.09		
-38.76   	-18.31   	  5.53   	   5.09		  5.17   	   5.09		
-36.93   	-20.14   	  5.55   	  10.17		  5.19   	   5.09		
-35.10   	-19.53   	  5.60   	  10.17		  5.21   	  10.17		
-35.10   	-17.70   	  5.64   	  10.17		  5.25   	   5.09		
-35.40   	-16.48   	  5.68   	  10.17		  5.27   	   5.09		
-34.18   	-15.87   	  5.72   	  10.17		  5.29   	  10.17		
-30.82   	-15.56   	  5.76   	   5.09		  5.33   	   5.09		
-27.16   	-14.65   	  5.78   	  10.17		  5.35   	   5.09		
-26.25   	-13.73   	  5.82   	   5.09		  5.37   	   5.09		
-28.08   	-14.04   	  5.84   	   5.09		  5.39   	   5.09		
-32.04   	-15.26   	  5.86   	   5.09		  5.41   	  10.17		
-35.40   	-17.09   	  5.88   	  10.17		  5.45   	  10.17		
-36.93   	-18.31   	  5.92   	   5.09		  5.49   	  15.26		
-35.71   	-17.70   	  5.94   	  10.17		  5.55   	  15.26		
-32.96   	-15.56   	  5.98   	   5.09		  5.62   	  10.17		
-30.52   	-13.73   	  6.00   	  10.17		  5.66   	  10.17		
-28.99   	-13.12   	  6.04   	   5.09		  5.70   	  10.17		
-28.99   	-14.34   	  6.06   	  10.17		  5.74   	   0.00		
-29.91   	-15.56   	  6.10   	   5.09		  5.74   	  -5.09		
-29.60   	-15.87   	  6.12   	   0.00		  5.72   	 -10.17		
-27.77   	-14.65   	  6.12   	   5.09		  5.68   	 -15.26		
-25.94   	-13.12   	  6.14   	   0.00		  5.62   	 -10.17		
-25.02   	-12.51   	  6.14   	   0.00		  5.57   	 -15.26		
-26.86   	-12.82   	  6.14   	   5.09		  5.51   	 -10.17		
-31.13   	-13.43   	  6.16   	   0.00		  5.47   	 -15.26		
-36.01   	-12.51   	  6.16   	   0.00		  5.41   	  -5.09		
-38.76   	-10.07   	  6.16   	   0.00		  5.39   	 -10.17		
-38.15   	 -7.32   	  6.16   	   0.00		  5.35   	   0.00		
-35.40   	 -5.49   	  6.16   	   0.00		  5.35   	  -5.09		
-32.96   	 -5.19   	  6.16   	   5.09		  5.33   	   5.09		
-32.35   	 -6.10   	  6.19   	   5.09		  5.35   	   0.00		
-34.18   	 -7.32   	  6.21   	  10.17		  5.35   	   5.09		
-35.71   	 -8.24   	  6.25   	   5.09		  5.37   	   0.00		
-35.10   	 -8.54   	  6.27   	   5.09		  5.37   	   5.09		
-32.65   	 -8.85   	  6.29   	  10.17		  5.39   	   0.00		
-30.52   	 -8.54   	  6.33   	   5.09		  5.39   	   5.09		
-29.91   	 -8.24   	  6.35   	   0.00		  5.41   	   0.00		
-31.13   	 -7.63   	  6.35   	   0.00		  5.41   	   0.00		
-32.35   	 -7.02   	  6.35   	   0.00		  5.41   	   0.00		
-32.96   	 -6.41   	  6.35   	  -5.09		  5.41   	  -5.09		
-33.26   	 -6.71   	  6.33   	   0.00		  5.39   	   0.00		
-34.18   	 -7.93   	  6.33   	  -5.09		  5.39   	   0.00		
-35.10   	 -9.77   	  6.31   	  -5.09		  5.39   	   5.09		
-34.79   	-11.90   	  6.29   	  -5.09		  5.41   	   0.00		
-32.35   	-13.73   	  6.27   	   0.00		  5.41   	   5.09		
-29.60   	-14.04   	  6.27   	   0.00		  5.43   	  10.17		
-29.60   	-13.43   	  6.27   	   0.00		  5.47   	   5.09		
-32.65   	-12.21   	  6.27   	   5.09		  5.49   	  10.17		
-36.62   	-11.60   	  6.29   	   0.00		  5.53   	   5.09		
-39.67   	-11.60   	  6.29   	   5.09		  5.55   	  10.17		
-39.37   	-11.60   	  6.31   	   5.09		  5.60   	   5.09		
-36.62   	-11.29   	  6.33   	   0.00		  5.62   	   5.09		
-33.26   	-11.60   	  6.33   	   5.09		  5.64   	   0.00		
-31.13   	-12.21   	  6.35   	   0.00		  5.64   	  -5.09		
-30.21   	-13.43   	  6.35   	  -5.09		  5.62   	   0.00		
-29.91   	-14.95   	  6.33   	   0.00		  5.62   	 -10.17		
-30.52   	-15.56   	  6.33   	  -5.09		  5.57   	  -5.09		
-31.13   	-14.95   	  6.31   	  -5.09		  5.55   	 -10.17		
-30.52   	-13.43   	  6.29   	  -5.09		  5.51   	 -15.26		
-28.69   	-12.51   	  6.27   	  -5.09		  5.45   	 -10.17		
-27.16   	-13.12   	  6.25   	  -5.09		  5.41   	 -10.17		
-28.69   	-14.34   	  6.23   	  -5.09		  5.37   	 -10.17		
-32.96   	-15.26   	  6.21   	   0.00		  5.33   	 -10.17		
-37.23   	-13.73   	  6.21   	  -5.09		  5.29   	  -5.09		
-37.84   	-10.68   	  6.19   	   0.00		  5.27   	  -5.09		
-33.87   	 -7.93   	  6.19   	   0.00		  5.25   	  -5.09		
-28.99   	 -7.93   	  6.19   	   0.00		  5.23   	   0.00		
-27.47   	-10.99   	  6.19   	   0.00		  5.23   	   0.00		
-32.04   	-15.56   	  6.19   	   0.00		  5.23   	   0.00		
-39.06   	-19.23   	  6.19   	   0.00		  5.23   	   0.00		
-43.95   	-20.45   	  6.19   	   5.09		  5.23   	   5.09		
-42.72   	-19.53   	  6.21   	   0.00		  5.25   	   5.09		
-36.62   	-18.62   	  6.21   	   0.00		  5.27   	   5.09		
-28.99   	-18.31   	  6.21   	   0.00		  5.29   	   5.09		
-23.50   	-18.62   	  6.21   	   0.00		  5.31   	  10.17		
-22.28   	-18.01   	  6.21   	   0.00		  5.35   	  10.17		
-25.94   	-16.48   	  6.21   	   5.09		  5.39   	   5.09		
-32.96   	-14.65   	  6.23   	   0.00		  5.41   	  15.26		
-40.28   	-14.34   	  6.23   	   5.09		  5.47   	  10.17		
-42.72   	-15.56   	  6.25   	   0.00		  5.51   	   5.09		
-38.15   	-15.56   	  6.25   	   5.09		  5.53   	  10.17		
-27.47   	-11.29   	  6.27   	   0.00		  5.57   	  10.17		
-15.87   	 -1.22   	  6.27   	   0.00		  5.62   	   5.09		
 -8.24   	 13.12   	  6.27   	   0.00		  5.64   	   5.09		
 -6.10   	 28.69   	  6.27   	   0.00		  5.66   	   5.09		
 -6.71   	 41.81   	  6.27   	   0.00		  5.68   	   0.00		
 -5.19   	 49.44   	  6.27   	  -5.09		  5.68   	  -5.09		
 -1.53   	 51.57   	  6.25   	   0.00		  5.66   	  -5.09		
  1.22   	 50.35   	  6.25   	   0.00		  5.64   	  -5.09		
 -1.22   	 50.05   	  6.25   	   0.00		  5.62   	 -10.17		
 -8.85   	 53.10   	  6.25   	   0.00		  5.57   	 -15.26		
-17.70   	 59.51   	  6.25   	   0.00		  5.51   	 -15.26		
-20.75   	 66.53   	  6.25   	  -5.09		  5.45   	 -15.26		
-14.34   	 70.80   	  6.23   	   0.00		  5.39   	 -15.26		
 -0.92   	 72.33   	  6.23   	  -5.09		  5.33   	 -15.26		
 14.34   	 74.16   	  6.21   	  -5.09		  5.27   	 -15.26		
 24.41   	 78.43   	  6.19   	 -10.17		  5.21   	 -10.17		
 25.63   	 83.01   	  6.14   	 -15.26		  5.17   	  -5.09		
 17.70   	 83.01   	  6.08   	 -10.17		  5.15   	 -10.17		
  5.80   	 74.16   	  6.04   	 -20.35		  5.11   	   0.00		
 -4.27   	 56.76   	  5.96   	 -15.26		  5.11   	  -5.09		
 -7.93   	 37.54   	  5.90   	 -20.35		  5.09   	  -5.09		
 -3.36   	 25.63   	  5.82   	 -15.26		  5.07   	   0.00		
  8.54   	 26.25   	  5.76   	 -10.17		  5.07   	   5.09		
 24.11   	 38.15   	  5.72   	 -10.17		  5.09   	  10.17		
 38.15   	 54.02   	  5.68   	  -5.09		  5.13   	  15.26		
 46.69   	 63.17   	  5.66   	   5.09		  5.19   	  20.35		
 46.08   	 58.59   	  5.68   	   0.00		  5.27   	  30.52		
 35.10   	 40.28   	  5.68   	  10.17		  5.39   	  30.52		
 15.56   	 13.43   	  5.72   	  10.17		  5.51   	  40.69		
 -7.63   	-13.12   	  5.76   	  15.26		  5.68   	  45.78		
-28.08   	-32.04   	  5.82   	  15.26		  5.86   	  45.78		
-40.59   	-41.50   	  5.88   	  20.35		  6.04   	  50.86		
-44.25   	-43.95   	  5.96   	  20.35		  6.25   	  55.95		
-41.20   	-43.33   	  6.04   	  25.43		  6.47   	  50.86		
-36.93   	-42.42   	  6.14   	  30.52		  6.67   	  45.78		
-34.79   	-42.42   	  6.27   	  35.61		  6.86   	  40.69		
-36.01   	-43.33   	  6.41   	  40.69		  7.02   	  30.52		
-38.15   	-44.56   	  6.57   	  45.78		  7.14   	  20.35		
-39.67   	-45.47   	  6.75   	  45.78		  7.22   	   0.00		
-38.76   	-45.47   	  6.94   	  45.78		  7.22   	 -10.17		
-36.93   	-44.86   	  7.12   	  40.69		  7.18   	 -25.43		
-36.62   	-44.25   	  7.28   	  35.61		  7.08   	 -35.61		
-38.45   	-44.25   	  7.43   	  25.43		  6.94   	 -40.69		
-41.50   	-44.86   	  7.53   	  10.17		  6.78   	 -50.86		
-44.56   	-45.17   	  7.57   	   0.00		  6.57   	 -45.78		
-46.39   	-44.25   	  7.57   	 -10.17		  6.39   	 -45.78		
-46.69   	-42.42   	  7.53   	 -25.43		  6.21   	 -40.69		
-46.39   	-40.28   	  7.43   	 -30.52		  6.04   	 -30.52		
-45.78   	-39.37   	  7.30   	 -35.61		  5.92   	 -30.52		
-43.03   	-39.06   	  7.16   	 -40.69		  5.80   	 -15.26		
-39.37   	-37.84   	  7.00   	 -35.61		  5.74   	 -20.35		
-37.84   	-32.35   	  6.86   	 -35.61		  5.66   	 -10.17		
-44.25   	-18.62   	  6.71   	 -25.43		  5.62   	 -10.17		
-61.95   	  5.49   	  6.61   	 -25.43		  5.57   	 -15.26		
-84.84   	 38.76   	  6.51   	 -10.17		  5.51   	 -10.17		
-98.27   	 76.90   	  6.47   	  -5.09		  5.47   	 -10.17		
-79.35   	114.14   	  6.45   	  N/A		  5.43   	  N/A		
